"",BBK01.TUD403,BBK01.TUD403_FLAGS
"",Lending to banks (MFIs) in the euro area / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:49,
1979-12,345526,
1980-01,326705,
1980-02,323054,
1980-03,324970,
1980-04,322679,
1980-05,327432,
1980-06,331561,
1980-07,333076,
1980-08,333765,
1980-09,337081,
1980-10,339475,
1980-11,356848,
1980-12,361135,
1981-01,350191,
1981-02,343088,
1981-03,348644,
1981-04,344162,
1981-05,353086,
1981-06,354419,
1981-07,353641,
1981-08,360232,
1981-09,358665,
1981-10,357645,
1981-11,377299,
1981-12,380320,
1982-01,368953,
1982-02,372316,
1982-03,380020,
1982-04,374438,
1982-05,379225,
1982-06,380685,
1982-07,376622,
1982-08,383215,
1982-09,389596,
1982-10,390525,
1982-11,406752,
1982-12,408361,
1983-01,402415,
1983-02,401007,
1983-03,397935,
1983-04,401006,
1983-05,414736,
1983-06,417472,
1983-07,414580,
1983-08,415288,
1983-09,412249,
1983-10,421163,
1983-11,428677,
1983-12,432194,
1984-01,420086,
1984-02,422237,
1984-03,417684,
1984-04,414089,
1984-05,413876,
1984-06,417897,
1984-07,423559,
1984-08,429975,
1984-09,435946,
1984-10,441746,
1984-11,457489,
1984-12,466692,
1985-01,445246,
1985-02,451939,
1985-03,444821,
1985-04,440492,
1985-05,443456,
1985-06,453970,
1985-07,454458,
1985-08,455055,
1985-09,462434,
1985-10,467377,
1985-11,480909,
1985-12,503734,
1986-01,488675,
1986-02,487887,
1986-03,494731,
1986-04,495775,
1986-05,494991,
1986-06,504961,
1986-07,500550,
1986-08,510834,
1986-09,513013,
1986-10,517611,
1986-11,543052,
1986-12,547392,
1987-01,536104,
1987-02,538273,
1987-03,547650,
1987-04,539420,
1987-05,554210,
1987-06,555614,
1987-07,550702,
1987-08,563602,
1987-09,563370,
1987-10,569276,
1987-11,590389,
1987-12,593170,
1988-01,581512,
1988-02,590736,
1988-03,576500,
1988-04,576750,
1988-05,584432,
1988-06,585489,
1988-07,588661,
1988-08,600035,
1988-09,601940,
1988-10,619032,
1988-11,632047,
1988-12,628647,
1989-01,610676,
1989-02,611852,
1989-03,610456,
1989-04,617754,
1989-05,618497,
1989-06,621875,
1989-07,630290,
1989-08,623063,
1989-09,626478,
1989-10,639546,
1989-11,662409,
1989-12,668387,
1990-01,657517,
1990-02,668911,
1990-03,660214,
1990-04,656307,
1990-05,662248,
1990-06,805930,
1990-07,818607,
1990-08,831378,
1990-09,838761,
1990-10,856100,
1990-11,867949,
1990-12,872671,
1991-01,847621,
1991-02,847766,
1991-03,837874,
1991-04,842491,
1991-05,839143,
1991-06,853994,
1991-07,845956,
1991-08,837071,
1991-09,843232,
1991-10,845414,
1991-11,869835,
1991-12,876297,
1992-01,857524,
1992-02,855588,
