"",BBK01.OUU020,BBK01.OUU020_FLAGS
"",Lending to foreign non-banks / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:06,
1999-01,0.685,
1999-02,0.807,
1999-03,0.893,
1999-04,0.925,
1999-05,0.936,
1999-06,0.997,
1999-07,0.984,
1999-08,0.991,
1999-09,1.011,
1999-10,1.141,
1999-11,1.222,
1999-12,1.200,
2000-01,1.387,
2000-02,1.268,
2000-03,1.090,
2000-04,1.045,
2000-05,1.045,
2000-06,1.057,
2000-07,1.063,
2000-08,1.065,
2000-09,1.695,
2000-10,1.696,
2000-11,1.687,
2000-12,1.699,
2001-01,1.724,
2001-02,1.782,
2001-03,1.820,
2001-04,1.841,
2001-05,1.881,
2001-06,1.983,
2001-07,1.983,
2001-08,1.954,
2001-09,1.960,
2001-10,1.953,
2001-11,1.939,
2001-12,1.932,
2002-01,1.840,
2002-02,1.836,
2002-03,1.834,
2002-04,1.846,
2002-05,1.895,
2002-06,1.897,
2002-07,1.891,
2002-08,1.889,
2002-09,1.726,
2002-10,1.737,
2002-11,1.736,
2002-12,1.879,
2003-01,1.881,
2003-02,1.886,
2003-03,1.874,
2003-04,1.870,
2003-05,1.883,
2003-06,1.641,
2003-07,1.760,
2003-08,1.762,
2003-09,1.067,
2003-10,1.766,
2003-11,1.794,
2003-12,1.779,
2004-01,1.763,
2004-02,1.755,
2004-03,1.777,
2004-04,1.823,
2004-05,1.847,
2004-06,1.881,
2004-07,1.875,
2004-08,2.021,
2004-09,1.981,
2004-10,1.960,
2004-11,1.823,
2004-12,1.773,
2005-01,1.825,
2005-02,1.743,
2005-03,1.798,
2005-04,2.438,
2005-05,2.964,
2005-06,3.379,
2005-07,3.412,
2005-08,3.407,
2005-09,3.495,
2005-10,3.031,
2005-11,3.018,
2005-12,3.131,
2006-01,2.591,
2006-02,1.918,
2006-03,1.742,
2006-04,1.776,
2006-05,1.803,
2006-06,1.858,
2006-07,1.538,
2006-08,1.516,
2006-09,1.502,
2006-10,1.203,
2006-11,1.467,
2006-12,1.568,
2007-01,2.061,
2007-02,2.139,
2007-03,2.717,
2007-04,2.708,
2007-05,2.652,
2007-06,2.616,
2007-07,2.562,
2007-08,2.563,
2007-09,2.565,
2007-10,1.338,
2007-11,1.344,
2007-12,1.333,
2008-01,1.188,
2008-02,1.177,
2008-03,1.178,
2008-04,1.162,
2008-05,1.167,
2008-06,0.975,
2008-07,0.987,
2008-08,0.982,
2008-09,0.980,
2008-10,0.982,
2008-11,0.961,
2008-12,0.992,
2009-01,1.115,
2009-02,1.463,
2009-03,1.481,
2009-04,1.425,
2009-05,1.724,
2009-06,1.775,
2009-07,1.800,
2009-08,1.818,
2009-09,1.829,
2009-10,1.840,
2009-11,1.878,
2009-12,1.823,
2010-01,1.881,
2010-02,1.991,
2010-03,2.293,
2010-04,2.566,
2010-05,2.573,
2010-06,2.689,
2010-07,2.767,
2010-08,3.318,
2010-09,3.018,
2010-10,2.946,
2010-11,3.015,
2010-12,3.048,
2011-01,3.053,
2011-02,3.064,
2011-03,3.031,
2011-04,3.031,
2011-05,3.471,
2011-06,3.345,
2011-07,3.297,
2011-08,3.342,
2011-09,3.544,
2011-10,3.619,
2011-11,3.567,
2011-12,3.521,
2012-01,3.556,
2012-02,3.668,
2012-03,3.632,
2012-04,3.671,
2012-05,3.846,
2012-06,4.001,
2012-07,4.158,
2012-08,4.151,
2012-09,4.122,
2012-10,4.129,
2012-11,4.126,
2012-12,4.236,
2013-01,4.388,
2013-02,4.478,
2013-03,4.538,
2013-04,4.549,
2013-05,4.741,
2013-06,4.920,
2013-07,5.137,
2013-08,5.210,
2013-09,5.397,
2013-10,5.445,
2013-11,5.595,
2013-12,5.717,
2014-01,5.949,
2014-02,6.117,
2014-03,6.211,
2014-04,6.518,
2014-05,6.770,
2014-06,6.848,
2014-07,7.092,
2014-08,7.155,
2014-09,7.187,
2014-10,7.240,
2014-11,7.367,
2014-12,7.636,Provisional value
