"",BBK01.OUZ309,BBK01.OUZ309_FLAGS
"","Debt securities and other fixed interest securities, Mortgage banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:57:23,
1999-01,70.819,
1999-02,77.591,
1999-03,83.620,
1999-04,87.439,
1999-05,91.585,
1999-06,95.546,
1999-07,99.592,
1999-08,102.221,
1999-09,104.755,
1999-10,107.492,
1999-11,109.673,
1999-12,110.328,
2000-01,113.978,
2000-02,118.329,
2000-03,122.139,
2000-04,123.979,
2000-05,128.081,
2000-06,130.006,
2000-07,135.167,
2000-08,138.250,
2000-09,138.715,
2000-10,139.345,
2000-11,140.915,
2000-12,140.400,
2001-01,148.551,
2001-02,152.645,
2001-03,154.882,
2001-04,158.628,
2001-05,157.960,
2001-06,162.544,
2001-07,164.566,
2001-08,164.529,
2001-09,165.409,
2001-10,167.399,
2001-11,169.348,
2001-12,169.634,
2002-01,169.296,
2002-02,172.031,
2002-03,173.730,
2002-04,176.262,
2002-05,175.525,
2002-06,175.467,
2002-07,175.634,
2002-08,175.512,
2002-09,177.516,
2002-10,175.663,
2002-11,175.591,
2002-12,173.244,
2003-01,175.134,
2003-02,175.424,
2003-03,176.007,
2003-04,174.499,
2003-05,172.535,
2003-06,175.465,
2003-07,176.584,
2003-08,178.622,
2003-09,182.368,
2003-10,183.336,
2003-11,185.285,
2003-12,189.246,
2004-01,190.200,
2004-02,192.406,
2004-03,197.953,
2004-04,201.427,
2004-05,205.423,
2004-06,209.937,
2004-07,213.149,
2004-08,213.790,
2004-09,217.710,
2004-10,214.224,
2004-11,214.782,
2004-12,210.752,
2005-01,217.482,
2005-02,222.772,
2005-03,226.836,
2005-04,229.459,
2005-05,232.632,
2005-06,235.685,
2005-07,237.647,
2005-08,240.123,
2005-09,242.519,
2005-10,241.329,
2005-11,242.520,
2005-12,241.126,
2006-01,243.951,
2006-02,243.378,
2006-03,240.994,
2006-04,240.256,
2006-05,242.466,
2006-06,243.501,
2006-07,246.273,
2006-08,244.978,
2006-09,248.413,
2006-10,247.317,
2006-11,248.486,
2006-12,248.104,
2007-01,249.855,
2007-02,252.108,
2007-03,254.072,
2007-04,256.446,
2007-05,257.041,
2007-06,258.437,
2007-07,254.206,
2007-08,251.917,
2007-09,251.373,
2007-10,255.387,
2007-11,251.442,
2007-12,254.772,
2008-01,252.809,
2008-02,252.072,
2008-03,248.344,
2008-04,248.905,
2008-05,249.905,
2008-06,249.494,
2008-07,247.478,
2008-08,246.919,
2008-09,245.184,
2008-10,241.993,
2008-11,239.634,
2008-12,236.801,
2009-01,234.588,
2009-02,233.747,
2009-03,229.081,
2009-04,227.817,
2009-05,225.959,
2009-06,226.429,
2009-07,223.676,
2009-08,222.984,
2009-09,221.384,
2009-10,219.607,
2009-11,217.185,
2009-12,217.823,
2010-01,217.381,
2010-02,216.091,
2010-03,213.758,
2010-04,212.015,
2010-05,209.139,
2010-06,207.202,
2010-07,202.039,
2010-08,201.961,
2010-09,197.904,
2010-10,272.888,
2010-11,208.262,
2010-12,190.495,
2011-01,188.025,
2011-02,185.252,
2011-03,181.985,
2011-04,179.965,
2011-05,178.848,
2011-06,176.155,
2011-07,171.793,
2011-08,170.496,
2011-09,169.286,
2011-10,167.120,
2011-11,165.898,
2011-12,163.603,
2012-01,159.150,
2012-02,156.161,
2012-03,151.705,
2012-04,150.611,
2012-05,152.150,
2012-06,149.704,
2012-07,148.039,
2012-08,144.785,
2012-09,144.702,
2012-10,142.767,
2012-11,141.352,
2012-12,140.316,
2013-01,136.775,
2013-02,134.888,
2013-03,131.962,
2013-04,130.377,
2013-05,130.393,
2013-06,130.616,
2013-07,129.546,
2013-08,129.027,
2013-09,127.851,
2013-10,125.648,
2013-11,123.392,
2013-12,122.214,
2014-01,120.816,
2014-02,118.242,
2014-03,110.016,
2014-04,109.267,
2014-05,108.855,
2014-06,109.001,
2014-07,108.202,
2014-08,107.550,
2014-09,107.151,
2014-10,105.645,
2014-11,104.671,
