"",BBK01.CEF501,BBK01.CEF501_FLAGS
"",Equity and investment fund shares or units                                                     debtor: Total           creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:32:53,
1999-01,1163.1,
1999-04,1141.9,
1999-07,1077.8,
1999-10,1264.6,
2000-01,1309.3,
2000-04,1271.7,
2000-07,1288.5,
2000-10,1333.7,
2001-01,1191.5,
2001-04,1207.3,
2001-07,1116.3,
2001-10,1329.1,
2002-01,1373.4,
2002-04,1283.9,
2002-07,919.8,
2002-10,853.2,
2003-01,798.1,
2003-04,884.9,
2003-07,899.1,
2003-10,992.1,
2004-01,958.0,
2004-04,1025.0,
2004-07,1022.8,
2004-10,1041.8,
2005-01,1080.2,
2005-04,1114.2,
2005-07,1152.6,
2005-10,1195.7,
2006-01,1140.3,
2006-04,1114.6,
2006-07,1186.6,
2006-10,1279.7,
2007-01,1335.4,
2007-04,1370.6,
2007-07,1361.2,
2007-10,1365.9,
2008-01,1416.2,
2008-04,1413.0,
2008-07,1363.3,
2008-10,1237.8,
2009-01,1206.4,
2009-04,1294.4,
2009-07,1346.5,
2009-10,1360.7,
2010-01,1423.5,
2010-04,1423.7,
2010-07,1430.5,
2010-10,1497.3,
2011-01,1497.5,
2011-04,1539.7,
2011-07,1381.4,
2011-10,1436.5,
2012-01,1529.1,
2012-04,1482.1,
2012-07,1540.6,
2012-10,1597.7,
2013-01,1647.6,
2013-04,1607.8,
2013-07,1669.7,
2013-10,1756.9,
2014-01,1761.7,
2014-04,1781.4,
2014-07,1821.6,
