"",BBK01.QUK843,BBK01.QUK843_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Spain / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:25,
2002-03,19.235,
2002-04,17.588,
2002-05,17.947,
2002-06,18.220,
2002-07,18.575,
2002-08,18.660,
2002-09,19.168,
2002-10,19.575,
2002-11,19.634,
2002-12,20.608,
2003-01,20.506,
2003-02,20.794,
2003-03,21.713,
2003-04,21.629,
2003-05,21.695,
2003-06,21.968,
2003-07,22.319,
2003-08,22.379,
2003-09,23.084,
2003-10,24.221,
2003-11,25.392,
2003-12,24.877,
2004-01,26.686,
2004-02,24.897,
2004-03,24.267,
2004-04,24.461,
2004-05,25.496,
2004-06,24.556,
2004-07,24.755,
2004-08,22.228,
2004-09,21.539,
2004-10,21.216,
2004-11,21.747,
2004-12,21.247,
2005-01,21.219,
2005-02,21.219,
2005-03,21.883,
2005-04,22.209,
2005-05,22.346,
2005-06,22.487,
2005-07,23.446,
2005-08,23.198,
2005-09,23.459,
2005-10,23.918,
2005-11,24.260,
2005-12,23.801,
2006-01,25.870,
2006-02,25.861,
2006-03,26.069,
2006-04,26.793,
2006-05,27.199,
2006-06,26.731,
2006-07,28.281,
2006-08,28.557,
2006-09,29.083,
2006-10,30.562,
2006-11,31.728,
2006-12,32.213,
2007-01,32.098,
2007-02,32.082,
2007-03,32.406,
2007-04,32.387,
2007-05,35.027,
2007-06,36.025,
2007-07,36.313,
2007-08,36.313,
2007-09,36.981,
2007-10,38.577,
2007-11,38.515,
2007-12,37.902,
2008-01,38.752,
2008-02,39.177,
2008-03,39.709,
2008-04,39.759,
2008-05,40.053,
2008-06,39.880,
2008-07,40.175,
2008-08,40.584,
2008-09,42.773,
2008-10,42.080,
2008-11,42.426,
2008-12,40.988,
2009-01,40.531,
2009-02,40.815,
2009-03,39.890,
2009-04,40.251,
2009-05,39.512,
2009-06,38.534,
2009-07,38.663,
2009-08,37.901,
2009-09,37.431,
2009-10,37.118,
2009-11,37.266,
2009-12,38.375,
2010-01,39.256,
2010-02,38.197,
2010-03,38.337,
2010-04,38.772,
2010-05,37.736,
2010-06,35.888,
2010-07,39.433,
2010-08,38.945,
2010-09,39.391,
2010-10,37.268,
2010-11,38.053,
2010-12,37.401,
2011-01,36.882,
2011-02,36.105,
2011-03,36.570,
2011-04,36.917,
2011-05,37.037,
2011-06,36.014,
2011-07,36.240,
2011-08,36.052,
2011-09,35.929,
2011-10,35.902,
2011-11,35.720,
2011-12,36.039,
2012-01,36.098,
2012-02,35.799,
2012-03,35.711,
2012-04,34.162,
2012-05,34.276,
2012-06,34.412,
2012-07,34.329,
2012-08,34.095,
2012-09,34.050,
2012-10,33.659,
2012-11,33.593,
2012-12,33.586,
2013-01,33.020,
2013-02,32.572,
2013-03,32.155,
2013-04,31.833,
2013-05,31.518,
2013-06,31.197,
2013-07,30.936,
2013-08,30.585,
2013-09,30.296,
2013-10,30.480,
2013-11,30.113,
2013-12,29.887,
2014-01,28.718,
2014-02,27.878,
2014-03,27.774,
2014-04,27.466,
2014-05,27.753,
2014-06,24.335,
2014-07,24.273,
2014-08,23.957,
2014-09,24.179,
2014-10,24.410,
