"",BBK01.OXA8B1,BBK01.OXA8B1_FLAGS
"",Loans (including bills of exchange) to domestic non- profit institutions serving households,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:42,
1999-01,13.006,
1999-02,13.059,
1999-03,12.839,
1999-04,13.148,
1999-05,13.193,
1999-06,13.262,
1999-07,13.467,
1999-08,13.505,
1999-09,13.449,
1999-10,13.419,
1999-11,13.482,
1999-12,13.707,
2000-01,13.909,
2000-02,13.769,
2000-03,13.912,
2000-04,14.079,
2000-05,13.757,
2000-06,13.727,
2000-07,13.841,
2000-08,13.917,
2000-09,13.744,
2000-10,13.933,
2000-11,14.052,
2000-12,13.963,
2001-01,14.097,
2001-02,13.800,
2001-03,13.791,
2001-04,13.799,
2001-05,13.892,
2001-06,13.831,
2001-07,13.917,
2001-08,13.895,
2001-09,13.939,
2001-10,13.946,
2001-11,14.031,
2001-12,14.053,
2002-01,14.222,
2002-02,14.045,
2002-03,13.774,
2002-04,13.989,
2002-05,14.016,
2002-06,14.108,
2002-07,14.345,
2002-08,14.327,
2002-09,14.469,
2002-10,14.390,
2002-11,14.510,
2002-12,14.379,
2003-01,14.222,
2003-02,14.164,
2003-03,14.262,
2003-04,14.152,
2003-05,14.209,
2003-06,14.240,
2003-07,14.088,
2003-08,13.844,
2003-09,13.832,
2003-10,13.790,
2003-11,13.947,
2003-12,13.732,
2004-01,13.847,
2004-02,13.697,
2004-03,13.674,
2004-04,13.761,
2004-05,13.442,
2004-06,13.334,
2004-07,13.244,
2004-08,13.019,
2004-09,13.411,
2004-10,13.514,
2004-11,13.406,
2004-12,13.166,
2005-01,13.193,
2005-02,12.961,
2005-03,13.059,
2005-04,13.054,
2005-05,12.985,
2005-06,13.016,
2005-07,13.229,
2005-08,13.788,
2005-09,13.720,
2005-10,13.758,
2005-11,13.823,
2005-12,14.088,
2006-01,14.092,
2006-02,14.021,
2006-03,14.159,
2006-04,14.194,
2006-05,13.910,
2006-06,14.080,
2006-07,14.140,
2006-08,14.088,
2006-09,14.344,
2006-10,14.162,
2006-11,14.081,
2006-12,14.669,
2007-01,14.648,
2007-02,14.585,
2007-03,14.561,
2007-04,14.509,
2007-05,14.423,
2007-06,14.262,
2007-07,14.355,
2007-08,14.271,
2007-09,14.197,
2007-10,14.136,
2007-11,14.202,
2007-12,14.048,
2008-01,13.934,
2008-02,13.887,
2008-03,13.859,
2008-04,13.881,
2008-05,13.838,
2008-06,13.790,
2008-07,13.689,
2008-08,13.653,
2008-09,13.479,
2008-10,13.565,
2008-11,13.831,
2008-12,13.497,
2009-01,13.618,
2009-02,13.620,
2009-03,13.198,
2009-04,12.962,
2009-05,12.975,
2009-06,12.691,
2009-07,12.968,
2009-08,12.873,
2009-09,12.992,
2009-10,13.051,
2009-11,13.139,
2009-12,12.977,
2010-01,13.223,
2010-02,13.045,
2010-03,12.973,
2010-04,13.080,
2010-05,13.036,
2010-06,12.863,
2010-07,12.981,
2010-08,12.976,
2010-09,13.075,
2010-10,13.125,
2010-11,13.134,
2010-12,13.277,
2011-01,13.417,
2011-02,13.401,
2011-03,13.460,
2011-04,13.422,
2011-05,13.381,
2011-06,13.558,
2011-07,13.469,
2011-08,13.480,
2011-09,13.414,
2011-10,13.362,
2011-11,13.405,
2011-12,13.361,
2012-01,13.557,
2012-02,13.524,
2012-03,13.615,
2012-04,13.457,
2012-05,13.535,
2012-06,13.592,
2012-07,13.364,
2012-08,13.423,
2012-09,13.559,
2012-10,13.378,
2012-11,13.496,
2012-12,13.399,
2013-01,13.382,
2013-02,13.330,
2013-03,13.335,
2013-04,13.409,
2013-05,13.531,
2013-06,13.493,
2013-07,13.376,
2013-08,13.398,
2013-09,13.412,
2013-10,13.415,
2013-11,13.543,
2013-12,13.562,
2014-01,13.565,
2014-02,13.481,
2014-03,13.486,
2014-04,13.527,
2014-05,13.492,
2014-06,13.348,
2014-07,13.404,
2014-08,13.354,
2014-09,13.159,
2014-10,13.136,
2014-11,13.352,
2014-12,14.525,Provisional value
