"",BBK01.OUD234,BBK01.OUD234_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / for up to and including 1 year / Regional banks and other commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:33:59,
1968-12,0.319,
1969-01,0.311,
1969-02,0.304,
1969-03,0.295,
1969-04,0.305,
1969-05,0.328,
1969-06,0.305,
1969-07,0.308,
1969-08,0.309,
1969-09,0.361,
1969-10,0.376,
1969-11,0.368,
1969-12,0.404,
1970-01,0.367,
1970-02,0.361,
1970-03,0.341,
1970-04,0.357,
1970-05,0.371,
1970-06,0.390,
1970-07,0.426,
1970-08,0.431,
1970-09,0.411,
1970-10,0.416,
1970-11,0.440,
1970-12,0.483,
1971-01,0.497,
1971-02,0.507,
1971-03,0.523,
1971-04,0.519,
1971-05,0.526,
1971-06,0.522,
1971-07,0.540,
1971-08,0.545,
1971-09,0.547,
1971-10,0.555,
1971-11,0.575,
1971-12,0.632,
1972-01,0.655,
1972-02,0.649,
1972-03,0.603,
1972-04,0.575,
1972-05,0.590,
1972-06,0.600,
1972-07,0.626,
1972-08,0.641,
1972-09,0.632,
1972-10,0.635,
1972-11,0.677,
1972-12,0.758,
1973-01,0.762,
1973-02,0.786,
1973-03,0.778,
1973-04,0.808,
1973-05,0.919,
1973-06,0.995,
1973-07,1.086,
1973-08,1.151,
1973-09,1.183,
1973-10,1.288,
1973-11,1.341,
1973-12,1.335,
1974-01,1.353,
1974-02,1.378,
1974-03,1.453,
1974-04,1.563,
1974-05,1.564,
1974-06,1.473,
1974-07,1.448,
1974-08,1.412,
1974-09,1.353,
1974-10,1.335,
1974-11,1.328,
1974-12,1.332,
1975-01,1.311,
1975-02,1.296,
1975-03,1.131,
1975-04,0.932,
1975-05,0.821,
1975-06,0.756,
1975-07,0.727,
1975-08,0.703,
1975-09,0.644,
1975-10,0.633,
1975-11,0.628,
1975-12,0.635,
1976-01,0.586,
1976-02,0.567,
1976-03,0.516,
1976-04,0.511,
1976-05,0.495,
1976-06,0.488,
1976-07,0.490,
1976-08,0.506,
1976-09,0.500,
1976-10,0.535,
1976-11,0.540,
1976-12,0.550,
1977-01,0.560,
1977-02,0.580,
1977-03,0.574,
1977-04,0.576,
1977-05,0.584,
1977-06,0.570,
1977-07,0.590,
1977-08,0.636,
1977-09,0.633,
1977-10,0.656,
1977-11,0.681,
1977-12,0.705,
1978-01,0.672,
1978-02,0.670,
1978-03,0.645,
1978-04,0.644,
1978-05,0.668,
1978-06,0.676,
1978-07,0.724,
1978-08,0.777,
1978-09,0.790,
1978-10,0.822,
1978-11,0.868,
1978-12,0.937,
1979-01,0.974,
1979-02,1.002,
1979-03,0.943,
1979-04,1.047,
1979-05,1.115,
1979-06,1.148,
1979-07,1.254,
1979-08,1.360,
1979-09,1.411,
1979-10,1.544,
1979-11,1.726,
1979-12,1.863,
1980-01,1.965,
1980-02,2.029,
1980-03,2.123,
1980-04,2.236,
1980-05,2.298,
1980-06,2.302,
1980-07,2.407,
1980-08,2.455,
1980-09,2.425,
1980-10,2.461,
1980-11,2.516,
1980-12,2.706,
1981-01,2.768,
1981-02,2.863,
1981-03,2.980,
1981-04,3.138,
1981-05,3.279,
1981-06,3.335,
1981-07,3.459,
1981-08,3.569,
1981-09,3.520,
1981-10,3.511,
1981-11,3.503,
1981-12,3.588,
1982-01,3.682,
1982-02,3.702,
1982-03,3.642,
1982-04,3.677,
1982-05,3.661,
1982-06,3.643,
1982-07,3.727,
1982-08,3.762,
1982-09,3.666,
1982-10,3.613,
1982-11,3.381,
1982-12,3.264,
1983-01,3.198,
1983-02,3.195,
1983-03,3.005,
1983-04,2.904,
1983-05,2.897,
1983-06,2.904,
1983-07,2.946,
1983-08,2.983,
1983-09,3.013,
1983-10,2.998,
1983-11,2.945,
1983-12,2.976,
1984-01,3.045,
1984-02,3.051,
1984-03,2.999,
1984-04,3.030,
1984-05,3.023,
1984-06,3.047,
1984-07,3.070,
1984-08,3.109,
1984-09,3.059,
1984-10,3.104,
1984-11,3.063,
1984-12,3.067,
1985-01,3.127,
1985-02,3.185,
1985-03,3.218,
1985-04,3.217,
1985-05,3.214,
1985-06,3.229,
1985-07,3.225,
1985-08,3.163,
1985-09,3.062,
1985-10,3.018,
1985-11,2.953,
1985-12,3.046,
1986-01,3.081,
1986-02,3.098,
1986-03,3.042,
1986-04,3.045,
1986-05,3.063,
1986-06,3.090,
1986-07,3.214,
1986-08,3.245,
1986-09,3.230,
1986-10,3.225,
