"",BBK01.TUE302,BBK01.TUE302_FLAGS
"",Money stock M2 / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:18,
1997-09,3543288,
1997-10,3555784,
1997-11,3588092,
1997-12,3687155,
1998-01,3658993,
1998-02,3661090,
1998-03,3666904,
1998-04,3698658,
1998-05,3727803,
1998-06,3758305,
1998-07,3726319,
1998-08,3719143,
1998-09,3725848,
1998-10,3740829,
1998-11,3789967,
1998-12,3920154,
1999-01,3953265,
1999-02,3911195,
1999-03,3929383,
1999-04,3950655,
1999-05,3979503,
1999-06,4005344,
1999-07,4021981,
1999-08,3991122,
1999-09,4000414,
1999-10,4019783,
1999-11,4049147,
1999-12,4142300,
2000-01,4137751,
2000-02,4133654,
2000-03,4143894,
2000-04,4186038,
2000-05,4177618,
2000-06,4186423,
2000-07,4184938,
2000-08,4176869,
2000-09,4182500,
2000-10,4187285,
2000-11,4210799,
2000-12,4299631,
2001-01,4348578,
2001-02,4355583,
2001-03,4385080,
2001-04,4422968,
2001-05,4445380,
2001-06,4492196,
2001-07,4479924,
2001-08,4461074,
2001-09,4508739,
2001-10,4512933,
2001-11,4565043,
2001-12,4684364,
2002-01,4655663,
2002-02,4644451,
2002-03,4670236,
2002-04,4706318,
2002-05,4728196,
2002-06,4768159,
2002-07,4758308,
2002-08,4750263,
2002-09,4792133,
2002-10,4811015,
2002-11,4875496,
2002-12,4981449,
2003-01,4923614,
2003-02,4951523,
2003-03,5006352,
2003-04,5052347,
2003-05,5109432,
2003-06,5130101,
2003-07,5124234,
2003-08,5125966,
2003-09,5136978,
2003-10,5157878,
2003-11,5206044,
2003-12,5297999,
2004-01,5271712,
2004-02,5273548,
2004-03,5310219,
2004-04,5344467,
2004-05,5377365,
2004-06,5408012,
2004-07,5428440,
2004-08,5397916,
2004-09,5451083,
2004-10,5490285,
2004-11,5528865,
2004-12,5632265,
2005-01,5637298,
2005-02,5643364,
2005-03,5680387,
2005-04,5738282,
2005-05,5778327,
2005-06,5858475,
2005-07,5896526,
2005-08,5859423,
2005-09,5939643,
2005-10,5976941,
2005-11,6002366,
2005-12,6168737,
2006-01,6134008,
2006-02,6157331,
2006-03,6212517,
2006-04,6316677,
2006-05,6321177,
2006-06,6386776,
2006-07,6382249,
2006-08,6360016,
2006-09,6461105,
2006-10,6472185,
2006-11,6535927,
2006-12,6743791,
2007-01,6704079,
2007-02,6707663,
2007-03,6830310,
2007-04,6875259,
2007-05,6928871,
2007-06,7023579,
2007-07,7063717,
2007-08,7044760,
2007-09,7140136,
2007-10,7229790,
2007-11,7288788,
2007-12,7436874,
2008-01,7449456,
2008-02,7471675,
2008-03,7544871,
2008-04,7625569,
2008-05,7688720,
2008-06,7734626,
2008-07,7750322,
2008-08,7759475,
2008-09,7839899,
2008-10,7972123,
2008-11,8018984,
2008-12,8103057,
2009-01,8101893,
2009-02,8093799,
2009-03,8094023,
2009-04,8164982,
2009-05,8157432,
2009-06,8186153,
2009-07,8170120,
2009-08,8152962,
2009-09,8153646,
2009-10,8178414,
2009-11,8169983,
2009-12,8275088,
2010-01,8234926,
2010-02,8210917,
2010-03,8209450,
2010-04,8268951,
2010-05,8301217,
2010-06,8333155,
2010-07,8337673,
2010-08,8342472,
2010-09,8344375,
2010-10,8378477,
2010-11,8388301,
2010-12,8472297,
2011-01,8435754,
2011-02,8415888,
2011-03,8441078,
2011-04,8482015,
2011-05,8488119,
2011-06,8517982,
2011-07,8522261,
2011-08,8530701,
2011-09,8568031,
2011-10,8555870,
2011-11,8565194,
2011-12,8671192,
2012-01,8640876,
2012-02,8648686,
2012-03,8718690,
2012-04,8721692,
2012-05,8752852,
2012-06,8810856,
2012-07,8834606,
2012-08,8827340,
2012-09,8868061,
2012-10,8930373,
2012-11,8957511,
2012-12,9045672,
2013-01,9002246,
2013-02,9018495,
2013-03,9081940,
2013-04,9128164,
2013-05,9139435,
2013-06,9165394,
2013-07,9155356,
2013-08,9185417,
2013-09,9181390,
2013-10,9200529,
2013-11,9236143,
2013-12,9249413,
2014-01,9224241,
2014-02,9235067,
2014-03,9273766,
2014-04,9301062,
2014-05,9362770,
2014-06,9386011,
2014-07,9402396,
2014-08,9445823,
2014-09,9468920,
2014-10,9478161,
2014-11,9568332,
2014-12,9679669,
2015-01,9745191,
