"",BBK01.CEF705,BBK01.CEF705_FLAGS
"",Other accounts receivable                                              debtor: Total           creditor:  OFI,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:47,
1999-01,1.4,
1999-04,1.9,
1999-07,2.1,
1999-10,2.5,
2000-01,2.6,
2000-04,2.2,
2000-07,2.0,
2000-10,1.9,
2001-01,1.9,
2001-04,2.1,
2001-07,1.9,
2001-10,1.9,
2002-01,2.3,
2002-04,2.7,
2002-07,3.0,
2002-10,3.6,
2003-01,3.4,
2003-04,3.5,
2003-07,3.3,
2003-10,2.9,
2004-01,3.3,
2004-04,3.5,
2004-07,4.3,
2004-10,4.0,
2005-01,4.0,
2005-04,4.0,
2005-07,4.0,
2005-10,4.4,
2006-01,4.6,
2006-04,4.7,
2006-07,4.7,
2006-10,4.6,
2007-01,4.7,
2007-04,4.8,
2007-07,4.6,
2007-10,5.0,
2008-01,4.7,
2008-04,4.6,
2008-07,4.6,
2008-10,4.4,
2009-01,4.2,
2009-04,4.0,
2009-07,3.7,
2009-10,3.5,
2010-01,3.3,
2010-04,3.0,
2010-07,2.8,
2010-10,2.8,
2011-01,2.8,
2011-04,2.8,
2011-07,2.9,
2011-10,3.0,
2012-01,3.2,
2012-04,3.1,
2012-07,3.0,
2012-10,3.2,
2013-01,3.1,
2013-04,3.0,
2013-07,3.1,
2013-10,3.8,
2014-01,3.2,
2014-04,3.2,
2014-07,3.2,
