"",BBK01.BU3315,BBK01.BU3315_FLAGS
"",State government debt (Germany as a whole) - Treasury notes,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:46,
1991-09,6464.2,
1991-10,7157.0,
1991-11,8243.5,
1991-12,9355.5,
1992-01,12098.6,
1992-02,13241.3,
1992-03,13901.9,
1992-04,14714.9,
1992-05,15256.8,
1992-06,15780.1,
1992-07,17186.1,
1992-08,18374.9,
1992-09,19367.8,
1992-10,21428.2,
1992-11,23248.4,
1992-12,25851.8,
1993-01,27289.1,
1993-02,28020.3,
1993-03,27904.7,
1993-04,28559.2,
1993-05,28983.6,
1993-06,29921.8,
1993-07,31517.0,
1993-08,32841.2,
1993-09,34367.5,
1993-10,36821.7,
1993-11,38189.9,
1993-12,53251.1,
1994-01,54757.8,
1994-02,54171.9,
1994-03,53091.4,
1994-04,53529.2,
1994-05,54434.8,
1994-06,54097.6,
1994-07,54052.0,
1994-08,54530.9,
1994-09,53917.0,
1994-10,54283.5,
1994-11,55774.8,
1994-12,55957.8,
1995-01,56430.7,
1995-02,58036.4,
1995-03,58765.2,
1995-04,58594.3,
1995-05,58541.4,
1995-06,58485.1,
1995-07,57928.9,
1995-08,57911.5,
1995-09,58091.0,
1995-10,58739.9,
1995-11,59488.4,
1995-12,59564.1,
1996-01,59378.3,
1996-02,58653.2,
1996-03,58643.1,
1996-04,59324.9,
1996-05,60138.8,
1996-06,59988.3,
1996-07,60070.2,
1996-08,61669.2,
1996-09,61017.0,
1996-10,61607.1,
1996-11,61783.3,
1996-12,60736.1,
1997-01,61995.8,
1997-02,60633.5,
1997-03,59540.5,
1997-04,58372.5,
1997-05,57962.4,
1997-06,57223.3,
1997-07,57217.9,
1997-08,56895.5,
1997-09,57582.0,
1997-10,57748.5,
1997-11,57300.2,
1997-12,58378.9,
1998-01,58143.4,
1998-02,56900.7,
1998-03,56564.9,
1998-04,58133.2,
1998-05,58422.5,
1998-06,57689.3,
1998-07,57917.4,
1998-08,58161.3,
1998-09,57800.7,
1998-10,57861.5,
1998-11,57400.1,
1998-12,56558.0,
1999-01,56115.2,
1999-02,55641.2,
1999-03,55893.3,
1999-04,56472.1,
1999-05,56727.2,
1999-06,56344.6,
1999-07,56047.1,
1999-08,55631.4,
1999-09,57284.0,
1999-10,57633.7,
1999-11,58228.4,
1999-12,57550.0,
2000-01,57660.5,
2000-02,57643.1,
2000-03,58433.5,
2000-04,58935.2,
2000-05,59735.3,
2000-06,59751.6,
2000-07,58937.6,
2000-08,59436.2,
2000-09,61413.1,
2000-10,63691.4,
2000-11,64011.5,
2000-12,64793.8,
2001-01,66256.6,
2001-02,67696.3,
2001-03,69407.4,
2001-04,71928.6,
2001-05,71879.0,
2001-06,71598.6,
2001-07,73870.7,
2001-08,76463.5,
2001-09,79771.8,
2001-10,84563.6,
2001-11,86053.0,
2001-12,87856.3,
2002-01,91018.3,
2002-02,91612.3,
2002-03,95171.6,
2002-04,99303.6,
2002-05,104585.5,
2002-06,106578.1,
2002-07,113927.1,
2002-08,115352.7,
2002-09,116317.0,
2002-10,118709.0,
2002-11,121251.0,
2002-12,121394.0,
2003-01,125485.0,
2003-02,131048.0,
2003-03,135242.6,
2003-04,138763.6,
2003-05,141140.6,
2003-06,144692.0,
2003-07,145594.0,
2003-08,145366.0,
2003-09,147074.9,
2003-10,150462.9,
2003-11,154273.9,
2003-12,154189.1,
2004-01,157890.8,
2004-02,163453.8,
2004-03,166857.3,
2004-04,167791.3,
2004-05,168578.3,
2004-06,173167.3,
2004-07,171776.3,
2004-08,173393.3,
2004-09,177103.2,
2004-10,176880.2,
2004-11,179271.2,
2004-12,179619.5,
2005-01,185341.0,
2005-02,185677.0,
2005-03,187216.4,
2005-04,189462.3,
2005-05,187274.6,
2005-06,190380.7,
2005-07,191824.7,
2005-08,191676.7,
2005-09,192993.8,
2005-10,196261.1,
2005-11,200286.3,
2005-12,201145.6,
2006-01,203887.1,
2006-02,207794.5,
2006-03,208773.2,
2006-04,208780.9,
2006-05,212391.8,
2006-06,214954.4,
2006-07,215235.2,
2006-08,215334.3,
2006-09,213822.5,
2006-10,215638.4,
2006-11,217960.6,
2006-12,216664.5,
2007-01,217164.5,
2007-02,217889.5,
2007-03,221087.0,
2007-04,222494.5,
2007-05,221182.5,
2007-06,223010.8,
2007-07,223136.8,
2007-08,224317.8,
2007-09,222878.5,
2007-10,224248.5,
2007-11,224177.5,
2007-12,227024.8,
2008-01,226027.2,
2008-02,225626.2,
2008-03,224276.1,
2008-04,225673.7,
2008-05,227027.7,
2008-06,227047.8,
2008-07,229065.8,
2008-08,229939.8,
2008-09,227680.4,
2008-10,228546.4,
2008-11,229894.4,
2008-12,231827.1,
2009-01,235119.4,
2009-02,234085.5,
2009-03,236848.8,
2009-04,243954.8,
2009-05,244119.8,
2009-06,241094.4,
2009-07,239098.4,
2009-08,240682.4,
2009-09,239911.3,
2009-10,244542.3,
2009-11,245970.3,
2009-12,248090.5,
2010-01,250948.3,
2010-02,254007.2,
2010-03,256392.8,
2010-04,258040.8,
2010-05,256098.8,
2010-06,258111.2,
2010-07,257973.2,
2010-08,260869.2,
2010-09,264554.2,
2010-10,267267.2,
2010-11,266987.2,
2010-12,265630.5,
2011-01,263390.8,
2011-02,262864.8,
2011-03,262676.9,
2011-04,266814.4,
2011-05,272496.3,
2011-06,271555.2,
2011-07,271143.3,
2011-08,275707.1,
2011-09,277793.8,
2011-10,280739.0,
2011-11,282962.1,
2011-12,283601.3,
2012-01,285242.9,
2012-02,284829.7,
2012-03,283629.1,
2012-04,284963.8,
2012-05,287482.5,
2012-06,287248.7,
2012-07,289091.3,
2012-08,288826.5,
2012-09,289717.1,
2012-10,291410.3,
2012-11,297858.6,
2012-12,299750.2,
2013-01,300699.6,
2013-02,300541.6,
2013-03,302719.9,
2013-04,306127.8,
2013-05,306649.2,
2013-06,303721.6,
2013-07,304601.6,
2013-08,307040.3,
2013-09,307045.8,
2013-10,307943.0,
2013-11,312265.1,
2013-12,313411.9,
2014-01,308016.5,Provisional value
2014-02,308125.2,Provisional value
2014-03,309346.3,Provisional value
2014-04,310007.4,Provisional value
2014-05,311092.6,Provisional value
2014-06,314023.5,Provisional value
2014-07,320346.6,Provisional value
2014-08,322172.4,Provisional value
2014-09,322362.2,Provisional value
2014-10,325618.7,Provisional value
2014-11,326247.2,Provisional value
"","General: From December 1993, including special federal state bonds, federal state Treasury paper with long-term maturities.",
