"",BBK01.PC3426,BBK01.PC3426_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Long-term / Building and loan associations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:08,
1999-01,9.083,
1999-04,8.919,
1999-07,8.891,
1999-10,8.946,
2000-01,9.080,
2000-04,9.174,
2000-07,9.249,
2000-10,9.370,
2001-01,9.425,
2001-04,9.468,
2001-07,9.506,
2001-10,9.500,
2002-01,9.467,
2002-04,9.401,
2002-07,9.450,
2002-10,9.438,
2003-01,9.380,
2003-04,9.259,
2003-07,9.211,
2003-10,9.052,
2004-01,9.210,
2004-04,8.894,
2004-07,8.730,
2004-10,8.652,
2005-01,8.513,
2005-04,8.392,
2005-07,8.297,
2005-10,8.230,
2006-01,8.115,
2006-04,8.016,
2006-07,8.049,
2006-10,8.186,
2007-01,8.231,
2007-04,8.330,
2007-07,8.443,
2007-10,8.528,
2008-01,8.626,
2008-04,8.797,
2008-07,9.021,
2008-10,9.161,
2009-01,9.220,
2009-04,9.294,
2009-07,9.391,
2009-10,9.525,
2010-01,9.565,
2010-04,9.604,
2010-07,9.583,
2010-10,9.605,
2011-01,9.649,
2011-04,9.722,
2011-07,9.836,
2011-10,9.965,
2012-01,10.074,
2012-04,10.166,
2012-07,10.260,
2012-10,10.322,
2013-01,10.461,
2013-04,10.654,
2013-07,10.737,
2013-10,10.857,
2014-01,10.942,
2014-04,11.056,
2014-07,11.103,
2014-10,11.086,
