"",BBK01.OUB246,BBK01.OUB246_FLAGS
"",Deposits and borrowing from other domestic households / Time deposits / for more than 2 years / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:35:03,
1999-01,0.573,
1999-02,0.610,
1999-03,0.616,
1999-04,0.620,
1999-05,0.634,
1999-06,0.562,
1999-07,0.535,
1999-08,0.527,
1999-09,0.534,
1999-10,0.531,
1999-11,0.551,
1999-12,0.607,
2000-01,0.636,
2000-02,0.648,
2000-03,0.669,
2000-04,0.741,
2000-05,0.735,
2000-06,0.677,
2000-07,0.750,
2000-08,0.764,
2000-09,0.779,
2000-10,0.755,
2000-11,0.780,
2000-12,0.818,
2001-01,0.780,
2001-02,0.888,
2001-03,0.894,
2001-04,0.892,
2001-05,0.905,
2001-06,0.898,
2001-07,0.909,
2001-08,0.927,
2001-09,0.965,
2001-10,0.946,
2001-11,0.961,
2001-12,0.976,
2002-01,0.940,
2002-02,0.893,
2002-03,0.901,
2002-04,0.910,
2002-05,0.907,
2002-06,0.908,
2002-07,0.919,
2002-08,0.942,
2002-09,0.982,
2002-10,1.019,
2002-11,1.046,
2002-12,1.074,
2003-01,1.139,
2003-02,1.165,
2003-03,1.185,
2003-04,1.189,
2003-05,1.200,
2003-06,1.203,
2003-07,1.208,
2003-08,1.207,
2003-09,1.207,
2003-10,1.207,
2003-11,1.204,
2003-12,1.202,
2004-01,1.203,
2004-02,1.197,
2004-03,1.226,
2004-04,1.271,
2004-05,1.299,
2004-06,1.275,
2004-07,1.249,
2004-08,1.266,
2004-09,1.286,
2004-10,1.293,
2004-11,1.296,
2004-12,1.377,
2005-01,1.391,
2005-02,1.402,
2005-03,1.407,
2005-04,1.381,
2005-05,1.348,
2005-06,1.344,
2005-07,1.330,
2005-08,1.322,
2005-09,1.273,
2005-10,1.082,
2005-11,1.073,
2005-12,1.072,
2006-01,1.059,
2006-02,1.048,
2006-03,1.038,
2006-04,1.036,
2006-05,1.108,
2006-06,1.033,
2006-07,1.030,
2006-08,1.027,
2006-09,1.021,
2006-10,1.025,
2006-11,0.903,
2006-12,1.011,
2007-01,1.070,
2007-02,1.060,
2007-03,1.063,
2007-04,1.066,
2007-05,1.070,
2007-06,1.061,
2007-07,1.046,
2007-08,1.034,
2007-09,1.036,
2007-10,1.029,
2007-11,1.028,
2007-12,1.018,
2008-01,1.011,
2008-02,1.016,
2008-03,1.026,
2008-04,1.025,
2008-05,1.017,
2008-06,1.014,
2008-07,1.003,
2008-08,1.003,
2008-09,0.910,
2008-10,0.879,
2008-11,0.905,
2008-12,0.964,
2009-01,0.971,
2009-02,0.970,
2009-03,1.088,
2009-04,1.168,
2009-05,1.232,
2009-06,1.246,
2009-07,1.264,
2009-08,1.297,
2009-09,1.327,
2009-10,1.350,
2009-11,1.359,
2009-12,1.419,
2010-01,1.453,
2010-02,1.491,
2010-03,1.562,
2010-04,1.610,
2010-05,1.629,
2010-06,1.646,
2010-07,1.677,
2010-08,1.714,
2010-09,1.682,
2010-10,1.712,
2010-11,1.737,
2010-12,1.771,
2011-01,1.835,
2011-02,1.946,
2011-03,2.003,
2011-04,1.969,
2011-05,2.069,
2011-06,2.119,
2011-07,2.147,
2011-08,2.161,
2011-09,2.176,
2011-10,2.230,
2011-11,2.321,
2011-12,2.539,
2012-01,2.679,
2012-02,2.784,
2012-03,2.848,
2012-04,2.904,
2012-05,2.940,
2012-06,2.558,
2012-07,2.596,
2012-08,2.633,
2012-09,2.673,
2012-10,2.698,
2012-11,2.720,
2012-12,2.761,
2013-01,2.775,
2013-02,2.801,
2013-03,2.814,
2013-04,2.818,
2013-05,2.841,
2013-06,2.780,
2013-07,2.764,
2013-08,2.764,
2013-09,2.712,
2013-10,2.718,
2013-11,2.732,
2013-12,2.733,
2014-01,2.727,
2014-02,2.733,
2014-03,2.749,
2014-04,2.862,
2014-05,2.883,
2014-06,2.912,
2014-07,2.889,
2014-08,2.882,
2014-09,2.887,
2014-10,2.903,
2014-11,2.891,
2014-12,2.860,Provisional value
