"",BBK01.OUP367,BBK01.OUP367_FLAGS
"",Lending to foreign enterprises and households / Total / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:08,
1999-01,10.764,
1999-02,9.768,
1999-03,9.171,
1999-04,9.991,
1999-05,10.148,
1999-06,10.395,
1999-07,9.898,
1999-08,11.049,
1999-09,11.259,
1999-10,11.500,
1999-11,12.625,
1999-12,12.424,
2000-01,12.311,
2000-02,11.358,
2000-03,11.738,
2000-04,13.046,
2000-05,12.539,
2000-06,12.986,
2000-07,13.356,
2000-08,13.805,
2000-09,14.831,
2000-10,15.022,
2000-11,15.880,
2000-12,15.387,
2001-01,16.261,
2001-02,17.015,
2001-03,19.951,
2001-04,20.216,
2001-05,19.582,
2001-06,17.780,
2001-07,17.985,
2001-08,16.932,
2001-09,17.775,
2001-10,18.106,
2001-11,18.727,
2001-12,18.382,
2002-01,18.660,
2002-02,16.341,
2002-03,17.803,
2002-04,19.965,
2002-05,27.644,
2002-06,21.993,
2002-07,21.162,
2002-08,19.635,
2002-09,18.728,
2002-10,18.758,
2002-11,18.211,
2002-12,17.729,
2003-01,17.789,
2003-02,18.216,
2003-03,18.784,
2003-04,20.271,
2003-05,18.395,
2003-06,17.866,
2003-07,16.970,
2003-08,17.187,
2003-09,17.134,
2003-10,16.861,
2003-11,16.543,
2003-12,15.876,
2004-01,16.904,
2004-02,17.753,
2004-03,22.259,
2004-04,22.958,
2004-05,22.347,
2004-06,23.796,
2004-07,27.404,
2004-08,27.288,
2004-09,26.681,
2004-10,27.043,
2004-11,27.745,
2004-12,27.473,
2005-01,31.423,
2005-02,30.203,
2005-03,30.053,
2005-04,32.189,
2005-05,31.412,
2005-06,32.937,
2005-07,32.371,
2005-08,32.522,
2005-09,33.496,
2005-10,34.488,
2005-11,35.406,
2005-12,61.408,
2006-01,59.463,
2006-02,61.857,
2006-03,61.978,
2006-04,66.543,
2006-05,62.857,
2006-06,64.875,
2006-07,65.824,
2006-08,67.106,
2006-09,69.816,
2006-10,73.067,
2006-11,73.527,
2006-12,73.776,
2007-01,81.368,
2007-02,82.135,
2007-03,89.686,
2007-04,87.335,
2007-05,84.840,
2007-06,91.441,
2007-07,91.853,
2007-08,90.047,
2007-09,94.814,
2007-10,87.847,
2007-11,91.157,
2007-12,88.392,
2008-01,90.508,
2008-02,92.998,
2008-03,84.409,
2008-04,86.696,
2008-05,91.112,
2008-06,88.936,
2008-07,87.049,
2008-08,88.473,
2008-09,92.098,
2008-10,90.853,
2008-11,90.947,
2008-12,87.469,
2009-01,84.441,
2009-02,84.837,
2009-03,82.689,
2009-04,83.638,
2009-05,82.301,
2009-06,80.350,
2009-07,75.966,
2009-08,74.630,
2009-09,74.024,
2009-10,72.096,
2009-11,72.049,
2009-12,71.030,
2010-01,71.255,
2010-02,71.225,
2010-03,68.167,
2010-04,70.293,
2010-05,72.702,
2010-06,75.158,
2010-07,74.968,
2010-08,73.976,
2010-09,70.999,
2010-10,70.239,
2010-11,76.632,
2010-12,75.332,
2011-01,74.433,
2011-02,76.658,
2011-03,75.788,
2011-04,77.912,
2011-05,79.033,
2011-06,81.533,
2011-07,81.419,
2011-08,77.575,
2011-09,81.630,
2011-10,77.340,
2011-11,79.648,
2011-12,81.038,
2012-01,77.190,
2012-02,78.566,
2012-03,80.161,
2012-04,82.016,
2012-05,79.493,
2012-06,79.089,
2012-07,82.052,
2012-08,82.181,
2012-09,82.860,
2012-10,81.920,
2012-11,82.382,
2012-12,82.514,
2013-01,82.148,
2013-02,83.198,
2013-03,85.814,
2013-04,81.379,
2013-05,82.409,
2013-06,80.695,
2013-07,81.774,
2013-08,80.887,
2013-09,78.515,
2013-10,76.434,
2013-11,77.444,
2013-12,77.873,
2014-01,80.244,
2014-02,78.362,
2014-03,78.211,
2014-04,80.007,
2014-05,79.797,
2014-06,82.372,
2014-07,81.296,
2014-08,81.098,
2014-09,82.847,
2014-10,83.253,
2014-11,86.097,
2014-12,86.091,Provisional value
