"",BBK01.BU1124,BBK01.BU1124_FLAGS
1961-09,.,No value available
1961-10,.,No value available
1961-11,.,No value available
1961-12,197.9,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,-,Nothing exists
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,235.7,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,-,Nothing exists
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,311.9,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,-,Nothing exists
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,347.1,
1965-01,-,Nothing exists
1965-02,-,Nothing exists
1965-03,-,Nothing exists
1965-04,-,Nothing exists
1965-05,-,Nothing exists
1965-06,-,Nothing exists
1965-07,-,Nothing exists
1965-08,-,Nothing exists
1965-09,-,Nothing exists
1965-10,-,Nothing exists
1965-11,-,Nothing exists
1965-12,387.4,
1966-01,387.4,
1966-02,387.4,
1966-03,386.7,
1966-04,386.7,
1966-05,386.7,
1966-06,386.7,
1966-07,345.8,
1966-08,345.8,
1966-09,345.8,
1966-10,345.8,
1966-11,345.8,
1966-12,345.8,
1967-01,345.8,
1967-02,345.8,
1967-03,345.2,
1967-04,345.2,
1967-05,345.2,
1967-06,345.2,
1967-07,332.4,
1967-08,332.4,
1967-09,332.4,
1967-10,355.4,
1967-11,377.4,
1967-12,383.7,
1968-01,495.1,
1968-02,650.2,
1968-03,855.0,
1968-04,1029.4,
1968-05,1190.8,
1968-06,1351.4,
1968-07,1497.8,
1968-08,1888.3,
1968-09,2271.3,
1968-10,2683.6,
1968-11,2681.8,
1968-12,2771.6,
1969-01,3381.9,
1969-02,3729.1,
1969-03,3748.5,
1969-04,3746.0,
1969-05,3792.6,
1969-06,3794.3,
1969-07,3923.6,
1969-08,4374.8,
1969-09,4611.8,
1969-10,4917.8,
1969-11,4985.8,
1969-12,5037.7,
1970-01,5304.2,
1970-02,5272.0,
1970-03,5775.3,
1970-04,5861.8,
1970-05,5842.3,
1970-06,5966.6,
1970-07,5966.6,
1970-08,5956.8,
1970-09,5836.9,
1970-10,5872.7,
1970-11,5989.1,
1970-12,6033.2,
1971-01,6271.0,
1971-02,6284.3,
1971-03,6304.9,
1971-04,6304.4,
1971-05,6303.9,
1971-06,6247.2,
1971-07,6240.3,
1971-08,6236.6,
1971-09,6340.9,
1971-10,6407.4,
1971-11,6406.6,
1971-12,6406.6,
1972-01,7977.6,
1972-02,8081.1,
1972-03,8075.4,
1972-04,8074.9,
1972-05,8059.9,
1972-06,8082.8,
1972-07,8131.2,
1972-08,8119.7,
1972-09,8117.6,
1972-10,8279.0,
1972-11,8310.1,
1972-12,8377.9,
1973-01,8483.8,
1973-02,8685.4,
1973-03,8776.2,
1973-04,8760.9,
1973-05,8824.2,
1973-06,8872.1,
1973-07,8940.1,
1973-08,8967.7,
1973-09,8912.5,
1973-10,9023.4,
1973-11,9147.9,
1973-12,9214.9,
1974-01,9208.4,
1974-02,9133.1,
1974-03,8811.7,
1974-04,9166.4,
1974-05,9566.9,
1974-06,9304.9,
1974-07,9295.8,
1974-08,9711.3,
1974-09,9945.5,
1974-10,10254.6,
1974-11,10670.8,
1974-12,10638.5,
1975-01,10530.6,
1975-02,11032.0,
1975-03,10990.3,
1975-04,11390.2,
1975-05,11950.3,
1975-06,12324.7,
1975-07,12258.9,
1975-08,14414.1,
1975-09,14549.0,
1975-10,15863.9,
1975-11,19492.6,
1975-12,19534.3,
1976-01,20395.2,
1976-02,21601.5,
1976-03,22303.7,
1976-04,22172.0,
1976-05,22070.9,
1976-06,22658.6,
1976-07,23798.1,
1976-08,25640.3,
1976-09,25924.6,
1976-10,25173.5,
1976-11,25794.7,
1976-12,25216.6,
1977-01,25960.6,
1977-02,25817.5,
1977-03,26317.4,
1977-04,26427.6,
1977-05,25647.1,
1977-06,25422.8,
1977-07,26482.1,
1977-08,26591.5,
1977-09,26530.8,
1977-10,26668.8,
1977-11,27080.7,
1977-12,26794.3,
1978-01,28988.2,
1978-02,29716.4,
1978-03,29637.7,
1978-04,29903.6,
1978-05,29709.2,
1978-06,30302.5,
1978-07,31114.5,
1978-08,34153.8,
1978-09,34224.3,
1978-10,33956.4,
1978-11,35463.8,
1978-12,34870.8,
1979-01,36232.4,
1979-02,36879.5,
1979-03,38199.2,
1979-04,38294.2,
1979-05,39382.7,
1979-06,40790.6,
1979-07,42286.6,
1979-08,41984.5,
1979-09,41837.4,
1979-10,42651.8,
1979-11,43501.7,
1979-12,43068.9,
1980-01,43141.1,
1980-02,43964.0,
1980-03,45728.6,
1980-04,46835.6,
1980-05,47938.7,
1980-06,48047.5,
1980-07,49809.3,
1980-08,48677.9,
1980-09,48611.6,
1980-10,50278.9,
1980-11,51396.1,
1980-12,51629.7,
1981-01,53517.5,
1981-02,55386.1,
1981-03,58658.6,
1981-04,60165.6,
1981-05,61545.7,
1981-06,63555.3,
1981-07,65391.8,
1981-08,67338.3,
1981-09,68349.2,
1981-10,69457.7,
1981-11,69988.0,
1981-12,70242.0,
1982-01,72783.2,
1982-02,73820.3,
1982-03,73874.7,
1982-04,74835.7,
1982-05,74129.3,
1982-06,72702.2,
1982-07,73325.5,
1982-08,73101.6,
1982-09,72977.2,
1982-10,74177.9,
1982-11,74616.6,
1982-12,74673.8,
1983-01,75299.9,
1983-02,75834.2,
1983-03,75532.1,
1983-04,75057.1,
1983-05,73815.3,
1983-06,74794.6,
1983-07,74787.0,
1983-08,74296.0,
1983-09,75185.4,
1983-10,76203.7,
1983-11,76032.2,
1983-12,76005.0,
1984-01,76014.2,
1984-02,75781.3,
1984-03,75217.1,
1984-04,74977.0,
1984-05,77254.6,
1984-06,76766.8,
1984-07,76297.5,
1984-08,76754.1,
1984-09,77372.4,
1984-10,76814.6,
1984-11,77297.5,
1984-12,77386.3,
1985-01,76515.9,
1985-02,77694.5,
1985-03,76835.9,
1985-04,76155.6,
1985-05,76757.5,
1985-06,76586.6,
1985-07,76184.4,
1985-08,75850.4,
1985-09,75310.6,
1985-10,74945.8,
1985-11,75298.1,
1985-12,75160.5,
1986-01,73257.3,
1986-02,73081.8,
1986-03,72320.8,
1986-04,70601.3,
1986-05,70165.7,
1986-06,69575.9,
1986-07,68429.7,
1986-08,69038.7,
1986-09,67536.5,
1986-10,66054.8,
1986-11,65401.3,
1986-12,64569.8,
1987-01,62519.3,
1987-02,61639.4,
1987-03,60136.2,
1987-04,59190.3,
1987-05,59485.8,
1987-06,58716.5,
1987-07,57817.6,
1987-08,57841.4,
1987-09,57286.8,
1987-10,57385.5,
1987-11,57743.9,
1987-12,57215.7,
1988-01,57067.4,
1988-02,56239.4,
1988-03,55462.8,
1988-04,55062.4,
1988-05,54796.3,
1988-06,54766.3,
1988-07,54756.5,
1988-08,55156.5,
1988-09,54905.1,
1988-10,54409.3,
1988-11,54666.9,
1988-12,54297.3,
1989-01,55023.9,
1989-02,53749.7,
1989-03,51944.0,
1989-04,51128.3,
1989-05,50586.5,
1989-06,50263.6,
1989-07,49632.8,
1989-08,49785.3,
1989-09,49231.7,
1989-10,48449.8,
1989-11,48478.4,
1989-12,47094.8,
1990-01,46652.6,
1990-02,45480.8,
1990-03,44552.4,
1990-04,43450.4,
1990-05,42087.3,
1990-06,41156.6,
1990-07,40404.4,
1990-08,40102.9,
1990-09,39528.7,
1990-10,38483.9,
1990-11,37667.0,
1990-12,37080.3,
1991-01,36292.3,
1991-02,34938.0,
1991-03,33259.1,
1991-04,32643.0,
1991-05,32503.9,
1991-06,32190.3,
1991-07,31837.5,
1991-08,30988.1,
1991-09,28666.0,
1991-10,27892.7,
1991-11,27765.4,
1991-12,26921.6,
1992-01,25714.8,
1992-02,24865.1,
1992-03,23704.8,
1992-04,22987.5,
1992-05,22701.7,
1992-06,22368.8,
1992-07,21640.8,
1992-08,21131.5,
1992-09,20259.3,
1992-10,19844.6,
1992-11,19423.7,
1992-12,18959.3,
1993-01,18303.1,
1993-02,17783.1,
1993-03,16749.7,
1993-04,16555.4,
1993-05,16019.1,
1993-06,15576.8,
1993-07,14848.3,
1993-08,14504.2,
1993-09,14182.1,
1993-10,14080.3,
1993-11,13812.7,
1993-12,13359.4,
1994-01,13986.8,
1994-02,12252.4,
1994-03,11106.6,
1994-04,10741.0,
1994-05,10654.6,
1994-06,10371.6,
1994-07,9560.7,
1994-08,8011.2,
1994-09,6547.9,
1994-10,6676.8,
1994-11,6260.1,
1994-12,8514.9,
1995-01,8071.5,
1995-02,8174.3,
1995-03,7233.0,
1995-04,5459.2,
1995-05,7509.0,
1995-06,6729.3,
1995-07,12628.8,
1995-08,8773.7,
1995-09,10454.9,
1995-10,9888.3,
1995-11,10542.7,
1995-12,13585.8,
1996-01,14028.1,
1996-02,14001.9,
1996-03,13298.9,
1996-04,12311.7,
1996-05,13634.7,
1996-06,13227.3,
1996-07,9663.6,
1996-08,9641.1,
1996-09,11146.3,
1996-10,17541.6,
1996-11,20133.8,
1996-12,16866.6,
1997-01,16307.1,
1997-02,19508.4,
1997-03,20452.9,
1997-04,14551.4,
1997-05,17611.5,
1997-06,11189.2,
1997-07,18794.6,
1997-08,19549.3,
1997-09,19946.6,
1997-10,22349.6,
1997-11,24051.3,
1997-12,16282.1,
1998-01,20485.0,
1998-02,24007.8,
1998-03,21185.4,
1998-04,20885.5,
1998-05,15643.6,
1998-06,16899.9,
1998-07,20517.7,
1998-08,19322.5,
1998-09,21057.6,
1998-10,20200.2,
1998-11,18610.1,
1998-12,12335.1,
1999-01,16581.1,
1999-02,20175.8,
1999-03,17449.8,
1999-04,12881.8,
1999-05,15140.0,
1999-06,17931.3,
1999-07,71785.5,comment
1999-08,68410.2,
1999-09,73385.8,
1999-10,76100.9,
1999-11,76415.7,
1999-12,67872.1,
2000-01,71485.9,
2000-02,68365.2,
2000-03,74247.7,
2000-04,71229.3,
2000-05,68613.6,
2000-06,67926.8,
2000-07,71272.1,
2000-08,75947.6,
2000-09,74820.4,
2000-10,66235.3,
2000-11,63337.2,
2000-12,52835.8,
2001-01,64383.1,
2001-02,61994.6,
2001-03,64045.3,
2001-04,58002.9,
2001-05,57476.3,
2001-06,51181.5,
2001-07,51225.8,
2001-08,53931.7,
2001-09,52311.8,
2001-10,50174.0,
2001-11,59295.2,
2001-12,47111.1,
2002-01,56197.8,
2002-02,54241.5,
2002-03,59356.4,
2002-04,49165.3,
2002-05,47890.5,
2002-06,43600.1,
2002-07,49222.0,
2002-08,42323.1,
2002-09,39391.6,
2002-10,40487.4,
2002-11,37088.8,
2002-12,39517.3,
2003-01,50171.4,
2003-02,48700.7,
2003-03,42280.7,
2003-04,50040.4,
2003-05,43916.6,
2003-06,43744.0,
2003-07,51688.1,
2003-08,53227.4,
2003-09,49359.7,
2003-10,35959.0,
2003-11,38141.5,
2003-12,38145.9,
2004-01,39290.2,
2004-02,38183.4,
2004-03,49888.3,
2004-04,41874.9,
2004-05,40513.0,
2004-06,43025.7,
2004-07,47828.8,
2004-08,41012.7,
2004-09,39864.2,
2004-10,39891.7,
2004-11,34398.9,
2004-12,34835.4,
2005-01,45388.9,comment
2005-02,48622.9,
2005-03,45118.8,
2005-04,39163.8,
2005-05,43187.2,
2005-06,38778.4,
2005-07,39106.2,
2005-08,34243.2,
2005-09,38302.5,
2005-10,40540.7,
2005-11,34125.3,
2005-12,29317.7,
2006-01,34580.8,
2006-02,34973.5,
2006-03,36917.0,
2006-04,39336.4,
2006-05,34231.7,
2006-06,44283.8,
2006-07,40400.1,
2006-08,40938.3,
2006-09,48235.9,
2006-10,46696.7,
2006-11,37804.3,
2006-12,30029.8,
2007-01,32230.7,
2007-02,44856.8,
2007-03,39620.0,
2007-04,39674.8,
2007-05,42038.9,
2007-06,45103.8,
2007-07,39590.1,comment
2007-08,45084.0,
2007-09,41833.3,
2007-10,29375.8,
2007-11,31114.6,
2007-12,22829.3,
2008-01,24586.6,
2008-02,27461.5,
2008-03,33649.0,
2008-04,33087.8,
2008-05,29122.3,
2008-06,38495.7,
2008-07,32383.3,
2008-08,29013.0,
2008-09,26979.6,
2008-10,26455.1,
2008-11,25501.9,
2008-12,35290.7,comment
2009-01,26470.2,
2009-02,29596.1,
2009-03,24804.1,comment
2009-04,34466.4,
2009-05,22054.9,
2009-06,21633.6,
2009-07,24725.5,
2009-08,27181.1,
2009-09,22876.5,
2009-10,32355.5,
2009-11,19942.9,
2009-12,18346.9,
2010-01,12969.6,
2010-02,12390.6,
2010-03,13302.6,
2010-04,11540.3,
2010-05,11975.2,
2010-06,8858.8,
2010-07,14530.1,
2010-08,10358.6,
2010-09,9083.7,
2010-10,10352.1,
2010-11,9814.2,
2010-12,13348.8,
2011-01,9802.8,
2011-02,8745.0,
2011-03,13056.4,
2011-04,10390.4,
2011-05,9972.6,
2011-06,13001.8,
2011-07,12730.7,
2011-08,12450.0,
2011-09,9091.4,
2011-10,8396.7,
2011-11,8002.7,
2011-12,9382.3,
2012-01,14573.9,
2012-02,9074.7,
2012-03,17893.8,
2012-04,20717.3,
2012-05,18040.9,
2012-06,20827.4,
2012-07,18835.1,
2012-08,10394.1,
2012-09,12645.9,
2012-10,19307.6,
2012-11,16851.5,
2012-12,16192.7,
2013-01,18553.3,
2013-02,19057.0,
2013-03,17468.6,
2013-04,36245.6,
2013-05,23836.0,
2013-06,28735.3,
2013-07,25044.5,
2013-08,17456.9,
2013-09,15246.1,
2013-10,22199.9,
2013-11,16376.1,
2013-12,23817.0,
2014-01,20828.6,
2014-02,15832.9,
2014-03,14551.1,
2014-04,26713.6,
2014-05,18112.8,
2014-06,20781.1,
2014-07,26375.5,
2014-08,17101.2,
2014-09,18745.4,
2014-10,18710.8,
2014-11,20065.5,
"","General: From 1972, including the debt of the German Public Works Corporation (Öffa). Central government assumed joint responsibility for the debts of the Equalisation of Burdens Fund. As of 1980, these debts are recorded under the item central government as part of central government debt. On 1 July 1999, central government assumed joint responsibility for the debts of the Redemption Fund for Inherited Liabilities, the Federal Railways Fund and the Equalisation Fund for Safeguarding the Use of Coal. On 1 January 2005, central government assumed joint responsibility for the debts of the German Unity Fund. On 1 July 2007, central government assumed joint responsibility for the debts of the ERP Special Fund. From December 2008, including the debt of the Financial Market Stabilisation Fund (SoFFin). From March 2009, including the debt of the Investment and Repayment Fund.",
"","Comment on 1999-07: On 1 July 1999, central government assumed joint responsibility for the debts of the Re-demption Fund for Inherited Liabilities, the Federal Railways Fund and the Equalisation Fund for Safeguarding the Use of Coal.",
"","Comment on 2005-01: On 1 January 2005, central government assumed joint responsibility for the debts of the German Unity Fund.",
"","Comment on 2007-07: On 1 July 2007, central government assumed joint responsibility for the debts of the ERP Special Fund.",
"","Comment on 2008-12: From December 2008, including debt of the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 2009-03: From March 2009, including the debt of the Investment and Repayment Fund.",
