"",BBK01.OEBB10N,BBK01.OEBB10N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:40,
2002-01,23.582,
2002-04,23.918,
2002-07,22.910,
2002-10,22.620,
2003-01,21.557,
2003-04,21.770,
2003-07,20.712,
2003-10,20.382,
2004-01,19.763,
2004-04,19.211,
2004-07,19.141,
2004-10,17.152,
2005-01,19.434,
2005-04,18.709,
2005-07,17.974,
2005-10,17.112,
2006-01,16.720,
2006-04,16.311,
2006-07,16.970,
2006-10,15.638,
2007-01,17.261,
2007-04,17.621,
2007-07,16.953,
2007-10,20.753,
2008-01,21.556,
2008-04,21.533,
2008-07,24.925,
2008-10,27.945,
2009-01,25.734,
2009-04,25.319,
2009-07,32.006,
2009-10,22.151,
2010-01,22.010,
2010-04,29.761,
2010-07,24.599,
2010-10,23.378,
2011-01,26.564,
2011-04,28.096,
2011-07,37.820,
2011-10,35.927,
2012-01,29.286,
2012-04,35.176,
2012-07,36.902,
2012-10,33.544,
2013-01,34.650,
2013-04,33.658,
2013-07,16.801,
2013-10,16.490,
2014-01,17.964,
2014-04,18.681,
2014-07,17.772,
