"",BBK01.WZ3339,BBK01.WZ3339_FLAGS
"",Term structure of interest rates on Pfandbriefe (method by Svensson) / residual maturity of 15.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:52,
2000-01,6.37,
2000-02,6.24,
2000-03,6.17,
2000-04,6.27,
2000-05,6.17,
2000-06,6.20,
2000-07,6.18,
2000-08,6.24,
2000-09,6.25,
2000-10,6.22,
2000-11,6.07,
2000-12,5.94,
2001-01,5.89,
2001-02,5.86,
2001-03,5.91,
2001-04,6.06,
2001-05,6.09,
2001-06,6.05,
2001-07,5.91,
2001-08,5.95,
2001-09,5.76,
2001-10,5.50,
2001-11,5.64,
2001-12,5.70,
2002-01,5.70,
2002-02,5.81,
2002-03,5.85,
2002-04,5.85,
2002-05,5.78,
2002-06,5.68,
2002-07,5.49,
2002-08,5.39,
2002-09,5.33,
2002-10,5.45,
2002-11,5.31,
2002-12,5.18,
2003-01,5.02,
2003-02,5.00,
2003-03,5.16,
2003-04,4.87,
2003-05,4.64,
2003-06,4.84,
2003-07,5.04,
2003-08,5.07,
2003-09,5.05,
2003-10,5.16,
2003-11,5.15,
2003-12,5.09,
2004-01,5.12,
2004-02,4.92,
2004-03,4.96,
2004-04,5.09,
2004-05,5.15,
2004-06,4.85,
2004-07,5.10,
2004-08,4.97,
2004-09,4.92,
2004-10,4.84,
2004-11,4.73,
2004-12,4.59,
2005-01,4.43,
2005-02,4.46,
2005-03,4.45,
2005-04,4.31,
2005-05,4.24,
2005-06,4.13,
2005-07,4.13,
2005-08,4.05,
2005-09,3.93,
2005-10,4.13,
2005-11,4.17,
2005-12,4.05,
2006-01,4.08,
2006-02,4.11,
2006-03,4.27,
2006-04,4.45,
2006-05,4.43,
2006-06,4.52,
2006-07,4.44,
2006-08,4.38,
2006-09,4.25,
2006-10,4.23,
2006-11,4.16,
2006-12,4.20,
2007-01,4.49,
2007-02,4.36,
2007-03,4.44,
2007-04,4.58,
2007-05,4.74,
2007-06,4.91,
2007-07,4.85,
2007-08,4.78,
2007-09,4.84,
2007-10,4.77,
2007-11,4.85,
2007-12,5.01,
2008-01,4.88,
2008-02,4.94,
2008-03,4.93,
2008-04,5.03,
2008-05,5.11,
2008-06,5.11,
2008-07,5.11,
2008-08,5.00,
2008-09,4.89,
2008-10,4.77,
2008-11,4.59,
2008-12,4.63,
2009-01,4.71,
2009-02,4.60,
2009-03,4.71,
2009-04,4.76,
2009-05,4.94,
2009-06,4.76,
2009-07,4.68,
2009-08,4.64,
2009-09,4.68,
2009-10,4.72,
2009-11,4.66,
2009-12,4.70,
2010-01,4.64,
2010-02,4.43,
2010-03,4.40,
2010-04,4.32,
2010-05,4.24,
2010-06,4.23,
2010-07,4.26,
2010-08,3.65,
2010-09,3.87,
2010-10,4.09,
2010-11,4.29,
2010-12,4.44,
2011-01,4.50,
2011-02,4.57,
2011-03,4.66,
2011-04,4.66,
2011-05,4.39,
2011-06,4.52,
2011-07,4.42,
2011-08,4.27,
2011-09,4.06,
2011-10,4.36,
2011-11,4.36,
2011-12,4.14,
2012-01,4.07,
2012-02,3.98,
2012-03,4.07,
2012-04,4.03,
2012-05,3.28,
2012-06,3.74,
2012-07,3.50,
2012-08,3.34,
2012-09,3.07,
2012-10,3.55,
2012-11,3.54,
2012-12,3.14,
2013-01,3.21,
2013-02,3.33,
2013-03,3.54,
2013-04,3.07,
2013-05,3.15,
2013-06,3.29,
2013-07,2.92,
2013-08,3.39,
2013-09,3.33,
2013-10,3.25,
2013-11,3.29,
2013-12,3.38,
2014-01,3.17,
2014-02,2.96,
2014-03,2.91,
2014-04,2.81,
2014-05,2.53,
2014-06,2.28,
2014-07,2.18,
2014-08,1.85,
2014-09,1.96,
2014-10,1.78,
2014-11,1.56,
2014-12,1.42,
2015-01,1.23,
