"",BBK01.TUD410,BBK01.TUD410_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:56,
1979-12,744230,
1980-01,740165,
1980-02,745424,
1980-03,751074,
1980-04,757954,
1980-05,763484,
1980-06,771461,
1980-07,773728,
1980-08,775485,
1980-09,781933,
1980-10,788925,
1980-11,800130,
1980-12,813056,
1981-01,812197,
1981-02,818738,
1981-03,824591,
1981-04,829466,
1981-05,832288,
1981-06,843410,
1981-07,846482,
1981-08,851574,
1981-09,860109,
1981-10,866243,
1981-11,871525,
1981-12,884478,
1982-01,884944,
1982-02,885553,
1982-03,889948,
1982-04,893833,
1982-05,895261,
1982-06,902304,
1982-07,906852,
1982-08,909843,
1982-09,916319,
1982-10,923604,
1982-11,926627,
1982-12,941901,
1983-01,937393,
1983-02,939289,
1983-03,942997,
1983-04,946760,
1983-05,949893,
1983-06,960910,
1983-07,963023,
1983-08,966717,
1983-09,974694,
1983-10,980678,
1983-11,986069,
1983-12,1001453,
1984-01,994873,
1984-02,996722,
1984-03,1001038,
1984-04,1004883,
1984-05,1008903,
1984-06,1016747,
1984-07,1019889,
1984-08,1024469,
1984-09,1034722,
1984-10,1039550,
1984-11,1045946,
1984-12,1059584,
1985-01,1056817,
1985-02,1063186,
1985-03,1068786,
1985-04,1070163,
1985-05,1073467,
1985-06,1082220,
1985-07,1082294,
1985-08,1083652,
1985-09,1089214,
1985-10,1094592,
1985-11,1102222,
1985-12,1125609,
1986-01,1119584,
1986-02,1120340,
1986-03,1124864,
1986-04,1128134,
1986-05,1131573,
1986-06,1139475,
1986-07,1142510,
1986-08,1144179,
1986-09,1148221,
1986-10,1150991,
1986-11,1156382,
1986-12,1165513,
1987-01,1161144,
1987-02,1160807,
1987-03,1163108,
1987-04,1163248,
1987-05,1166210,
1987-06,1172479,
1987-07,1177221,
1987-08,1183077,
1987-09,1190967,
1987-10,1199904,
1987-11,1202291,
1987-12,1210902,
1988-01,1209876,
1988-02,1212016,
1988-03,1217883,
1988-04,1219256,
1988-05,1223444,
1988-06,1236572,
1988-07,1240247,
1988-08,1245860,
1988-09,1254445,
1988-10,1258236,
1988-11,1266049,
1988-12,1278382,
1989-01,1277987,
1989-02,1282662,
1989-03,1287301,
1989-04,1291895,
1989-05,1296374,
1989-06,1305739,
1989-07,1307813,
1989-08,1310434,
1989-09,1321731,
1989-10,1325978,
1989-11,1337019,
1989-12,1354460,
1990-01,1358869,
1990-02,1366313,
1990-03,1374639,
1990-04,1379244,
1990-05,1384681,
1990-06,1519493,
1990-07,1524434,
1990-08,1537956,
