"",BBK01.WXI065,BBK01.WXI065_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:47:36,
2009-09,1,
2009-10,1,
2009-11,1,
2009-12,2,
2010-01,2,
2010-02,1,
2010-03,2,
2010-04,1,
2010-05,10,
2010-06,2,
2010-07,1,
2010-08,2,
2010-09,238,
2010-10,3,
2010-11,1,
2010-12,14,
2011-01,2,
2011-02,2,
2011-03,1,
2011-04,3,
2011-05,1,
2011-06,1,
2011-07,2,
2011-08,1,
2011-09,1,
2011-10,1,
2011-11,2,
2011-12,10,
2012-01,18,
2012-02,17,
2012-03,20,
2012-04,19,
2012-05,22,
2012-06,16,
2012-07,109,
2012-08,16,
2012-09,16,
2012-10,18,
2012-11,49,
2012-12,18,
2013-01,18,
2013-02,4,
2013-03,8,
2013-04,3,
2013-05,6,
2013-06,4,
2013-07,6,
2013-08,32,
2013-09,7,
2013-10,27,
2013-11,4,
2013-12,4,
2014-01,6,
2014-02,7,
2014-03,31,
2014-04,18,
2014-05,17,
2014-06,18,
2014-07,7,
2014-08,7,
2014-09,3,
2014-10,4,
2014-11,5,
