"",BBK01.OUZ006,BBK01.OUZ006_FLAGS
"","Bill stock, total, All categories of banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:55:48,
1999-01,25.259,
1999-02,14.976,
1999-03,14.050,
1999-04,14.813,
1999-05,10.612,
1999-06,10.471,
1999-07,10.039,
1999-08,9.772,
1999-09,9.609,
1999-10,9.316,
1999-11,9.509,
1999-12,9.076,
2000-01,9.549,
2000-02,10.320,
2000-03,9.014,
2000-04,9.223,
2000-05,9.365,
2000-06,9.075,
2000-07,9.030,
2000-08,9.906,
2000-09,10.066,
2000-10,11.068,
2000-11,10.294,
2000-12,10.025,
2001-01,8.667,
2001-02,8.160,
2001-03,8.400,
2001-04,8.590,
2001-05,8.458,
2001-06,8.514,
2001-07,8.460,
2001-08,8.009,
2001-09,8.048,
2001-10,8.388,
2001-11,8.201,
2001-12,7.500,
2002-01,7.090,
2002-02,6.403,
2002-03,6.676,
2002-04,7.030,
2002-05,6.250,
2002-06,6.310,
2002-07,6.581,
2002-08,8.736,
2002-09,6.253,
2002-10,7.412,
2002-11,6.481,
2002-12,5.871,
2003-01,5.520,
2003-02,5.473,
2003-03,5.421,
2003-04,5.339,
2003-05,6.221,
2003-06,5.468,
2003-07,5.676,
2003-08,6.169,
2003-09,5.595,
2003-10,5.683,
2003-11,5.069,
2003-12,5.135,
2004-01,4.996,
2004-02,4.717,
2004-03,4.544,
2004-04,4.520,
2004-05,4.555,
2004-06,4.461,
2004-07,4.573,
2004-08,4.798,
2004-09,4.697,
2004-10,4.548,
2004-11,4.362,
2004-12,4.342,
2005-01,4.167,
2005-02,4.100,
2005-03,4.061,
2005-04,4.091,
2005-05,3.973,
2005-06,3.880,
2005-07,4.004,
2005-08,3.935,
2005-09,3.950,
2005-10,4.035,
2005-11,3.984,
2005-12,4.217,
2006-01,3.853,
2006-02,3.667,
2006-03,3.672,
2006-04,3.755,
2006-05,3.776,
2006-06,3.962,
2006-07,3.990,
2006-08,3.361,
2006-09,3.172,
2006-10,3.110,
2006-11,2.862,
2006-12,3.317,
2007-01,3.037,
2007-02,2.980,
2007-03,3.072,
2007-04,3.331,
2007-05,3.208,
2007-06,3.525,
2007-07,3.430,
2007-08,3.108,
2007-09,3.136,
2007-10,3.023,
2007-11,2.764,
2007-12,3.356,
2008-01,3.046,
2008-02,2.503,
2008-03,2.406,
2008-04,2.732,
2008-05,2.742,
2008-06,3.182,
2008-07,2.627,
2008-08,2.657,
2008-09,3.075,
2008-10,3.199,
2008-11,3.037,
2008-12,3.105,
2009-01,2.610,
2009-02,2.366,
2009-03,2.225,
2009-04,2.064,
2009-05,2.005,
2009-06,2.252,
2009-07,2.170,
2009-08,2.182,
2009-09,2.407,
2009-10,2.286,
2009-11,2.392,
2009-12,2.584,
2010-01,2.666,
2010-02,2.658,
2010-03,2.795,
2010-04,2.831,
2010-05,2.988,
2010-06,3.165,
2010-07,3.039,
2010-08,3.014,
2010-09,2.975,
2010-10,3.253,
2010-11,3.456,
2010-12,4.416,
2011-01,3.759,
2011-02,3.877,
2011-03,3.885,
2011-04,3.786,
2011-05,4.020,
2011-06,4.374,
2011-07,4.561,
2011-08,4.446,
2011-09,4.098,
2011-10,4.369,
2011-11,4.700,
2011-12,5.736,
2012-01,5.009,
2012-02,4.248,
2012-03,4.943,
2012-04,4.851,
2012-05,4.973,
2012-06,5.057,
2012-07,5.177,
2012-08,4.795,
2012-09,4.981,
2012-10,5.046,
2012-11,4.689,
2012-12,5.526,
2013-01,5.766,
2013-02,6.383,
2013-03,7.186,
2013-04,7.077,
2013-05,7.471,
2013-06,7.754,
2013-07,7.455,
2013-08,7.664,
2013-09,8.069,
2013-10,8.277,
2013-11,9.166,
2013-12,9.366,
2014-01,9.521,
2014-02,9.354,
2014-03,10.327,
2014-04,10.190,
2014-05,10.703,
2014-06,11.006,
2014-07,11.342,
2014-08,11.679,
2014-09,11.562,
2014-10,10.939,
2014-11,10.626,
