"",BBK01.OEAF06H,BBK01.OEAF06H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:06:55,
2002-01,14.075,
2002-04,14.432,
2002-07,14.718,
2002-10,14.701,
2003-01,14.752,
2003-04,14.481,
2003-07,13.566,
2003-10,13.970,
2004-01,14.095,
2004-04,15.045,
2004-07,14.315,
2004-10,14.503,
2005-01,15.080,
2005-04,15.703,
2005-07,16.305,
2005-10,16.499,
2006-01,16.826,
2006-04,17.352,
2006-07,17.704,
2006-10,18.359,
2007-01,18.184,
2007-04,18.515,
2007-07,18.779,
2007-10,18.890,
2008-01,19.151,
2008-04,19.307,
2008-07,19.686,
2008-10,19.713,
2009-01,20.028,
2009-04,20.645,
2009-07,21.163,
2009-10,21.215,
2010-01,21.346,
2010-04,22.336,
2010-07,26.625,
2010-10,27.110,
2011-01,27.452,
2011-04,23.951,
2011-07,26.358,
2011-10,26.662,
2012-01,26.912,
2012-04,25.807,
2012-07,26.085,
2012-10,26.157,
2013-01,26.036,
2013-04,26.010,
2013-07,26.410,
2013-10,26.238,
2014-01,26.307,
2014-04,26.565,
2014-07,26.712,
