"",BBK01.SU0011,BBK01.SU0011_FLAGS
"","Lending rates of banks / Mortgage loans secured by residential real estate, all types of interest rate agreements, effective interest rate / Lowest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:09,
1967-06,6.39,
1967-07,.,No value available
1967-08,.,No value available
1967-09,6.36,
1967-10,.,No value available
1967-11,.,No value available
1967-12,6.43,
1968-01,.,No value available
1968-02,.,No value available
1968-03,6.69,
1968-04,.,No value available
1968-05,.,No value available
1968-06,6.59,
1968-07,.,No value available
1968-08,.,No value available
1968-09,6.59,
1968-10,.,No value available
1968-11,6.59,
1968-12,.,No value available
1969-01,.,No value available
1969-02,6.53,
1969-03,.,No value available
1969-04,.,No value available
1969-05,6.59,
1969-06,.,No value available
1969-07,.,No value available
1969-08,6.94,
1969-09,.,No value available
1969-10,.,No value available
1969-11,6.98,
1969-12,.,No value available
1970-01,.,No value available
1970-02,7.60,
1970-03,.,No value available
1970-04,.,No value available
1970-05,8.04,
1970-06,.,No value available
1970-07,.,No value available
1970-08,8.11,
1970-09,.,No value available
1970-10,.,No value available
1970-11,8.11,
1970-12,.,No value available
1971-01,8.07,
1971-02,8.00,
1971-03,.,No value available
1971-04,.,No value available
1971-05,7.86,
1971-06,.,No value available
1971-07,.,No value available
1971-08,7.97,
1971-09,.,No value available
1971-10,.,No value available
1971-11,7.97,
1971-12,.,No value available
1972-01,.,No value available
1972-02,7.82,
1972-03,.,No value available
1972-04,.,No value available
1972-05,7.71,
1972-06,.,No value available
1972-07,.,No value available
1972-08,7.71,
1972-09,.,No value available
1972-10,.,No value available
1972-11,7.87,
1972-12,.,No value available
1973-01,.,No value available
1973-02,8.33,
1973-03,.,No value available
1973-04,.,No value available
1973-05,8.73,
1973-06,.,No value available
1973-07,9.55,
1973-08,9.75,
1973-09,.,No value available
1973-10,.,No value available
1973-11,9.75,
1973-12,.,No value available
1974-01,.,No value available
1974-02,9.75,
1974-03,.,No value available
1974-04,.,No value available
1974-05,9.88,
1974-06,.,No value available
1974-07,.,No value available
1974-08,10.01,
1974-09,.,No value available
1974-10,.,No value available
1974-11,9.88,
1974-12,.,No value available
1975-01,.,No value available
1975-02,9.03,
1975-03,8.85,
1975-04,8.68,
1975-05,8.33,
1975-06,8.03,
1975-07,7.96,
1975-08,7.81,
1975-09,7.71,
1975-10,7.71,
1975-11,7.71,
1975-12,7.71,
1976-01,7.71,
1976-02,7.71,
1976-03,7.58,
1976-04,7.30,
1976-05,7.30,
1976-06,7.30,
1976-07,7.25,
1976-08,7.25,
1976-09,7.30,
1976-10,7.30,
1976-11,7.30,
1976-12,7.19,
1977-01,7.14,
1977-02,6.94,
1977-03,6.88,
1977-04,6.66,
1977-05,6.59,
1977-06,6.50,
1977-07,6.50,
1977-08,6.17,
1977-09,6.06,
1977-10,6.06,
1977-11,6.06,
1977-12,6.00,
1978-01,5.96,
1978-02,5.79,
1978-03,5.70,
1978-04,5.66,
1978-05,5.57,
1978-06,5.57,
1978-07,5.74,
1978-08,5.93,
1978-09,5.96,
1978-10,5.87,
1978-11,5.96,
1978-12,5.96,
1979-01,5.98,
1979-02,6.09,
1979-03,6.23,
1979-04,6.59,
1979-05,6.69,
1979-06,6.92,
1979-07,7.13,
1979-08,7.40,
1979-09,7.49,
1979-10,7.48,
1979-11,7.80,
1979-12,7.94,
1980-01,7.94,
1980-02,8.03,
1980-03,8.54,
1980-04,8.94,
1980-05,8.74,
1980-06,8.31,
1980-07,7.97,
1980-08,7.76,
1980-09,7.88,
1980-10,7.92,
1980-11,8.25,
1980-12,8.43,
1981-01,8.48,
1981-02,8.69,
1981-03,9.61,
1981-04,9.61,
1981-05,9.53,
1981-06,9.92,
1981-07,10.08,
1981-08,10.13,
1981-09,10.27,
1981-10,9.78,
1981-11,9.33,
1981-12,8.98,
1982-01,8.84,
1982-02,9.08,
1982-03,8.70,
1982-04,8.27,
1982-05,8.07,
"",General: The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range. From June 1982 no longer collected.,
