"",BBK01.OEAH18I,BBK01.OEAH18I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:26,
2002-01,12.438,
2002-04,12.111,
2002-07,11.814,
2002-10,11.636,
2003-01,12.735,
2003-04,11.304,
2003-07,9.889,
2003-10,9.897,
2004-01,9.200,
2004-04,8.910,
2004-07,9.538,
2004-10,9.912,
2005-01,10.049,
2005-04,9.201,
2005-07,8.881,
2005-10,9.699,
2006-01,9.980,
2006-04,10.422,
2006-07,10.544,
2006-10,11.416,
2007-01,11.746,
2007-04,12.169,
2007-07,15.810,
2007-10,16.255,
2008-01,17.766,
2008-04,21.134,
2008-07,22.625,
2008-10,19.534,
2009-01,19.288,
2009-04,19.027,
2009-07,15.596,
2009-10,14.013,
2010-01,17.751,
2010-04,12.975,
2010-07,18.712,
2010-10,16.746,
2011-01,19.388,
2011-04,21.532,
2011-07,24.801,
2011-10,20.442,
2012-01,23.540,
2012-04,22.561,
2012-07,23.981,
2012-10,21.670,
2013-01,27.716,
2013-04,27.835,
2013-07,19.048,
2013-10,17.369,
2014-01,17.513,
2014-04,18.750,
2014-07,18.125,
