"",BBK01.SUD026,BBK01.SUD026_FLAGS
"",Outstanding amounts (volumes) of German banks / Housing loans to households with maturity of up to 1 year,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:36,
2003-01,7556,
2003-02,7392,
2003-03,7445,
2003-04,7375,
2003-05,7482,
2003-06,7870,
2003-07,7737,
2003-08,7963,
2003-09,8022,
2003-10,7772,
2003-11,7751,
2003-12,7756,
2004-01,7641,
2004-02,7521,
2004-03,7690,
2004-04,7401,
2004-05,7501,
2004-06,7635,
2004-07,7577,
2004-08,7478,
2004-09,7597,
2004-10,7649,
2004-11,7586,
2004-12,7637,
2005-01,7201,
2005-02,7107,
2005-03,7152,
2005-04,7116,
2005-05,6983,
2005-06,7118,
2005-07,7032,
2005-08,6792,
2005-09,6930,
2005-10,6746,
2005-11,6778,
2005-12,6674,
2006-01,6339,
2006-02,6296,
2006-03,6205,
2006-04,6108,
2006-05,5999,
2006-06,6142,
2006-07,6019,
2006-08,6021,
2006-09,6431,
2006-10,5995,
2006-11,5847,
2006-12,6043,
2007-01,5652,
2007-02,5804,
2007-03,6270,
2007-04,5893,
2007-05,5944,
2007-06,6343,
2007-07,5643,
2007-08,5676,
2007-09,5759,
2007-10,5610,
2007-11,5580,
2007-12,5715,
2008-01,5548,
2008-02,5524,
2008-03,5643,
2008-04,5625,
2008-05,5397,
2008-06,5493,
2008-07,5519,
2008-08,5477,
2008-09,5536,
2008-10,5429,
2008-11,5430,
2008-12,5528,
2009-01,5418,
2009-02,5385,
2009-03,5628,
2009-04,5584,
2009-05,5586,
2009-06,5605,
2009-07,5645,
2009-08,5590,
2009-09,5673,
2009-10,5595,
2009-11,5539,
2009-12,5548,
2010-01,5331,
2010-02,5265,
2010-03,5409,
2010-04,5308,
2010-05,5432,
2010-06,5042,
2010-07,5045,
2010-08,5504,
2010-09,5496,
2010-10,5455,
2010-11,5394,
2010-12,5369,
2011-01,5251,
2011-02,5036,
2011-03,5244,
2011-04,5202,
2011-05,5248,
2011-06,5203,
2011-07,5292,
2011-08,5315,
2011-09,5284,
2011-10,5240,
2011-11,5165,
2011-12,5300,
2012-01,5137,
2012-02,5054,
2012-03,5100,
2012-04,5069,
2012-05,5187,
2012-06,5206,
2012-07,5302,
2012-08,5278,
2012-09,5351,
2012-10,5351,
2012-11,5334,
2012-12,5411,
2013-01,5441,
2013-02,5358,
2013-03,5380,
2013-04,5429,
2013-05,5513,
2013-06,5484,
2013-07,5653,
2013-08,5525,
2013-09,5599,
2013-10,5786,
2013-11,5644,
2013-12,5683,
2014-01,5704,
2014-02,5602,
2014-03,5707,
2014-04,5744,
2014-05,5764,
2014-06,5762,
2014-07,5812,
2014-08,5667,
2014-09,5630,
2014-10,5766,
2014-11,5631,
2014-12,5163,Provisional value
"","General: Data based on mothly balance sheet statistics. Secured and unsecured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. Including overdrafts. p = Provisional",
