"",BBK01.CEF260,BBK01.CEF260_FLAGS
"",Currency and deposits                        debtor: Money market funds                                                creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:05,
1999-01,3656.0,
1999-04,3714.3,
1999-07,3780.6,
1999-10,3867.6,
2000-01,3970.2,
2000-04,3952.6,
2000-07,3991.2,
2000-10,4112.5,
2001-01,4244.0,
2001-04,4258.5,
2001-07,4261.6,
2001-10,4284.0,
2002-01,4228.4,
2002-04,4226.1,
2002-07,4249.9,
2002-10,4328.2,
2003-01,4342.8,
2003-04,4385.4,
2003-07,4316.1,
2003-10,4336.4,
2004-01,4384.7,
2004-04,4404.3,
2004-07,4425.9,
2004-10,4457.6,
2005-01,4539.5,
2005-04,4606.8,
2005-07,4613.4,
2005-10,4616.9,
2006-01,4692.8,
2006-04,4753.5,
2006-07,4748.2,
2006-10,4804.9,
2007-01,4883.4,
2007-04,4943.5,
2007-07,5054.8,
2007-10,5157.7,
2008-01,5232.6,
2008-04,5256.4,
2008-07,5427.8,
2008-10,5425.9,
2009-01,5323.4,
2009-04,5347.1,
2009-07,5181.4,
2009-10,5134.3,
2010-01,5171.3,
2010-04,5348.8,
2010-07,5175.5,
2010-10,5176.4,
2011-01,5086.4,
2011-04,5070.7,
2011-07,5241.8,
2011-10,5208.7,
2012-01,5479.6,
2012-04,5475.4,
2012-07,5431.2,
2012-10,5235.4,
2013-01,5185.6,
2013-04,5167.7,
2013-07,5168.1,
2013-10,5099.7,
2014-01,5120.9,
2014-04,5152.9,
2014-07,5194.6,
