"",BBK01.OEYB24G,BBK01.OEYB24G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:30,
2002-01,21.627,
2002-04,20.391,
2002-07,20.886,
2002-10,21.005,
2003-01,21.510,
2003-04,21.522,
2003-07,21.652,
2003-10,21.577,
2004-01,21.236,
2004-04,20.215,
2004-07,20.056,
2004-10,20.266,
2005-01,19.439,
2005-04,19.275,
2005-07,18.771,
2005-10,18.981,
2006-01,18.965,
2006-04,19.830,
2006-07,19.664,
2006-10,19.975,
2007-01,19.327,
2007-04,19.041,
2007-07,19.411,
2007-10,19.520,
2008-01,18.382,
2008-04,20.017,
2008-07,21.612,
2008-10,21.437,
2009-01,20.980,
2009-04,21.082,
2009-07,21.019,
2009-10,21.347,
2010-01,21.171,
2010-04,21.483,
2010-07,22.636,
2010-10,22.833,
2011-01,21.542,
2011-04,21.497,
2011-07,21.365,
2011-10,21.228,
2012-01,21.434,
2012-04,21.161,
2012-07,20.785,
2012-10,21.260,
2013-01,20.814,
2013-04,20.651,
2013-07,19.887,
2013-10,20.649,
2014-01,20.840,
2014-04,20.026,
2014-07,20.268,
