"",BBK01.OUL362,BBK01.OUL362_FLAGS
"",Loans to foreign non-banks / Total / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:12,
1999-01,1.257,
1999-02,1.258,
1999-03,1.278,
1999-04,1.308,
1999-05,1.318,
1999-06,1.331,
1999-07,1.356,
1999-08,1.378,
1999-09,1.382,
1999-10,1.388,
1999-11,1.383,
1999-12,1.385,
2000-01,1.389,
2000-02,1.399,
2000-03,1.407,
2000-04,1.418,
2000-05,1.426,
2000-06,1.440,
2000-07,1.434,
2000-08,1.435,
2000-09,1.445,
2000-10,1.441,
2000-11,1.441,
2000-12,1.414,
2001-01,1.410,
2001-02,1.419,
2001-03,1.437,
2001-04,1.448,
2001-05,1.442,
2001-06,1.457,
2001-07,1.476,
2001-08,1.491,
2001-09,1.507,
2001-10,1.515,
2001-11,1.499,
2001-12,1.491,
2002-01,1.504,
2002-02,1.507,
2002-03,1.530,
2002-04,1.540,
2002-05,1.564,
2002-06,1.566,
2002-07,1.556,
2002-08,1.562,
2002-09,1.572,
2002-10,1.571,
2002-11,1.548,
2002-12,1.530,
2003-01,1.496,
2003-02,1.497,
2003-03,1.508,
2003-04,1.509,
2003-05,1.491,
2003-06,1.467,
2003-07,1.488,
2003-08,1.483,
2003-09,1.499,
2003-10,1.819,
2003-11,1.516,
2003-12,1.510,
2004-01,1.500,
2004-02,1.501,
2004-03,1.601,
2004-04,1.490,
2004-05,1.534,
2004-06,1.533,
2004-07,1.536,
2004-08,1.547,
2004-09,1.553,
2004-10,1.550,
2004-11,1.536,
2004-12,1.538,
2005-01,1.540,
2005-02,1.561,
2005-03,1.572,
2005-04,1.598,
2005-05,1.579,
2005-06,1.580,
2005-07,1.573,
2005-08,1.626,
2005-09,1.643,
2005-10,1.649,
2005-11,1.644,
2005-12,1.709,
2006-01,1.698,
2006-02,1.718,
2006-03,1.769,
2006-04,1.774,
2006-05,1.765,
2006-06,1.732,
2006-07,1.740,
2006-08,1.767,
2006-09,1.852,
2006-10,1.849,
2006-11,1.839,
2006-12,1.869,
2007-01,1.848,
2007-02,1.856,
2007-03,1.895,
2007-04,1.928,
2007-05,1.917,
2007-06,1.950,
2007-07,1.950,
2007-08,1.981,
2007-09,2.025,
2007-10,2.032,
2007-11,2.045,
2007-12,2.050,
2008-01,2.069,
2008-02,2.084,
2008-03,2.122,
2008-04,2.506,
2008-05,2.528,
2008-06,2.711,
2008-07,3.020,
2008-08,3.078,
2008-09,3.214,
2008-10,3.099,
2008-11,3.124,
2008-12,3.026,
2009-01,3.030,
2009-02,3.103,
2009-03,3.089,
2009-04,3.126,
2009-05,3.151,
2009-06,3.147,
2009-07,3.182,
2009-08,3.254,
2009-09,3.375,
2009-10,3.404,
2009-11,3.417,
2009-12,3.348,
2010-01,3.338,
2010-02,3.354,
2010-03,3.331,
2010-04,3.346,
2010-05,3.344,
2010-06,3.351,
2010-07,3.368,
2010-08,3.377,
2010-09,3.386,
2010-10,3.410,
2010-11,3.233,
2010-12,3.215,
2011-01,3.245,
2011-02,3.286,
2011-03,3.236,
2011-04,3.294,
2011-05,2.975,
2011-06,2.967,
2011-07,3.013,
2011-08,3.086,
2011-09,3.169,
2011-10,3.179,
2011-11,3.183,
2011-12,3.268,
2012-01,3.261,
2012-02,3.304,
2012-03,3.365,
2012-04,3.347,
2012-05,3.350,
2012-06,3.352,
2012-07,3.412,
2012-08,3.441,
2012-09,3.546,
2012-10,3.552,
2012-11,3.573,
2012-12,3.598,
2013-01,3.600,
2013-02,3.653,
2013-03,3.759,
2013-04,3.715,
2013-05,3.696,
2013-06,3.689,
2013-07,3.755,
2013-08,3.861,
2013-09,3.921,
2013-10,3.950,
2013-11,3.993,
2013-12,4.042,
2014-01,4.033,
2014-02,4.108,
2014-03,4.192,
2014-04,4.289,
2014-05,4.206,
2014-06,4.198,
2014-07,4.234,
2014-08,4.340,
2014-09,4.450,
2014-10,4.350,
2014-11,4.418,
2014-12,4.453,Provisional value
