"",BBK01.OEYB08K,BBK01.OEYB08K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:29:58,
2002-01,67.128,
2002-04,67.081,
2002-07,71.174,
2002-10,68.848,
2003-01,68.507,
2003-04,62.335,
2003-07,62.559,
2003-10,62.325,
2004-01,63.949,
2004-04,72.808,
2004-07,72.779,
2004-10,73.191,
2005-01,72.979,
2005-04,74.365,
2005-07,74.171,
2005-10,74.501,
2006-01,74.832,
2006-04,74.715,
2006-07,74.035,
2006-10,72.386,
2007-01,69.083,
2007-04,68.639,
2007-07,66.305,
2007-10,64.733,
2008-01,67.188,
2008-04,67.015,
2008-07,67.422,
2008-10,66.990,
2009-01,65.910,
2009-04,64.847,
2009-07,62.693,
2009-10,58.269,
2010-01,57.751,
2010-04,58.756,
2010-07,60.072,
2010-10,59.837,
2011-01,58.565,
2011-04,57.726,
2011-07,61.229,
2011-10,61.082,
2012-01,59.609,
2012-04,55.027,
2012-07,54.512,
2012-10,50.190,
2013-01,49.052,
2013-04,49.559,
2013-07,48.429,
2013-10,43.043,
2014-01,42.371,
2014-04,42.092,
2014-07,41.729,
