"",BBK01.OEAF05N,BBK01.OEAF05N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:40,
2002-01,51.353,
2002-04,51.885,
2002-07,53.495,
2002-10,53.359,
2003-01,52.177,
2003-04,53.417,
2003-07,53.875,
2003-10,54.428,
2004-01,52.885,
2004-04,53.575,
2004-07,54.746,
2004-10,52.850,
2005-01,52.908,
2005-04,54.416,
2005-07,52.927,
2005-10,54.204,
2006-01,52.117,
2006-04,52.133,
2006-07,52.354,
2006-10,52.101,
2007-01,51.377,
2007-04,51.752,
2007-07,51.937,
2007-10,52.108,
2008-01,52.213,
2008-04,52.536,
2008-07,52.840,
2008-10,53.134,
2009-01,52.791,
2009-04,53.399,
2009-07,53.020,
2009-10,56.529,
2010-01,52.264,
2010-04,51.650,
2010-07,51.549,
2010-10,51.270,
2011-01,51.364,
2011-04,51.859,
2011-07,52.590,
2011-10,52.227,
2012-01,52.187,
2012-04,51.603,
2012-07,51.697,
2012-10,50.919,
2013-01,50.580,
2013-04,50.540,
2013-07,50.642,
2013-10,50.360,
2014-01,50.711,
2014-04,50.488,
2014-07,50.727,
