"",BBK01.OUA166,BBK01.OUA166_FLAGS
"",Savings deposits of domestic enterprises / At three months' notice / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:10:39,
1968-12,0.796,
1969-01,0.805,
1969-02,0.824,
1969-03,0.830,
1969-04,0.824,
1969-05,0.825,
1969-06,0.803,
1969-07,0.816,
1969-08,0.797,
1969-09,0.777,
1969-10,0.752,
1969-11,0.726,
1969-12,0.764,
1970-01,0.703,
1970-02,0.696,
1970-03,0.659,
1970-04,0.581,
1970-05,0.620,
1970-06,0.613,
1970-07,0.595,
1970-08,0.589,
1970-09,0.576,
1970-10,0.594,
1970-11,0.586,
1970-12,0.652,
1971-01,0.632,
1971-02,0.635,
1971-03,0.620,
1971-04,0.629,
1971-05,0.643,
1971-06,0.643,
1971-07,0.654,
1971-08,0.668,
1971-09,0.663,
1971-10,0.658,
1971-11,0.663,
1971-12,0.692,
1972-01,0.804,
1972-02,0.822,
1972-03,0.857,
1972-04,0.844,
1972-05,0.870,
1972-06,0.880,
1972-07,0.896,
1972-08,0.927,
1972-09,0.913,
1972-10,0.907,
1972-11,0.917,
1972-12,0.900,
1973-01,0.900,
1973-02,0.885,
1973-03,0.869,
1973-04,0.871,
1973-05,0.867,
1973-06,0.847,
1973-07,0.827,
1973-08,0.798,
1973-09,0.783,
1973-10,0.810,
1973-11,0.812,
1973-12,0.876,
1974-01,0.896,
1974-02,0.895,
1974-03,0.868,
1974-04,0.832,
1974-05,0.832,
1974-06,0.818,
1974-07,0.820,
1974-08,0.806,
1974-09,0.806,
1974-10,0.798,
1974-11,0.807,
1974-12,0.826,
1975-01,0.833,
1975-02,0.836,
1975-03,0.865,
1975-04,0.961,
1975-05,1.032,
1975-06,1.033,
1975-07,1.058,
1975-08,1.078,
1975-09,1.102,
1975-10,1.131,
1975-11,1.135,
1975-12,1.145,
1976-01,1.185,
1976-02,1.212,
1976-03,1.233,
1976-04,1.257,
1976-05,1.272,
1976-06,1.274,
1976-07,1.295,
1976-08,1.295,
1976-09,1.325,
1976-10,1.334,
1976-11,1.291,
1976-12,1.319,
1977-01,1.319,
1977-02,1.324,
1977-03,1.315,
1977-04,1.332,
1977-05,1.348,
1977-06,1.344,
1977-07,1.389,
1977-08,1.398,
1977-09,1.387,
1977-10,1.396,
1977-11,1.399,
1977-12,1.407,
1978-01,1.456,
1978-02,1.453,
1978-03,1.436,
1978-04,1.451,
1978-05,1.460,
1978-06,1.475,
1978-07,1.491,
1978-08,1.493,
1978-09,1.502,
1978-10,1.497,
1978-11,1.476,
1978-12,1.484,
1979-01,1.523,
1979-02,1.521,
1979-03,1.514,
1979-04,1.509,
1979-05,1.431,
1979-06,1.375,
1979-07,1.370,
1979-08,1.368,
1979-09,1.355,
1979-10,1.357,
1979-11,1.330,
1979-12,1.369,
1980-01,1.357,
1980-02,1.329,
1980-03,1.265,
1980-04,1.249,
1980-05,1.231,
1980-06,1.212,
1980-07,1.212,
1980-08,1.206,
1980-09,1.213,
1980-10,1.215,
1980-11,1.214,
1980-12,1.417,
1981-01,1.392,
1981-02,1.346,
1981-03,1.283,
1981-04,1.295,
1981-05,1.289,
1981-06,1.277,
1981-07,1.306,
1981-08,1.280,
1981-09,1.296,
1981-10,1.315,
1981-11,1.300,
1981-12,1.401,
1982-01,1.400,
1982-02,1.367,
1982-03,1.355,
1982-04,1.346,
1982-05,1.384,
1982-06,1.353,
1982-07,1.368,
1982-08,1.368,
1982-09,1.365,
1982-10,1.375,
1982-11,1.375,
1982-12,1.448,
1983-01,1.468,
1983-02,1.449,
1983-03,1.473,
1983-04,1.483,
1983-05,1.463,
1983-06,1.458,
1983-07,1.476,
1983-08,1.509,
1983-09,1.488,
1983-10,1.500,
1983-11,1.491,
1983-12,1.536,
1984-01,1.532,
1984-02,1.527,
1984-03,1.564,
1984-04,1.590,
1984-05,1.596,
1984-06,1.605,
1984-07,1.573,
1984-08,1.573,
1984-09,1.565,
1984-10,1.611,
1984-11,1.577,
1984-12,1.591,
1985-01,1.576,
1985-02,1.579,
1985-03,1.580,
1985-04,1.605,
1985-05,1.613,
1985-06,1.609,
1985-07,1.619,
1985-08,1.660,
1985-09,1.685,
1985-10,1.732,
1985-11,1.734,
