"",BBK01.OEAA03L,BBK01.OEAA03L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:16,
2002-01,146.039,
2002-04,130.111,
2002-07,132.106,
2002-10,122.313,
2003-01,149.666,
2003-04,147.392,
2003-07,148.912,
2003-10,149.555,
2004-01,174.883,
2004-04,158.217,
2004-07,172.005,
2004-10,166.249,
2005-01,170.577,
2005-04,173.001,
2005-07,181.194,
2005-10,166.046,
2006-01,173.744,
2006-04,177.978,
2006-07,186.117,
2006-10,159.765,
2007-01,185.391,
2007-04,198.722,
2007-07,183.196,
2007-10,166.416,
2008-01,207.544,
2008-04,181.671,
2008-07,187.840,
2008-10,149.684,
2009-01,162.052,
2009-04,162.889,
2009-07,144.233,
2009-10,123.661,
2010-01,117.078,
2010-04,128.992,
2010-07,108.533,
2010-10,114.797,
2011-01,124.483,
2011-04,129.620,
2011-07,132.897,
2011-10,113.950,
2012-01,128.466,
2012-04,123.306,
2012-07,124.469,
2012-10,121.664,
2013-01,131.913,
2013-04,139.692,
2013-07,94.957,
2013-10,97.898,
2014-01,101.104,
2014-04,106.169,
2014-07,103.694,
