"",BBK01.OUG077,BBK01.OUG077_FLAGS
"","Securities portfolios / Shares, mutual fund shares and other securities / Landesbanken",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:11,
1965-01,0.079,
1965-02,0.079,
1965-03,0.080,
1965-04,0.081,
1965-05,0.104,
1965-06,0.108,
1965-07,0.107,
1965-08,0.082,
1965-09,0.083,
1965-10,0.084,
1965-11,0.083,
1965-12,0.089,
1966-01,0.083,
1966-02,0.083,
1966-03,0.092,
1966-04,0.089,
1966-05,0.100,
1966-06,0.103,
1966-07,0.097,
1966-08,0.089,
1966-09,0.090,
1966-10,0.109,
1966-11,0.111,
1966-12,0.119,
1967-01,0.109,
1967-02,0.101,
1967-03,0.101,
1967-04,0.102,
1967-05,0.102,
1967-06,0.101,
1967-07,0.098,
1967-08,0.096,
1967-09,0.096,
1967-10,0.092,
1967-11,0.098,
1967-12,0.093,
1968-01,0.105,
1968-02,0.108,
1968-03,0.107,
1968-04,0.108,
1968-05,0.111,
1968-06,0.115,
1968-07,0.119,
1968-08,0.119,
1968-09,0.124,
1968-10,0.128,
1968-11,0.138,
1968-12,0.146,
1969-01,0.138,
1969-02,0.133,
1969-03,0.133,
1969-04,0.130,
1969-05,0.129,
1969-06,0.212,
1969-07,0.219,
1969-08,0.220,
1969-09,0.221,
1969-10,0.220,
1969-11,0.220,
1969-12,0.297,
1970-01,0.290,
1970-02,0.300,
1970-03,0.331,
1970-04,0.332,
1970-05,0.333,
1970-06,0.338,
1970-07,0.334,
1970-08,0.342,
1970-09,0.353,
1970-10,0.354,
1970-11,0.357,
1970-12,0.380,
1971-01,0.354,
1971-02,0.371,
1971-03,0.373,
1971-04,0.380,
1971-05,0.393,
1971-06,0.388,
1971-07,0.407,
1971-08,0.411,
1971-09,0.397,
1971-10,0.407,
1971-11,0.385,
1971-12,0.381,
1972-01,0.339,
1972-02,0.339,
1972-03,0.342,
1972-04,0.345,
1972-05,0.348,
1972-06,0.374,
1972-07,0.375,
1972-08,0.377,
1972-09,0.370,
1972-10,0.382,
1972-11,0.417,
1972-12,0.437,
1973-01,0.427,
1973-02,0.417,
1973-03,0.446,
1973-04,0.456,
1973-05,0.470,
1973-06,0.483,
1973-07,0.475,
1973-08,0.484,
1973-09,0.489,
1973-10,0.491,
1973-11,0.486,
1973-12,0.439,
1974-01,0.423,
1974-02,0.415,
1974-03,0.430,
1974-04,0.435,
1974-05,0.357,
1974-06,0.364,
1974-07,0.368,
1974-08,0.371,
1974-09,0.387,
1974-10,0.390,
