"",BBK01.OUP243,BBK01.OUP243_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for more than two years / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:10,
1999-01,6.801,
1999-02,7.092,
1999-03,7.289,
1999-04,7.269,
1999-05,7.251,
1999-06,7.250,
1999-07,7.083,
1999-08,7.123,
1999-09,7.181,
1999-10,7.235,
1999-11,7.457,
1999-12,7.545,
2000-01,7.636,
2000-02,7.736,
2000-03,7.764,
2000-04,7.770,
2000-05,7.852,
2000-06,7.871,
2000-07,7.818,
2000-08,7.896,
2000-09,7.938,
2000-10,7.922,
2000-11,7.948,
2000-12,7.953,
2001-01,11.499,
2001-02,11.408,
2001-03,11.899,
2001-04,11.912,
2001-05,12.340,
2001-06,12.397,
2001-07,12.581,
2001-08,12.844,
2001-09,13.013,
2001-10,13.301,
2001-11,13.190,
2001-12,13.351,
2002-01,13.937,
2002-02,14.154,
2002-03,14.419,
2002-04,14.598,
2002-05,20.658,
2002-06,18.504,
2002-07,18.515,
2002-08,18.377,
2002-09,18.368,
2002-10,18.231,
2002-11,18.288,
2002-12,18.261,
2003-01,18.102,
2003-02,17.918,
2003-03,17.407,
2003-04,17.423,
2003-05,17.290,
2003-06,17.056,
2003-07,17.385,
2003-08,17.463,
2003-09,17.660,
2003-10,18.024,
2003-11,18.002,
2003-12,17.951,
2004-01,17.919,
2004-02,17.874,
2004-03,18.083,
2004-04,18.289,
2004-05,18.591,
2004-06,19.058,
2004-07,19.580,
2004-08,19.862,
2004-09,20.462,
2004-10,20.668,
2004-11,22.086,
2004-12,22.824,
2005-01,23.011,
2005-02,23.846,
2005-03,23.882,
2005-04,24.300,
2005-05,24.570,
2005-06,24.946,
2005-07,25.447,
2005-08,25.857,
2005-09,26.411,
2005-10,27.096,
2005-11,27.531,
2005-12,52.532,
2006-01,53.003,
2006-02,53.147,
2006-03,53.164,
2006-04,53.579,
2006-05,54.279,
2006-06,54.520,
2006-07,54.909,
2006-08,55.082,
2006-09,54.807,
2006-10,54.732,
2006-11,55.514,
2006-12,55.248,
2007-01,55.531,
2007-02,55.819,
2007-03,55.541,
2007-04,55.703,
2007-05,55.595,
2007-06,56.127,
2007-07,56.405,
2007-08,56.826,
2007-09,57.462,
2007-10,57.235,
2007-11,57.042,
2007-12,57.644,
2008-01,57.522,
2008-02,57.420,
2008-03,50.573,
2008-04,51.010,
2008-05,51.419,
2008-06,51.901,
2008-07,51.785,
2008-08,51.492,
2008-09,51.550,
2008-10,51.483,
2008-11,51.142,
2008-12,63.194,
2009-01,62.189,
2009-02,61.979,
2009-03,61.918,
2009-04,62.779,
2009-05,63.194,
2009-06,63.218,
2009-07,62.830,
2009-08,62.512,
2009-09,63.345,
2009-10,63.178,
2009-11,62.519,
2009-12,62.327,
2010-01,62.094,
2010-02,62.119,
2010-03,60.612,
2010-04,60.525,
2010-05,60.495,
2010-06,61.627,
2010-07,62.245,
2010-08,65.831,
2010-09,65.967,
2010-10,65.639,
2010-11,65.623,
2010-12,65.313,
2011-01,64.916,
2011-02,65.060,
2011-03,64.683,
2011-04,64.402,
2011-05,64.409,
2011-06,64.190,
2011-07,64.623,
2011-08,64.439,
2011-09,64.720,
2011-10,64.937,
2011-11,65.460,
2011-12,65.455,
2012-01,64.906,
2012-02,64.691,
2012-03,64.433,
2012-04,64.627,
2012-05,64.409,
2012-06,64.268,
2012-07,63.095,
2012-08,62.960,
2012-09,62.569,
2012-10,62.220,
2012-11,61.790,
2012-12,61.276,
2013-01,61.029,
2013-02,61.611,
2013-03,63.597,
2013-04,46.393,
2013-05,46.202,
2013-06,45.824,
2013-07,46.350,
2013-08,45.921,
2013-09,45.147,
2013-10,45.233,
2013-11,44.895,
2013-12,44.393,
2014-01,43.575,
2014-02,43.341,
2014-03,44.731,
2014-04,43.363,
2014-05,43.151,
2014-06,42.833,
2014-07,42.332,
2014-08,42.354,
2014-09,45.000,
2014-10,44.326,
2014-11,44.072,
2014-12,43.604,Provisional value
