"",BBK01.OEAA05U,BBK01.OEAA05U_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:20:41,
2002-01,21.072,
2002-04,21.273,
2002-07,21.318,
2002-10,21.965,
2003-01,21.825,
2003-04,21.948,
2003-07,22.002,
2003-10,22.123,
2004-01,22.098,
2004-04,21.598,
2004-07,21.738,
2004-10,21.909,
2005-01,22.249,
2005-04,22.120,
2005-07,22.274,
2005-10,22.295,
2006-01,22.255,
2006-04,22.387,
2006-07,22.573,
2006-10,22.603,
2007-01,22.424,
2007-04,22.361,
2007-07,22.264,
2007-10,22.504,
2008-01,22.069,
2008-04,22.064,
2008-07,22.101,
2008-10,22.226,
2009-01,22.034,
2009-04,23.042,
2009-07,23.259,
2009-10,23.471,
2010-01,23.501,
2010-04,23.585,
2010-07,23.696,
2010-10,23.784,
2011-01,23.860,
2011-04,24.023,
2011-07,24.104,
2011-10,24.103,
2012-01,24.179,
2012-04,24.690,
2012-07,24.854,
2012-10,24.921,
2013-01,25.576,
2013-04,26.009,
2013-07,26.417,
2013-10,26.771,
2014-01,27.011,
2014-04,27.273,
2014-07,27.248,
