"",BBK01.PQK354,BBK01.PQK354_FLAGS
"",Lending to domestic enterprises / Total / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:15,
1968-10,1.503,
1969-01,1.473,
1969-04,1.467,
1969-07,1.618,
1969-10,1.871,
1970-01,1.838,
1970-04,1.754,
1970-07,1.977,
1970-10,2.090,
1971-01,2.057,
1971-04,2.185,
1971-07,2.553,
1971-10,2.680,
1972-01,2.573,
1972-04,2.586,
1972-07,2.813,
1972-10,3.048,
1973-01,2.963,
1973-04,2.969,
1973-07,2.854,
1973-10,3.285,
1974-01,3.239,
1974-04,3.454,
1974-07,3.971,
1974-10,4.277,
1975-01,4.025,
1975-04,3.917,
1975-07,3.975,
1975-10,3.979,
1976-01,3.937,
1976-04,4.056,
1976-07,4.352,
1976-10,4.433,
1977-01,4.509,
1977-04,4.621,
1977-07,4.558,
1977-10,4.758,
1978-01,4.739,
1978-04,5.008,
1978-07,5.425,
1978-10,5.887,
1979-01,5.989,
1979-04,6.415,
1979-07,6.723,
1979-10,6.956,
1980-01,6.222,
1980-04,6.654,
1980-07,6.743,
1980-10,7.719,
1981-01,7.405,
1981-04,7.373,
1981-07,7.626,
1981-10,7.753,
1982-01,7.435,
1982-04,7.440,
1982-07,7.871,
1982-10,7.840,
1983-01,7.327,
1983-04,7.553,
1983-07,8.020,
1983-10,7.982,
1984-01,8.059,
1984-04,8.064,
1984-07,8.857,
1984-10,9.456,
1985-01,9.344,
1985-04,9.625,
1985-07,9.650,
1985-10,10.080,
1986-01,9.425,
1986-04,9.510,
1986-07,9.407,
1986-10,9.748,
1987-01,9.005,
1987-04,8.985,
1987-07,9.110,
1987-10,9.524,
1988-01,9.180,
1988-04,9.633,
1988-07,9.695,
1988-10,10.037,
1989-01,9.746,
1989-04,10.162,
1989-07,10.322,
1989-10,10.634,
1990-01,10.723,
1990-04,18.552,
1990-07,16.824,
1990-10,18.452,
1991-01,14.398,
1991-04,15.231,
1991-07,15.343,
1991-10,15.351,
1992-01,14.900,
1992-04,15.038,
1992-07,15.213,
1992-10,15.990,
1993-01,13.803,
1993-04,14.101,
1993-07,14.743,
1993-10,16.186,
1994-01,15.535,
1994-04,15.522,
1994-07,15.532,
1994-10,15.738,
1995-01,14.966,
1995-04,15.460,
1995-07,15.504,
1995-10,16.551,
1996-01,17.406,
1996-04,17.795,
1996-07,17.973,
1996-10,18.761,
1997-01,18.469,
1997-04,19.239,
1997-07,19.320,
1997-10,21.905,
1998-01,21.873,
1998-04,22.024,
1998-07,22.379,
1998-10,25.961,
1999-01,26.772,
1999-04,27.915,
1999-07,28.070,
1999-10,28.257,
2000-01,29.565,
2000-04,29.852,
2000-07,31.198,
2000-10,29.613,
2001-01,29.322,
2001-04,29.811,
2001-07,27.235,
2001-10,26.703,
2002-01,27.156,
2002-04,25.075,
2002-07,25.158,
2002-10,24.285,
2003-01,23.753,
2003-04,23.521,
2003-07,21.976,
2003-10,22.781,
2004-01,20.839,
2004-04,21.080,
2004-07,19.427,
2004-10,18.382,
2005-01,19.697,
2005-04,18.464,
2005-07,18.321,
2005-10,16.943,
2006-01,17.909,
2006-04,17.149,
2006-07,17.451,
2006-10,16.724,
2007-01,17.000,
2007-04,17.702,
2007-07,17.729,
2007-10,19.001,
2008-01,21.829,
2008-04,21.871,
2008-07,21.261,
2008-10,21.922,
2009-01,23.335,
2009-04,24.027,
2009-07,21.216,
2009-10,22.534,
2010-01,23.033,
2010-04,20.743,
2010-07,23.689,
2010-10,20.477,
2011-01,23.319,
2011-04,21.232,
2011-07,23.650,
2011-10,21.611,
2012-01,24.542,
2012-04,23.257,
2012-07,23.361,
2012-10,24.910,
2013-01,25.859,
2013-04,25.040,
2013-07,21.492,
2013-10,21.323,
2014-01,21.373,
2014-04,21.593,
2014-07,21.981,
2014-10,22.135,
