"",BBK01.WU0187,BBK01.WU0187_FLAGS
"",Change in domestic public limited companies?capital due to change of legal form /Increase,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-09 06:39:48,
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,2,
1957-05,-,Nothing exists
1957-06,-,Nothing exists
1957-07,5,
1957-08,62,
1957-09,5,
1957-10,3,
1957-11,1,
1957-12,-,Nothing exists
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,72,
1958-06,-,Nothing exists
1958-07,1,
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,26,
1958-11,2,
1958-12,-,Nothing exists
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,1,
1959-07,-,Nothing exists
1959-08,2,
1959-09,-,Nothing exists
1959-10,1,
1959-11,-,Nothing exists
1959-12,4,
1960-01,61,
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,8,
1960-06,-,Nothing exists
1960-07,1,
1960-08,307,
1960-09,-,Nothing exists
1960-10,1,
1960-11,-,Nothing exists
1960-12,1,
1961-01,-,Nothing exists
1961-02,1,
1961-03,1,
1961-04,-,Nothing exists
1961-05,0,
1961-06,0,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,11,
1961-12,-,Nothing exists
1962-01,8,
1962-02,33,
1962-03,9,
1962-04,6,
1962-05,-,Nothing exists
1962-06,0,
1962-07,8,
1962-08,3,
1962-09,1,
1962-10,2,
1962-11,-,Nothing exists
1962-12,22,
1963-01,2,
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,4,
1963-05,0,
1963-06,11,
1963-07,3,
1963-08,92,
1963-09,-,Nothing exists
1963-10,0,
1963-11,23,
1963-12,-,Nothing exists
1964-01,2,
1964-02,-,Nothing exists
1964-03,5,
1964-04,2,
1964-05,0,
1964-06,-,Nothing exists
1964-07,2,
1964-08,4,
1964-09,0,
1964-10,1,
1964-11,1,
1964-12,0,
1965-01,-,Nothing exists
1965-02,1,
1965-03,0,
1965-04,-,Nothing exists
1965-05,22,
1965-06,0,
1965-07,0,
1965-08,-,Nothing exists
1965-09,-,Nothing exists
1965-10,1,
1965-11,9,
1965-12,5,
1966-01,1,
1966-02,1,
1966-03,1,
1966-04,-,Nothing exists
1966-05,0,
1966-06,5,
1966-07,-,Nothing exists
1966-08,1,
1966-09,-,Nothing exists
1966-10,-,Nothing exists
1966-11,-,Nothing exists
1966-12,-,Nothing exists
1967-01,-,Nothing exists
1967-02,-,Nothing exists
1967-03,-,Nothing exists
1967-04,-,Nothing exists
1967-05,-,Nothing exists
1967-06,-,Nothing exists
1967-07,2,
1967-08,1,
1967-09,5,
1967-10,-,Nothing exists
1967-11,0,
1967-12,1,
1968-01,-,Nothing exists
1968-02,1,
1968-03,0,
1968-04,1,
1968-05,-,Nothing exists
1968-06,2,
1968-07,8,
1968-08,7,
1968-09,104,
1968-10,-,Nothing exists
1968-11,-,Nothing exists
1968-12,25,
1969-01,6,
1969-02,-,Nothing exists
1969-03,1,
1969-04,1,
1969-05,-,Nothing exists
1969-06,9,
1969-07,10,
1969-08,-,Nothing exists
1969-09,-,Nothing exists
1969-10,0,
1969-11,-,Nothing exists
1969-12,73,
1970-01,1,
1970-02,2,
1970-03,-,Nothing exists
1970-04,1,
1970-05,31,
1970-06,5,
1970-07,102,
1970-08,4,
1970-09,6,
1970-10,5,
1970-11,79,
1970-12,257,
1971-01,19,
1971-02,-,Nothing exists
1971-03,6,
1971-04,7,
1971-05,10,
1971-06,14,
1971-07,50,
1971-08,13,
1971-09,102,
1971-10,18,
1971-11,5,
1971-12,64,
1972-01,7,
1972-02,-,Nothing exists
1972-03,5,
1972-04,103,
1972-05,-,Nothing exists
1972-06,43,
1972-07,30,
1972-08,28,
1972-09,10,
1972-10,115,
1972-11,35,
1972-12,120,
1973-01,13,
1973-02,1,
1973-03,43,
1973-04,54,
1973-05,34,
1973-06,1,
1973-07,37,
1973-08,0,
1973-09,1,
1973-10,4,
1973-11,31,
1973-12,52,
1974-01,26,
1974-02,77,
1974-03,-,Nothing exists
1974-04,-,Nothing exists
1974-05,30,
1974-06,-,Nothing exists
1974-07,1,
1974-08,-,Nothing exists
1974-09,1,
1974-10,0,
1974-11,8,
1974-12,10,
1975-01,153,
1975-02,1,
1975-03,0,
1975-04,1,
1975-05,2,
1975-06,-,Nothing exists
1975-07,0,
1975-08,1,
1975-09,3,
1975-10,7,
1975-11,-,Nothing exists
1975-12,102,
1976-01,-,Nothing exists
1976-02,41,
1976-03,-,Nothing exists
1976-04,-,Nothing exists
1976-05,-,Nothing exists
1976-06,0,
1976-07,17,
1976-08,-,Nothing exists
1976-09,-,Nothing exists
1976-10,-,Nothing exists
1976-11,1,
1976-12,-,Nothing exists
1977-01,-,Nothing exists
1977-02,7,
1977-03,-,Nothing exists
1977-04,-,Nothing exists
1977-05,-,Nothing exists
1977-06,118,
1977-07,65,
1977-08,0,
1977-09,57,
1977-10,13,
1977-11,4,
1977-12,13,
1978-01,5,
1978-02,1,
1978-03,2,
1978-04,0,
1978-05,-,Nothing exists
1978-06,-,Nothing exists
1978-07,0,
1978-08,2,
1978-09,52,
1978-10,13,
1978-11,1,
1978-12,1,
1979-01,1,
1979-02,1,
1979-03,-,Nothing exists
1979-04,-,Nothing exists
1979-05,21,
1979-06,2,
1979-07,51,
1979-08,23,
1979-09,-,Nothing exists
1979-10,1,
1979-11,-,Nothing exists
1979-12,2,
1980-01,1,
1980-02,4,
1980-03,1,
1980-04,-,Nothing exists
1980-05,-,Nothing exists
1980-06,-,Nothing exists
1980-07,12,
1980-08,7,
1980-09,20,
1980-10,15,
1980-11,0,
1980-12,1,
1981-01,62,
1981-02,0,
1981-03,3,
1981-04,3,
1981-05,-,Nothing exists
1981-06,-,Nothing exists
1981-07,3,
1981-08,-,Nothing exists
1981-09,1,
1981-10,1,
1981-11,-,Nothing exists
1981-12,0,
1982-01,-,Nothing exists
1982-02,3,
1982-03,-,Nothing exists
1982-04,17,
1982-05,-,Nothing exists
1982-06,1,
1982-07,8,
1982-08,5,
1982-09,10,
1982-10,-,Nothing exists
1982-11,1,
1982-12,-,Nothing exists
1983-01,5,
1983-02,-,Nothing exists
1983-03,-,Nothing exists
1983-04,6,
1983-05,-,Nothing exists
1983-06,10,
1983-07,56,
1983-08,3,
1983-09,1,
1983-10,1,
1983-11,82,
1983-12,6,
1984-01,15,
1984-02,-,Nothing exists
1984-03,26,
1984-04,11,
1984-05,-,Nothing exists
1984-06,41,
1984-07,38,
1984-08,52,
1984-09,2,
1984-10,7,
1984-11,6,
1984-12,130,
1985-01,7,
1985-02,4,
1985-03,13,
1985-04,10,
1985-05,-,Nothing exists
1985-06,49,
1985-07,30,
1985-08,10,
1985-09,1,
1985-10,0,
1985-11,0,
1985-12,40,
1986-01,-,Nothing exists
1986-02,1,
1986-03,65,
1986-04,11,
1986-05,37,
1986-06,49,
1986-07,84,
1986-08,133,
1986-09,39,
1986-10,26,
1986-11,66,
1986-12,15,
1987-01,-,Nothing exists
1987-02,0,
1987-03,39,
1987-04,10,
1987-05,21,
1987-06,139,
1987-07,224,
1987-08,58,
1987-09,4,
1987-10,35,
1987-11,1,
1987-12,10,
1988-01,37,
1988-02,2,
1988-03,-,Nothing exists
1988-04,14,
1988-05,19,
1988-06,6,
1988-07,25,
1988-08,35,
1988-09,3,
1988-10,70,
1988-11,187,
1988-12,35,
1989-01,10,
1989-02,351,
1989-03,109,
1989-04,14,
1989-05,42,
1989-06,1065,
1989-07,49,
1989-08,35,
