"",BBK01.QUX308,BBK01.QUX308_FLAGS
"","All foreign subsidiaries: Short-term liabilities to foreign banks / China, Taiwan / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:21:35,
2001-12,0.653,
2002-01,0.635,
2002-02,0.728,
2002-03,0.713,
2002-04,0.766,
2002-05,0.754,
2002-06,0.765,
2002-07,0.663,
2002-08,0.630,
2002-09,0.507,
2002-10,0.511,
2002-11,0.487,
2002-12,0.446,
2003-01,0.565,
2003-02,0.538,
2003-03,0.454,
2003-04,0.447,
2003-05,0.403,
2003-06,0.331,
2003-07,0.273,
2003-08,0.274,
2003-09,0.314,
2003-10,0.254,
2003-11,0.288,
2003-12,0.189,
2004-01,0.212,
2004-02,0.206,
2004-03,0.207,
2004-04,0.200,
2004-05,0.180,
2004-06,0.212,
2004-07,0.084,
2004-08,0.057,
2004-09,0.065,
2004-10,0.085,
2004-11,0.090,
2004-12,0.155,
2005-01,0.081,
2005-02,0.151,
2005-03,0.096,
2005-04,0.126,
2005-05,0.237,
2005-06,0.153,
2005-07,0.077,
2005-08,0.138,
2005-09,0.126,
2005-10,0.187,
2005-11,0.127,
2005-12,0.212,
2006-01,0.150,
2006-02,0.248,
2006-03,0.146,
2006-04,0.197,
2006-05,0.094,
2006-06,0.211,
2006-07,0.167,
2006-08,0.175,
2006-09,0.165,
2006-10,0.147,
2006-11,0.206,
2006-12,0.257,
2007-01,.,No value available
2007-02,.,No value available
2007-03,.,No value available
2007-04,.,No value available
2007-05,.,No value available
2007-06,.,No value available
2007-07,.,No value available
2007-08,.,No value available
2007-09,.,No value available
2007-10,.,No value available
2007-11,.,No value available
2007-12,.,No value available
2008-01,.,No value available
2008-02,0.025,
2008-03,.,No value available
2008-04,0.073,
2008-05,0.014,
2008-06,.,No value available
2008-07,.,No value available
2008-08,0.020,
2008-09,0.076,
2008-10,.,No value available
2008-11,0.021,
2008-12,0.078,
2009-01,0.083,
2009-02,0.024,
2009-03,.,No value available
2009-04,0.132,
2009-05,.,No value available
2009-06,0.057,
2009-07,.,No value available
2009-08,0.074,
2009-09,0.039,
2009-10,0.015,
2009-11,.,No value available
2009-12,0.078,
2010-01,0.044,
2010-02,0.060,
2010-03,0.091,
2010-04,0.016,
2010-05,0.051,
2010-06,0.060,
2010-07,0.029,
2010-08,0.055,
2010-09,0.070,
2010-10,0.044,
2010-11,0.057,
2010-12,0.146,
2011-01,0.072,
2011-02,0.110,
2011-03,0.051,
2011-04,0.049,
2011-05,0.068,
2011-06,0.028,
2011-07,0.028,
2011-08,0.045,
2011-09,0.051,
2011-10,0.000,
2011-11,0.022,
2011-12,0.050,
2012-01,0.028,
2012-02,0.020,
2012-03,0.027,
2012-04,0.037,
2012-05,0.046,
2012-06,0.037,
2012-07,0.035,
2012-08,0.068,
2012-09,0.035,
2012-10,0.000,
2012-11,0.034,
2012-12,0.094,
2013-01,0.077,
2013-02,0.070,
2013-03,0.107,
2013-04,0.036,
2013-05,0.034,
2013-06,0.058,
2013-07,0.032,
2013-08,0.051,
2013-09,0.035,
2013-10,0.042,
2013-11,0.046,
2013-12,0.039,
2014-01,0.055,
2014-02,0.059,
2014-03,0.065,
2014-04,0.034,
2014-05,0.034,
2014-06,0.039,
2014-07,0.036,
2014-08,0.024,
2014-09,0.026,
2014-10,0.033,
2014-11,0.031,
