"",BBK01.TZ4954,BBK01.TZ4954_FLAGS
"",Deposits / Overnight / German contribution / Financial transactions (flows) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:07,
1999-01,11.4,
1999-02,1.9,
1999-03,1.3,
1999-04,6.9,
1999-05,7.0,
1999-06,10.3,
1999-07,-0.4,
1999-08,2.3,
1999-09,3.7,
1999-10,-0.1,
1999-11,5.5,
1999-12,-13.2,
2000-01,21.3,
2000-02,7.2,
2000-03,1.4,
2000-04,7.8,
2000-05,-8.7,
2000-06,-3.0,
2000-07,-2.9,
2000-08,-1.3,
2000-09,-4.1,
2000-10,1.6,
2000-11,3.3,
2000-12,0.7,
2001-01,6.9,
2001-02,9.9,
2001-03,4.0,
2001-04,4.3,
2001-05,6.0,
2001-06,6.1,
2001-07,0.6,
2001-08,9.5,
2001-09,14.2,
2001-10,3.5,
2001-11,7.6,
2001-12,7.9,
2002-01,5.5,
2002-02,-1.0,
2002-03,1.7,
2002-04,7.0,
2002-05,8.4,
2002-06,7.7,
2002-07,3.4,
2002-08,0.5,
2002-09,5.7,
2002-10,4.9,
2002-11,11.8,
2002-12,12.6,
2003-01,-8.6,
2003-02,7.7,
2003-03,7.2,
2003-04,7.3,
2003-05,6.2,
2003-06,14.6,
2003-07,-5.0,
2003-08,4.8,
2003-09,5.3,
2003-10,6.5,
2003-11,4.8,
2003-12,-1.0,
2004-01,9.0,
2004-02,8.2,
2004-03,1.4,
2004-04,5.2,
2004-05,-3.4,
2004-06,1.1,
2004-07,-0.5,
2004-08,4.9,
2004-09,8.7,
2004-10,-0.1,
2004-11,10.2,
2004-12,-19.0,
2005-01,24.1,
2005-02,7.6,
2005-03,0.8,
2005-04,1.9,
2005-05,8.3,
2005-06,7.1,
2005-07,9.3,
2005-08,4.9,
2005-09,1.1,
2005-10,6.5,
2005-11,-4.4,
2005-12,2.4,
2006-01,4.2,
2006-02,-0.4,
2006-03,8.6,
2006-04,8.6,
2006-05,4.1,
2006-06,0.0,
2006-07,-0.7,
2006-08,-4.1,
2006-09,-5.1,
2006-10,-4.3,
2006-11,8.4,
2006-12,15.3,
2007-01,0.9,
2007-02,1.5,
2007-03,4.6,
2007-04,-3.1,
2007-05,8.0,
2007-06,6.0,
2007-07,11.9,
2007-08,-5.2,
2007-09,7.4,
2007-10,-9.5,
2007-11,11.3,
2007-12,-4.1,
2008-01,5.3,
2008-02,-2.1,
2008-03,10.1,
2008-04,-14.1,
2008-05,2.6,
2008-06,4.6,
2008-07,-14.1,
2008-08,3.0,
2008-09,11.5,
2008-10,28.2,
2008-11,-8.8,
2008-12,12.7,
2009-01,60.9,
2009-02,19.6,
2009-03,0.4,
2009-04,30.5,
2009-05,3.7,
2009-06,16.7,
2009-07,10.8,
2009-08,14.2,
2009-09,15.4,
2009-10,25.7,
2009-11,4.1,
2009-12,-2.7,
2010-01,33.4,
2010-02,3.3,
2010-03,-11.1,
2010-04,37.2,
2010-05,11.4,
2010-06,0.3,
2010-07,6.0,
2010-08,2.2,
2010-09,-3.3,
2010-10,-1.9,
2010-11,6.9,
2010-12,6.3,
2011-01,20.3,
2011-02,-12.7,
2011-03,8.4,
2011-04,1.8,
2011-05,1.1,
2011-06,8.5,
2011-07,1.3,
2011-08,11.5,
2011-09,2.4,
2011-10,3.1,
2011-11,2.1,
2011-12,14.3,
2012-01,7.1,
2012-02,12.4,
2012-03,15.5,
2012-04,2.9,
2012-05,17.8,
2012-06,20.3,
2012-07,25.2,
2012-08,10.3,
2012-09,19.4,
2012-10,45.2,
2012-11,7.1,
2012-12,11.8,
2013-01,6.3,
2013-02,5.2,
2013-03,-1.6,
2013-04,19.7,
2013-05,6.4,
2013-06,3.9,
2013-07,12.6,
2013-08,9.7,
2013-09,9.0,
2013-10,13.3,
2013-11,-6.8,
2013-12,6.2,
2014-01,14.1,
2014-02,11.7,
2014-03,2.6,
2014-04,23.1,
2014-05,12.1,
2014-06,-2.0,
2014-07,8.0,
2014-08,11.3,
2014-09,2.4,
2014-10,9.0,
2014-11,10.1,
2014-12,3.4,Provisional value
2015-01,35.7,
