"",BBK01.QUY422,BBK01.QUY422_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign general government / Egypt / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:34:13,
2002-03,0.000,
2002-04,0.017,
2002-05,0.015,
2002-06,0.013,
2002-07,0.000,
2002-08,-0.002,
2002-09,0.000,
2002-10,0.000,
2002-11,0.000,
2002-12,0.000,
2003-01,0.002,
2003-02,0.002,
2003-03,0.002,
2003-04,0.000,
2003-05,0.000,
2003-06,0.000,
2003-07,0.000,
2003-08,0.010,
2003-09,0.000,
2003-10,0.000,
2003-11,0.009,
2003-12,0.009,
2004-01,0.012,
2004-02,0.011,
2004-03,0.011,
2004-04,0.014,
2004-05,0.012,
2004-06,0.010,
2004-07,0.010,
2004-08,0.013,
2004-09,0.012,
2004-10,0.011,
2004-11,0.010,
2004-12,0.012,
2005-01,0.016,
2005-02,0.016,
2005-03,0.015,
2005-04,0.015,
2005-05,0.031,
2005-06,0.088,
2005-07,0.130,
2005-08,0.130,
2005-09,0.149,
2005-10,0.136,
2005-11,0.095,
2005-12,0.100,
2006-01,0.091,
2006-02,0.137,
2006-03,0.150,
2006-04,0.122,
2006-05,0.052,
2006-06,0.040,
2006-07,0.020,
2006-08,0.020,
2006-09,0.017,
2006-10,0.024,
2006-11,0.034,
2006-12,0.019,
2007-01,0.029,
2007-02,0.038,
2007-03,0.068,
2007-04,0.114,
2007-05,0.155,
2007-06,0.144,
2007-07,0.153,
2007-08,0.092,
2007-09,0.118,
2007-10,0.208,
2007-11,0.164,
2007-12,0.164,
2008-01,0.275,
2008-02,0.419,
2008-03,0.380,
2008-04,0.508,
2008-05,0.520,
2008-06,0.524,
2008-07,0.501,
2008-08,0.524,
2008-09,0.312,
2008-10,0.026,
2008-11,0.018,
2008-12,0.005,
2009-01,0.006,
2009-02,0.002,
2009-03,0.010,
2009-04,0.002,
2009-05,0.028,
2009-06,0.129,
2009-07,0.203,
2009-08,0.145,
2009-09,0.205,
2009-10,0.277,
2009-11,0.238,
2009-12,0.261,
2010-01,0.263,
2010-02,0.278,
2010-03,0.365,
2010-04,0.418,
2010-05,0.141,
2010-06,0.181,
2010-07,0.201,
2010-08,0.748,
2010-09,0.316,
2010-10,0.281,
2010-11,0.302,
2010-12,0.080,
2011-01,-0.147,
2011-02,0.012,
2011-03,0.007,
2011-04,0.010,
2011-05,0.014,
2011-06,0.074,
2011-07,0.081,
2011-08,0.007,
2011-09,0.005,
2011-10,0.006,
2011-11,0.005,
2011-12,0.004,
2012-01,0.004,
2012-02,0.003,
2012-03,0.001,
2012-04,0.000,
2012-05,0.002,
2012-06,0.001,
2012-07,0.002,
2012-08,0.001,
2012-09,-0.001,
2012-10,0.008,
2012-11,0.013,
2012-12,0.014,
2013-01,0.010,
2013-02,0.010,
2013-03,0.007,
2013-04,0.005,
2013-05,0.009,
2013-06,0.005,
2013-07,0.005,
2013-08,0.009,
2013-09,0.008,
2013-10,0.006,
2013-11,0.012,
2013-12,0.006,
2014-01,0.015,
2014-02,0.023,
2014-03,0.023,
2014-04,0.018,
2014-05,0.018,
2014-06,0.022,
2014-07,0.023,
2014-08,0.016,
2014-09,0.014,
2014-10,0.007,
