"",BBK01.OEXB08G,BBK01.OEXB08G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:24:55,
2002-01,51.415,
2002-04,52.741,
2002-07,53.436,
2002-10,52.667,
2003-01,52.258,
2003-04,52.061,
2003-07,52.115,
2003-10,51.424,
2004-01,51.523,
2004-04,52.780,
2004-07,54.161,
2004-10,54.589,
2005-01,20.657,
2005-04,20.673,
2005-07,10.702,
2005-10,10.939,
2006-01,11.208,
2006-04,11.194,
2006-07,11.415,
2006-10,11.468,
2007-01,11.644,
2007-04,11.836,
2007-07,11.978,
2007-10,11.883,
2008-01,11.988,
2008-04,12.359,
2008-07,12.378,
2008-10,12.549,
2009-01,12.641,
2009-04,15.000,
2009-07,14.901,
2009-10,14.546,
2010-01,14.244,
2010-04,13.893,
2010-07,13.732,
2010-10,13.534,
2011-01,13.344,
2011-04,13.263,
2011-07,13.407,
2011-10,13.417,
2012-01,13.431,
2012-04,13.505,
2012-07,13.481,
2012-10,13.400,
2013-01,13.417,
2013-04,13.450,
2013-07,13.324,
2013-10,13.355,
2014-01,13.439,
2014-04,13.725,
2014-07,13.881,
