"",BBK01.QX7614,BBK01.QX7614_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Luxembourg / Euro",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:15:36,
1995-01,29.371,
1995-02,28.340,
1995-03,30.005,
1995-04,29.396,
1995-05,30.268,
1995-06,29.516,
1995-07,29.177,
1995-08,28.957,
1995-09,29.879,
1995-10,29.738,
1995-11,28.720,
1995-12,30.467,
1996-01,29.908,
1996-02,31.663,
1996-03,29.943,
1996-04,28.764,
1996-05,28.136,
1996-06,27.721,
1996-07,29.489,
1996-08,29.553,
1996-09,27.154,
1996-10,28.925,
1996-11,27.514,
1996-12,27.939,
1997-01,28.928,
1997-02,26.754,
1997-03,28.421,
1997-04,25.483,
1997-05,25.141,
1997-06,23.403,
1997-07,21.469,
1997-08,23.510,
1997-09,23.747,
1997-10,24.362,
1997-11,24.176,
1997-12,25.377,
1998-01,28.079,
1998-02,28.254,
1998-03,29.362,
1998-04,28.438,
1998-05,29.095,
1998-06,29.455,
1998-07,30.202,
1998-08,28.971,
1998-09,29.119,
1998-10,31.854,
1998-11,32.363,
1998-12,27.092,
1999-01,35.575,
1999-02,35.626,
1999-03,37.135,
1999-04,32.257,
1999-05,31.784,
1999-06,34.966,
1999-07,33.279,
1999-08,34.371,
1999-09,35.330,
1999-10,34.488,
1999-11,37.916,
1999-12,39.020,
2000-01,38.989,
2000-02,35.208,
2000-03,36.041,
2000-04,38.092,
2000-05,38.354,
2000-06,38.179,
2000-07,36.338,
2000-08,38.769,
2000-09,38.788,
2000-10,40.932,
2000-11,41.439,
2000-12,41.829,
2001-01,41.776,
2001-02,40.220,
2001-03,43.052,
2001-04,42.311,
2001-05,38.675,
2001-06,40.617,
2001-07,42.160,
2001-08,44.437,
2001-09,42.849,
2001-10,42.025,
2001-11,43.624,
2001-12,42.194,
2002-01,45.188,
2002-02,45.297,
2002-03,45.712,
2002-04,45.296,
2002-05,46.194,
2002-06,50.959,
2002-07,42.332,
2002-08,43.013,
2002-09,39.329,
2002-10,42.838,
2002-11,42.045,
2002-12,42.453,
2003-01,40.160,
2003-02,44.483,
2003-03,44.779,
2003-04,41.730,
2003-05,43.765,
2003-06,46.832,
2003-07,49.480,
2003-08,46.763,
2003-09,48.009,
2003-10,49.740,
2003-11,50.046,
2003-12,48.790,
2004-01,49.068,
2004-02,46.733,
2004-03,47.178,
2004-04,46.359,
2004-05,46.635,
2004-06,47.008,
2004-07,46.750,
2004-08,47.142,
2004-09,47.966,
2004-10,48.180,
2004-11,49.004,
2004-12,52.590,
2005-01,54.533,
2005-02,55.564,
2005-03,57.309,
2005-04,53.863,
2005-05,55.240,
2005-06,61.870,
2005-07,60.802,
2005-08,63.471,
2005-09,58.466,
2005-10,64.038,
2005-11,66.951,
2005-12,61.888,
2006-01,67.020,
2006-02,68.484,
2006-03,60.889,
2006-04,62.520,
2006-05,60.329,
2006-06,67.213,
2006-07,66.617,
2006-08,67.019,
2006-09,68.788,
2006-10,68.751,
2006-11,67.491,
2006-12,61.318,
2007-01,61.930,
2007-02,65.705,
2007-03,68.192,
2007-04,66.705,
2007-05,71.105,
2007-06,66.412,
2007-07,68.836,
2007-08,63.538,
2007-09,69.515,
2007-10,65.753,
2007-11,68.250,
2007-12,62.629,
2008-01,58.597,
2008-02,59.166,
2008-03,61.486,
2008-04,64.257,
2008-05,62.860,
2008-06,65.271,
2008-07,60.343,
2008-08,60.603,
2008-09,63.066,
2008-10,63.248,
2008-11,60.158,
2008-12,56.695,
2009-01,49.130,
2009-02,49.725,
2009-03,50.368,
2009-04,51.152,
2009-05,49.487,
2009-06,48.933,
2009-07,44.734,
2009-08,40.855,
2009-09,39.796,
2009-10,40.895,
2009-11,39.074,
2009-12,35.134,
2010-01,38.388,
2010-02,37.863,
2010-03,38.208,
2010-04,35.944,
2010-05,39.718,
2010-06,36.381,
2010-07,35.326,
2010-08,33.892,
2010-09,30.775,
2010-10,31.013,
2010-11,29.510,
2010-12,29.203,
2011-01,31.984,
2011-02,31.809,
2011-03,31.129,
2011-04,29.319,
2011-05,30.509,
2011-06,30.200,
2011-07,27.492,
2011-08,30.270,
2011-09,29.129,
2011-10,29.216,
2011-11,28.856,
2011-12,27.631,
2012-01,28.276,
2012-02,28.873,
2012-03,29.205,
2012-04,29.490,
2012-05,26.441,
2012-06,26.577,
2012-07,27.466,
2012-08,27.464,
2012-09,28.686,
2012-10,26.306,
2012-11,25.927,
2012-12,24.414,
2013-01,24.595,
2013-02,24.204,
2013-03,24.887,
2013-04,24.609,
2013-05,27.136,
2013-06,29.803,
2013-07,28.650,
2013-08,29.465,
2013-09,27.581,
2013-10,28.847,
2013-11,27.465,
2013-12,25.771,
2014-01,23.489,
2014-02,23.095,
2014-03,23.868,
2014-04,24.512,
2014-05,24.897,
2014-06,22.658,
2014-07,24.897,
2014-08,24.562,
2014-09,22.925,
2014-10,23.759,
2014-11,20.645,
