"",BBK01.SU9485,BBK01.SU9485_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / South Africa / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:18:18,
1989-11,-,Nothing exists
1989-12,-,Nothing exists
1990-01,0.174,
1990-02,0.225,
1990-03,0.303,
1990-04,0.216,
1990-05,0.283,
1990-06,0.241,
1990-07,0.194,
1990-08,0.231,
1990-09,0.309,
1990-10,0.218,
1990-11,0.236,
1990-12,0.229,
1991-01,0.224,
1991-02,0.169,
1991-03,0.188,
1991-04,0.224,
1991-05,0.212,
1991-06,0.269,
1991-07,0.243,
1991-08,0.218,
1991-09,0.187,
1991-10,0.184,
1991-11,0.201,
1991-12,0.218,
1992-01,0.173,
1992-02,0.273,
1992-03,0.372,
1992-04,0.224,
1992-05,0.191,
1992-06,0.192,
1992-07,0.201,
1992-08,0.202,
1992-09,0.211,
1992-10,0.218,
1992-11,0.237,
1992-12,0.276,
1993-01,0.337,
1993-02,0.283,
1993-03,.,No value available
1993-04,.,No value available
1993-05,.,No value available
1993-06,.,No value available
1993-07,0.311,
1993-08,.,No value available
1993-09,0.326,
1993-10,0.305,
1993-11,0.357,
1993-12,0.337,
1994-01,0.345,
1994-02,0.365,
1994-03,0.462,
1994-04,0.442,
1994-05,0.333,
1994-06,0.304,
1994-07,0.301,
1994-08,0.286,
1994-09,0.327,
1994-10,0.322,
1994-11,0.315,
1994-12,0.278,
1995-01,0.303,
1995-02,0.303,
1995-03,0.350,
1995-04,0.315,
1995-05,0.295,
1995-06,0.296,
1995-07,0.301,
1995-08,0.307,
1995-09,0.348,
1995-10,0.345,
1995-11,0.447,
1995-12,0.582,
1996-01,0.343,
1996-02,0.320,
1996-03,0.339,
1996-04,0.337,
1996-05,0.368,
1996-06,0.346,
1996-07,0.368,
1996-08,0.367,
1996-09,0.635,
1996-10,0.348,
1996-11,0.345,
1996-12,0.395,
1997-01,0.471,
1997-02,0.504,
1997-03,0.520,
1997-04,0.506,
1997-05,0.576,
1997-06,0.428,
1997-07,0.545,
1997-08,0.558,
1997-09,0.473,
1997-10,0.583,
1997-11,0.436,
1997-12,0.391,
1998-01,0.553,
1998-02,0.595,
1998-03,0.357,
1998-04,0.787,
1998-05,0.588,
1998-06,0.383,
1998-07,0.358,
1998-08,0.490,
1998-09,0.504,
1998-10,0.498,
1998-11,0.456,
1998-12,0.479,
1999-01,0.693,
1999-02,0.564,
1999-03,1.033,
1999-04,0.618,
1999-05,0.742,
1999-06,0.813,
1999-07,1.083,
1999-08,0.940,
1999-09,0.966,
1999-10,1.220,
1999-11,1.257,
1999-12,1.080,
2000-01,1.125,
2000-02,1.178,
2000-03,1.501,
2000-04,1.684,
2000-05,1.162,
2000-06,1.286,
2000-07,1.434,
2000-08,1.334,
2000-09,1.410,
2000-10,1.152,
2000-11,1.256,
2000-12,1.184,
2001-01,1.336,
2001-02,1.153,
2001-03,1.270,
2001-04,1.398,
2001-05,1.347,
2001-06,1.310,
2001-07,1.324,
2001-08,1.373,
2001-09,1.176,
2001-10,1.304,
2001-11,1.268,
2001-12,1.160,
2002-01,1.362,
2002-02,1.347,
2002-03,.,No value available
2002-04,1.658,
2002-05,1.555,
2002-06,1.306,
2002-07,1.233,
2002-08,1.261,
2002-09,1.387,
2002-10,1.557,
2002-11,1.616,
2002-12,1.528,
2003-01,1.591,
2003-02,1.602,
2003-03,1.749,
2003-04,1.653,
2003-05,1.753,
2003-06,1.667,
2003-07,1.639,
2003-08,1.763,
2003-09,1.535,
2003-10,1.639,
2003-11,1.611,
2003-12,1.507,
2004-01,1.614,
2004-02,1.395,
2004-03,1.773,
2004-04,1.859,
2004-05,1.740,
2004-06,2.291,
2004-07,2.282,
2004-08,2.176,
2004-09,2.259,
2004-10,2.251,
2004-11,2.178,
2004-12,2.052,
2005-01,2.232,
2005-02,2.506,
2005-03,2.207,
2005-04,2.242,
2005-05,2.288,
2005-06,2.547,
2005-07,2.651,
2005-08,2.746,
2005-09,2.635,
2005-10,2.712,
2005-11,2.975,
2005-12,2.824,
2006-01,2.492,
2006-02,2.649,
2006-03,3.427,
2006-04,3.789,
2006-05,2.646,
2006-06,3.143,
