"",BBK01.OEAE02I,BBK01.OEAE02I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:03:18,
2002-01,28.031,
2002-04,27.847,
2002-07,26.698,
2002-10,25.934,
2003-01,25.456,
2003-04,25.267,
2003-07,24.873,
2003-10,24.185,
2004-01,24.124,
2004-04,24.227,
2004-07,24.020,
2004-10,23.581,
2005-01,23.554,
2005-04,23.415,
2005-07,22.996,
2005-10,22.298,
2006-01,22.345,
2006-04,21.919,
2006-07,22.089,
2006-10,21.737,
2007-01,21.210,
2007-04,20.912,
2007-07,20.788,
2007-10,20.620,
2008-01,20.436,
2008-04,20.959,
2008-07,21.035,
2008-10,20.862,
2009-01,22.029,
2009-04,22.448,
2009-07,23.292,
2009-10,24.802,
2010-01,24.143,
2010-04,22.606,
2010-07,24.111,
2010-10,25.077,
2011-01,24.293,
2011-04,24.564,
2011-07,24.821,
2011-10,25.409,
2012-01,25.414,
2012-04,25.726,
2012-07,25.994,
2012-10,26.421,
2013-01,26.707,
2013-04,26.844,
2013-07,27.124,
2013-10,27.672,
2014-01,27.457,
2014-04,27.498,
2014-07,27.455,
