"",BBK01.WX0090,BBK01.WX0090_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 18.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:29,
2002-01,5.473,
2002-02,5.573,
2002-03,5.818,
2002-04,5.750,
2002-05,5.755,
2002-06,5.516,
2002-07,5.395,
2002-08,5.216,
2002-09,5.083,
2002-10,5.269,
2002-11,5.232,
2002-12,5.013,
2003-01,4.857,
2003-02,4.838,
2003-03,4.963,
2003-04,4.986,
2003-05,4.658,
2003-06,4.791,
2003-07,5.090,
2003-08,4.966,
2003-09,4.927,
2003-10,5.086,
2003-11,5.176,
2003-12,5.061,
2004-01,5.098,
2004-02,4.958,
2004-03,4.879,
2004-04,5.020,
2004-05,5.172,
2004-06,5.044,
2004-07,4.947,
2004-08,4.785,
2004-09,4.729,
2004-10,4.635,
2004-11,4.473,
2004-12,4.331,
2005-01,4.113,
2005-02,4.281,
2005-03,4.208,
2005-04,4.078,
2005-05,3.919,
2005-06,3.746,
2005-07,3.855,
2005-08,3.681,
2005-09,3.706,
2005-10,3.900,
2005-11,3.928,
2005-12,3.747,
2006-01,3.946,
2006-02,3.939,
2006-03,4.242,
2006-04,4.433,
2006-05,4.525,
2006-06,4.567,
2006-07,4.456,
2006-08,4.256,
2006-09,4.149,
2006-10,4.079,
2006-11,4.053,
2006-12,4.311,
2007-01,4.468,
2007-02,4.327,
2007-03,4.471,
2007-04,4.541,
2007-05,4.786,
2007-06,4.996,
2007-07,4.835,
2007-08,4.836,
2007-09,4.916,
2007-10,4.848,
2007-11,4.900,
2007-12,4.943,
2008-01,4.737,
2008-02,4.698,
2008-03,4.743,
2008-04,4.902,
2008-05,5.058,
2008-06,5.075,
2008-07,4.921,
2008-08,4.758,
2008-09,4.690,
2008-10,4.620,
2008-11,4.105,
2008-12,3.903,
2009-01,4.092,
2009-02,3.954,
2009-03,3.973,
2009-04,3.976,
2009-05,4.273,
2009-06,4.245,
2009-07,4.169,
2009-08,4.057,
2009-09,4.101,
2009-10,4.118,
2009-11,4.047,
2009-12,4.184,
2010-01,4.011,
2010-02,3.938,
2010-03,3.915,
2010-04,3.766,
2010-05,3.450,
2010-06,3.463,
2010-07,3.549,
2010-08,2.727,
2010-09,3.018,
2010-10,3.218,
2010-11,3.517,
2010-12,3.799,
2011-01,3.925,
2011-02,3.894,
2011-03,4.106,
2011-04,4.009,
2011-05,3.850,
2011-06,3.980,
2011-07,3.647,
2011-08,3.394,
2011-09,2.886,
2011-10,2.982,
2011-11,3.092,
2011-12,2.734,
2012-01,2.636,
2012-02,2.664,
2012-03,2.711,
2012-04,2.645,
2012-05,1.954,
2012-06,2.343,
2012-07,2.232,
2012-08,2.197,
2012-09,2.314,
2012-10,2.351,
2012-11,2.281,
2012-12,2.188,
2013-01,2.432,
2013-02,2.374,
2013-03,2.293,
2013-04,2.093,
2013-05,2.392,
2013-06,2.555,
2013-07,2.561,
2013-08,2.774,
2013-09,2.660,
2013-10,2.616,
2013-11,2.650,
2013-12,2.797,
2014-01,2.534,
2014-02,2.512,
2014-03,2.443,
2014-04,2.350,
2014-05,2.229,
2014-06,2.116,
2014-07,1.994,
2014-08,1.621,
2014-09,1.797,
2014-10,1.675,
2014-11,1.461,
2014-12,1.293,
2015-01,1.027,
