"",BBK01.RJ5555,BBK01.RJ5555_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:22:31,
1989,.,No value available
1990,.,No value available
1991,.,No value available
1992,.,No value available
1993,155,
1994,250,
1995,344,
1996,431,
1997,529,
1998,737,
1999,931,
2000,1609,
2001,2009,
2002,2840,
2003,3089,
2004,3780,
2005,4225,
2006,3894,
2007,4789,
2008,5929,
2009,6035,
2010,6327,
2011,5709,
2012,6001,
