"",BBK01.OEAC56N,BBK01.OEAC56N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:42,
2002-01,49.389,
2002-04,49.755,
2002-07,49.853,
2002-10,49.366,
2003-01,48.331,
2003-04,47.777,
2003-07,47.707,
2003-10,44.952,
2004-01,44.939,
2004-04,44.972,
2004-07,45.200,
2004-10,45.613,
2005-01,45.900,
2005-04,46.405,
2005-07,46.557,
2005-10,46.919,
2006-01,58.769,
2006-04,59.063,
2006-07,59.435,
2006-10,59.651,
2007-01,59.384,
2007-04,59.545,
2007-07,59.287,
2007-10,59.239,
2008-01,59.466,
2008-04,61.570,
2008-07,61.330,
2008-10,61.494,
2009-01,61.594,
2009-04,62.979,
2009-07,63.451,
2009-10,62.179,
2010-01,63.639,
2010-04,64.314,
2010-07,65.767,
2010-10,66.316,
2011-01,66.559,
2011-04,66.752,
2011-07,67.169,
2011-10,67.765,
2012-01,67.804,
2012-04,63.853,
2012-07,64.057,
2012-10,64.369,
2013-01,64.736,
2013-04,65.223,
2013-07,66.010,
2013-10,66.141,
2014-01,66.749,
2014-04,66.733,
2014-07,67.291,
