"",BBK01.OEAE29K,BBK01.OEAE29K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:04:00,
2002-01,6.931,
2002-04,7.190,
2002-07,7.283,
2002-10,7.184,
2003-01,7.099,
2003-04,6.912,
2003-07,7.054,
2003-10,6.749,
2004-01,5.973,
2004-04,10.984,
2004-07,11.352,
2004-10,11.849,
2005-01,10.687,
2005-04,10.502,
2005-07,10.750,
2005-10,10.838,
2006-01,11.135,
2006-04,10.873,
2006-07,10.679,
2006-10,10.314,
2007-01,10.486,
2007-04,10.592,
2007-07,10.596,
2007-10,10.335,
2008-01,10.360,
2008-04,10.518,
2008-07,10.636,
2008-10,10.313,
2009-01,11.264,
2009-04,12.066,
2009-07,12.167,
2009-10,12.403,
2010-01,12.167,
2010-04,12.124,
2010-07,11.882,
2010-10,12.145,
2011-01,12.148,
2011-04,12.333,
2011-07,12.412,
2011-10,12.375,
2012-01,12.572,
2012-04,12.814,
2012-07,12.985,
2012-10,13.286,
2013-01,13.137,
2013-04,13.211,
2013-07,13.394,
2013-10,13.443,
2014-01,13.652,
2014-04,13.729,
2014-07,13.812,
