"",BBK01.QUJ389,BBK01.QUJ389_FLAGS
"",Banks in Germany: Liabilities to non-residents / Croatia / Euro,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:44,
1994-01,0.379,
1994-02,0.370,
1994-03,0.368,
1994-04,0.369,
1994-05,0.369,
1994-06,0.380,
1994-07,0.376,
1994-08,0.412,
1994-09,0.368,
1994-10,0.359,
1994-11,0.364,
1994-12,0.376,
1995-01,0.361,
1995-02,0.361,
1995-03,0.381,
1995-04,0.385,
1995-05,0.397,
1995-06,0.387,
1995-07,0.372,
1995-08,0.396,
1995-09,0.389,
1995-10,0.391,
1995-11,0.406,
1995-12,0.473,
1996-01,0.468,
1996-02,0.477,
1996-03,0.494,
1996-04,0.455,
1996-05,0.472,
1996-06,0.485,
1996-07,0.486,
1996-08,0.491,
1996-09,0.484,
1996-10,0.477,
1996-11,0.489,
1996-12,0.525,
1997-01,0.451,
1997-02,0.470,
1997-03,0.481,
1997-04,0.491,
1997-05,0.513,
1997-06,0.633,
1997-07,0.553,
1997-08,0.526,
1997-09,0.607,
1997-10,0.486,
1997-11,0.507,
1997-12,0.594,
1998-01,0.546,
1998-02,0.568,
1998-03,0.556,
1998-04,0.525,
1998-05,0.596,
1998-06,0.659,
1998-07,0.533,
1998-08,0.651,
1998-09,0.555,
1998-10,0.657,
1998-11,0.602,
1998-12,0.645,
1999-01,0.701,
1999-02,0.837,
1999-03,1.124,
1999-04,0.532,
1999-05,0.586,
1999-06,0.737,
1999-07,0.706,
1999-08,0.762,
1999-09,0.665,
1999-10,0.786,
1999-11,0.631,
1999-12,0.568,
2000-01,0.833,
2000-02,0.885,
2000-03,0.806,
2000-04,0.819,
2000-05,0.815,
2000-06,0.955,
2000-07,1.219,
2000-08,1.250,
2000-09,1.311,
2000-10,1.255,
2000-11,1.333,
2000-12,1.392,
2001-01,1.157,
2001-02,1.147,
2001-03,1.138,
2001-04,1.191,
2001-05,1.105,
2001-06,0.981,
2001-07,1.275,
2001-08,1.234,
2001-09,1.331,
2001-10,1.152,
2001-11,0.997,
2001-12,1.832,
2002-01,1.875,
2002-02,1.645,
2002-03,1.211,
2002-04,1.249,
2002-05,1.313,
2002-06,1.088,
2002-07,1.098,
2002-08,0.879,
2002-09,0.817,
2002-10,0.934,
2002-11,0.926,
2002-12,0.869,
2003-01,0.771,
2003-02,0.764,
2003-03,0.903,
2003-04,0.808,
2003-05,0.719,
2003-06,0.766,
2003-07,0.843,
2003-08,0.841,
2003-09,0.903,
2003-10,0.811,
2003-11,1.138,
2003-12,1.192,
2004-01,1.080,
2004-02,1.040,
2004-03,0.931,
2004-04,0.938,
2004-05,0.849,
2004-06,0.983,
2004-07,0.908,
2004-08,1.000,
2004-09,1.033,
2004-10,0.913,
2004-11,0.911,
2004-12,0.983,
2005-01,0.868,
2005-02,0.938,
2005-03,0.877,
2005-04,0.643,
2005-05,0.832,
2005-06,0.788,
2005-07,0.832,
2005-08,0.601,
2005-09,0.587,
2005-10,0.724,
2005-11,0.967,
2005-12,1.142,
2006-01,0.864,
2006-02,1.082,
2006-03,1.292,
2006-04,0.638,
2006-05,0.685,
2006-06,0.693,
2006-07,1.441,
2006-08,1.313,
2006-09,1.492,
2006-10,1.451,
2006-11,1.158,
2006-12,1.364,
2007-01,1.186,
2007-02,1.275,
2007-03,0.966,
2007-04,1.430,
2007-05,0.975,
2007-06,0.926,
2007-07,1.258,
2007-08,1.019,
2007-09,1.518,
2007-10,0.936,
2007-11,1.948,
2007-12,1.483,
2008-01,1.673,
2008-02,1.080,
2008-03,0.951,
2008-04,1.184,
2008-05,1.187,
2008-06,1.039,
2008-07,1.410,
2008-08,1.067,
2008-09,1.485,
2008-10,1.327,
2008-11,1.091,
2008-12,1.328,
2009-01,1.436,
2009-02,1.011,
2009-03,0.870,
2009-04,1.066,
2009-05,1.611,
2009-06,1.262,
2009-07,0.937,
2009-08,0.946,
2009-09,1.207,
2009-10,1.015,
2009-11,1.002,
2009-12,1.114,
2010-01,0.983,
2010-02,1.097,
2010-03,1.621,
2010-04,0.838,
2010-05,0.913,
2010-06,1.051,
2010-07,1.141,
2010-08,1.552,
2010-09,1.272,
2010-10,1.235,
2010-11,1.215,
2010-12,1.085,
2011-01,0.991,
2011-02,1.515,
2011-03,0.904,
2011-04,0.700,
2011-05,0.585,
2011-06,0.752,
2011-07,0.839,
2011-08,0.835,
2011-09,0.903,
2011-10,0.899,
2011-11,0.845,
2011-12,0.442,
2012-01,0.611,
2012-02,0.695,
2012-03,1.036,
2012-04,0.521,
2012-05,0.857,
2012-06,0.652,
2012-07,0.527,
2012-08,0.845,
2012-09,0.469,
2012-10,0.654,
2012-11,0.637,
2012-12,0.662,
2013-01,0.561,
2013-02,0.482,
2013-03,0.556,
2013-04,0.669,
2013-05,0.890,
2013-06,1.006,
2013-07,0.740,
2013-08,1.724,
2013-09,1.364,
2013-10,1.161,
2013-11,1.343,
2013-12,1.057,
2014-01,1.667,
2014-02,1.494,
2014-03,1.924,
2014-04,1.167,
2014-05,0.861,
2014-06,1.200,
2014-07,1.521,
2014-08,1.689,
2014-09,1.326,
2014-10,1.375,
2014-11,1.130,
2014-12,1.322,
