"",BBNZ1.Q.DE.Y.G.0090.A,BBNZ1.Q.DE.Y.G.0090.A_FLAGS
"","Germany / National accounts / Origin of GDP / Real estate activities, Financial and insurance activities / At current prices / Calendar and seasonally adjusted",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:37:47,
1991-01,46.368,
1991-04,47.206,
1991-07,48.095,
1991-10,51.189,
1992-01,51.657,
1992-04,52.252,
1992-07,53.732,
1992-10,55.610,
1993-01,58.424,
1993-04,59.404,
1993-07,60.276,
1993-10,61.456,
1994-01,63.386,
1994-04,63.913,
1994-07,63.993,
1994-10,63.820,
1995-01,64.987,
1995-04,66.538,
1995-07,67.899,
1995-10,69.748,
1996-01,69.642,
1996-04,70.099,
1996-07,70.278,
1996-10,71.791,
1997-01,71.278,
1997-04,72.196,
1997-07,72.559,
1997-10,72.748,
1998-01,71.036,
1998-04,71.252,
1998-07,71.956,
1998-10,74.024,
1999-01,75.312,
1999-04,76.451,
1999-07,75.721,
1999-10,73.944,
2000-01,75.929,
2000-04,73.984,
2000-07,72.384,
2000-10,71.619,
2001-01,74.713,
2001-04,74.918,
2001-07,76.576,
2001-10,80.816,
2002-01,79.527,
2002-04,79.257,
2002-07,80.720,
2002-10,81.943,
2003-01,80.379,
2003-04,80.645,
2003-07,81.720,
2003-10,82.904,
2004-01,83.581,
2004-04,85.300,
2004-07,85.454,
2004-10,85.510,
2005-01,85.656,
2005-04,85.453,
2005-07,86.051,
2005-10,86.434,
2006-01,87.279,
2006-04,88.131,
2006-07,88.553,
2006-10,89.098,
2007-01,90.345,
2007-04,91.135,
2007-07,91.266,
2007-10,90.851,
2008-01,91.589,
2008-04,91.663,
2008-07,91.314,
2008-10,91.660,
2009-01,90.982,
2009-04,92.584,
2009-07,93.383,
2009-10,94.211,
2010-01,93.915,
2010-04,93.473,
2010-07,93.894,
2010-10,93.261,
2011-01,95.488,
2011-04,94.840,
2011-07,95.628,
2011-10,96.241,
2012-01,94.377,
2012-04,94.749,
2012-07,95.407,
2012-10,95.409,
2013-01,95.496,
2013-04,95.838,
2013-07,96.307,
2013-10,96.928,
2014-01,98.267,
2014-04,98.176,
2014-07,98.772,
2014-10,98.992,
