"",BBK01.OUH364,BBK01.OUH364_FLAGS
"",Loans to foreign non-banks for over one year and up to and including five years / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:22,
1999-01,0.189,
1999-02,0.211,
1999-03,0.248,
1999-04,0.239,
1999-05,0.251,
1999-06,0.245,
1999-07,0.260,
1999-08,0.263,
1999-09,0.244,
1999-10,0.240,
1999-11,0.262,
1999-12,0.292,
2000-01,0.436,
2000-02,0.450,
2000-03,0.520,
2000-04,0.528,
2000-05,0.551,
2000-06,0.526,
2000-07,0.478,
2000-08,0.527,
2000-09,0.532,
2000-10,0.547,
2000-11,0.540,
2000-12,0.528,
2001-01,0.533,
2001-02,0.548,
2001-03,0.549,
2001-04,0.542,
2001-05,0.562,
2001-06,0.532,
2001-07,0.561,
2001-08,0.544,
2001-09,0.526,
2001-10,0.546,
2001-11,0.569,
2001-12,0.569,
2002-01,0.495,
2002-02,0.505,
2002-03,0.542,
2002-04,0.545,
2002-05,0.567,
2002-06,0.537,
2002-07,0.468,
2002-08,0.517,
2002-09,0.459,
2002-10,0.464,
2002-11,0.445,
2002-12,0.440,
2003-01,0.438,
2003-02,0.441,
2003-03,0.454,
2003-04,0.429,
2003-05,0.421,
2003-06,0.412,
2003-07,0.360,
2003-08,0.353,
2003-09,0.330,
2003-10,0.331,
2003-11,0.306,
2003-12,0.315,
2004-01,0.309,
2004-02,0.310,
2004-03,0.306,
2004-04,0.292,
2004-05,0.289,
2004-06,0.291,
2004-07,0.290,
2004-08,0.293,
2004-09,0.288,
2004-10,0.294,
2004-11,0.290,
2004-12,0.315,
2005-01,0.317,
2005-02,0.321,
2005-03,0.323,
2005-04,0.324,
2005-05,0.359,
2005-06,0.378,
2005-07,0.362,
2005-08,0.359,
2005-09,0.378,
2005-10,0.386,
2005-11,0.386,
2005-12,0.393,
2006-01,0.368,
2006-02,0.359,
2006-03,0.389,
2006-04,0.339,
2006-05,0.318,
2006-06,0.330,
2006-07,0.349,
2006-08,0.335,
2006-09,0.313,
2006-10,0.318,
2006-11,0.336,
2006-12,0.366,
2007-01,0.370,
2007-02,0.361,
2007-03,0.372,
2007-04,0.367,
2007-05,0.414,
2007-06,0.437,
2007-07,0.454,
2007-08,0.477,
2007-09,0.480,
2007-10,0.509,
2007-11,0.550,
2007-12,0.651,
2008-01,0.668,
2008-02,0.669,
2008-03,0.807,
2008-04,1.017,
2008-05,1.061,
2008-06,1.203,
2008-07,1.202,
2008-08,1.249,
2008-09,1.418,
2008-10,1.456,
2008-11,1.457,
2008-12,1.693,
2009-01,1.695,
2009-02,1.741,
2009-03,1.840,
2009-04,1.873,
2009-05,1.869,
2009-06,1.941,
2009-07,1.909,
2009-08,1.914,
2009-09,1.909,
2009-10,1.904,
2009-11,1.912,
2009-12,1.892,
2010-01,1.883,
2010-02,1.873,
2010-03,1.904,
2010-04,1.912,
2010-05,1.877,
2010-06,1.900,
2010-07,1.895,
2010-08,1.891,
2010-09,1.897,
2010-10,1.917,
2010-11,1.930,
2010-12,1.753,
2011-01,1.726,
2011-02,1.825,
2011-03,1.844,
2011-04,1.851,
2011-05,1.858,
2011-06,1.885,
2011-07,1.913,
2011-08,1.916,
2011-09,1.958,
2011-10,1.987,
2011-11,2.085,
2011-12,2.015,
2012-01,2.031,
2012-02,2.094,
2012-03,1.956,
2012-04,1.960,
2012-05,2.021,
2012-06,2.011,
2012-07,2.053,
2012-08,2.025,
2012-09,2.047,
2012-10,1.950,
2012-11,1.973,
2012-12,1.828,
2013-01,1.836,
2013-02,1.809,
2013-03,1.966,
2013-04,1.773,
2013-05,1.799,
2013-06,1.703,
2013-07,1.682,
2013-08,1.676,
2013-09,1.607,
2013-10,1.693,
2013-11,1.690,
2013-12,1.763,
2014-01,1.735,
2014-02,1.703,
2014-03,1.683,
2014-04,1.693,
2014-05,1.714,
2014-06,1.704,
2014-07,1.754,
2014-08,1.843,
2014-09,1.861,
2014-10,1.854,
2014-11,1.976,
2014-12,2.013,Provisional value
