"",BBK01.OUB196,BBK01.OUB196_FLAGS
"",Time deposits of domestic government / for up and including 1 year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:22:19,
1968-12,2.439,
1969-01,2.356,
1969-02,2.296,
1969-03,2.162,
1969-04,2.115,
1969-05,2.391,
1969-06,2.412,
1969-07,2.430,
1969-08,2.549,
1969-09,2.502,
1969-10,2.621,
1969-11,2.619,
1969-12,3.018,
1970-01,3.002,
1970-02,3.070,
1970-03,2.907,
1970-04,3.004,
1970-05,3.385,
1970-06,3.423,
1970-07,3.564,
1970-08,3.854,
1970-09,3.808,
1970-10,3.801,
1970-11,3.898,
1970-12,4.073,
1971-01,4.180,
1971-02,4.369,
1971-03,4.331,
1971-04,4.475,
1971-05,4.693,
1971-06,4.293,
1971-07,4.055,
1971-08,4.119,
1971-09,4.184,
1971-10,3.933,
1971-11,4.081,
1971-12,4.285,
1972-01,4.310,
1972-02,4.377,
1972-03,3.935,
1972-04,3.966,
1972-05,4.592,
1972-06,4.549,
1972-07,4.540,
1972-08,4.807,
1972-09,4.881,
1972-10,4.889,
1972-11,4.712,
1972-12,5.146,
1973-01,5.489,
1973-02,5.595,
1973-03,5.335,
1973-04,5.199,
1973-05,5.761,
1973-06,5.275,
1973-07,5.110,
1973-08,5.497,
1973-09,5.396,
1973-10,5.108,
1973-11,5.088,
1973-12,5.341,
1974-01,5.519,
1974-02,5.517,
1974-03,5.261,
1974-04,5.476,
1974-05,5.880,
1974-06,5.668,
1974-07,5.452,
1974-08,5.626,
1974-09,5.455,
1974-10,5.293,
1974-11,5.371,
1974-12,5.703,
1975-01,5.652,
1975-02,5.969,
1975-03,5.594,
1975-04,5.132,
1975-05,5.472,
1975-06,5.114,
1975-07,5.136,
1975-08,5.263,
1975-09,4.682,
1975-10,4.729,
1975-11,4.263,
1975-12,4.550,
1976-01,4.727,
1976-02,4.577,
1976-03,4.201,
1976-04,3.999,
1976-05,4.713,
1976-06,4.956,
1976-07,4.933,
1976-08,5.287,
1976-09,5.058,
1976-10,4.908,
1976-11,4.645,
1976-12,5.902,
1977-01,5.666,
1977-02,5.767,
1977-03,5.163,
1977-04,4.992,
1977-05,5.358,
1977-06,5.285,
1977-07,4.897,
1977-08,5.806,
1977-09,5.786,
1977-10,5.570,
1977-11,5.511,
1977-12,6.399,
1978-01,5.483,
1978-02,5.504,
1978-03,5.010,
1978-04,4.786,
1978-05,5.213,
1978-06,5.242,
1978-07,5.410,
1978-08,5.640,
1978-09,5.667,
1978-10,5.459,
1978-11,5.460,
1978-12,5.885,
1979-01,5.496,
1979-02,5.552,
1979-03,5.124,
1979-04,4.736,
1979-05,5.579,
1979-06,5.337,
1979-07,4.931,
1979-08,5.336,
1979-09,5.016,
1979-10,4.528,
1979-11,4.435,
1979-12,5.616,
1980-01,5.658,
1980-02,5.813,
1980-03,5.665,
1980-04,5.107,
1980-05,5.710,
1980-06,5.571,
1980-07,5.123,
1980-08,5.663,
1980-09,5.378,
1980-10,5.222,
1980-11,5.472,
1980-12,6.328,
1981-01,5.758,
1981-02,6.025,
1981-03,5.997,
1981-04,5.771,
1981-05,6.117,
1981-06,6.419,
1981-07,6.396,
1981-08,6.688,
1981-09,6.717,
1981-10,6.257,
1981-11,6.365,
1981-12,7.420,
1982-01,6.723,
1982-02,6.311,
1982-03,6.333,
1982-04,5.923,
1982-05,6.096,
1982-06,6.304,
1982-07,6.259,
1982-08,6.922,
1982-09,6.696,
1982-10,6.472,
1982-11,6.171,
1982-12,7.588,
1983-01,6.689,
1983-02,6.695,
1983-03,6.009,
1983-04,5.950,
1983-05,6.293,
1983-06,6.446,
1983-07,5.897,
1983-08,6.401,
1983-09,6.274,
1983-10,5.821,
1983-11,5.462,
1983-12,6.029,
1984-01,5.629,
1984-02,5.768,
1984-03,5.055,
1984-04,4.781,
1984-05,6.020,
1984-06,6.124,
1984-07,5.469,
1984-08,5.661,
1984-09,5.979,
1984-10,4.965,
1984-11,4.392,
1984-12,5.285,
1985-01,5.263,
1985-02,5.797,
1985-03,5.299,
1985-04,5.254,
1985-05,6.306,
1985-06,6.255,
1985-07,5.822,
1985-08,6.131,
1985-09,5.847,
1985-10,4.623,
1985-11,4.436,
1985-12,6.194,
1986-01,6.039,
1986-02,6.374,
1986-03,5.645,
1986-04,5.679,
1986-05,6.710,
1986-06,6.404,
1986-07,6.485,
1986-08,6.777,
1986-09,6.422,
1986-10,6.207,
1986-11,6.431,
1986-12,7.830,
1987-01,7.419,
1987-02,6.825,
1987-03,6.201,
1987-04,5.822,
1987-05,6.624,
1987-06,6.418,
1987-07,6.093,
1987-08,6.368,
1987-09,6.033,
1987-10,6.163,
1987-11,6.572,
1987-12,7.527,
1988-01,6.680,
1988-02,6.548,
1988-03,5.771,
1988-04,5.748,
1988-05,6.855,
1988-06,6.563,
1988-07,6.209,
1988-08,6.486,
1988-09,6.424,
1988-10,5.849,
1988-11,6.623,
1988-12,8.123,
1989-01,7.080,
1989-02,7.103,
1989-03,6.702,
1989-04,6.804,
1989-05,7.393,
1989-06,7.657,
1989-07,7.302,
1989-08,7.603,
1989-09,7.576,
1989-10,7.388,
1989-11,7.973,
1989-12,9.277,
1990-01,8.106,
1990-02,8.755,
1990-03,8.232,
1990-04,8.088,
1990-05,9.353,
1990-06,10.897,
1990-07,9.519,
1990-08,10.116,
1990-09,10.086,
1990-10,10.283,
1990-11,9.802,
1990-12,11.246,
1991-01,11.277,
1991-02,12.048,
1991-03,11.509,
1991-04,12.079,
1991-05,12.507,
1991-06,12.926,
1991-07,12.085,
1991-08,12.582,
1991-09,12.352,
1991-10,11.458,
1991-11,12.159,
1991-12,11.983,
1992-01,12.011,
1992-02,11.384,
1992-03,10.305,
1992-04,9.700,
1992-05,10.377,
1992-06,9.746,
1992-07,9.971,
1992-08,9.976,
1992-09,10.650,
1992-10,9.815,
1992-11,9.394,
1992-12,11.287,
1993-01,10.861,
1993-02,10.912,
1993-03,10.445,
1993-04,10.239,
1993-05,11.965,
1993-06,11.575,
1993-07,11.671,
1993-08,11.164,
1993-09,10.260,
1993-10,10.932,
1993-11,9.468,
1993-12,11.714,
1994-01,11.306,
1994-02,10.892,
1994-03,10.903,
1994-04,10.632,
1994-05,11.121,
1994-06,10.376,
1994-07,10.005,
1994-08,10.344,
1994-09,9.388,
1994-10,8.933,
1994-11,7.995,
1994-12,10.107,
1995-01,10.533,
1995-02,9.242,
1995-03,8.760,
1995-04,7.258,
1995-05,8.461,
1995-06,9.611,
1995-07,7.576,
1995-08,8.274,
1995-09,7.392,
1995-10,5.983,
1995-11,5.817,
1995-12,7.254,
1996-01,6.962,
1996-02,6.861,
1996-03,6.267,
1996-04,5.683,
1996-05,6.362,
1996-06,5.598,
1996-07,5.787,
1996-08,5.577,
1996-09,5.062,
1996-10,4.253,
1996-11,4.543,
1996-12,5.189,
1997-01,5.540,
1997-02,5.649,
1997-03,5.186,
1997-04,4.410,
1997-05,5.963,
1997-06,4.893,
1997-07,4.958,
1997-08,4.959,
1997-09,4.307,
1997-10,3.809,
1997-11,4.159,
1997-12,5.102,
1998-01,5.329,
1998-02,5.187,
1998-03,4.523,
1998-04,4.710,
1998-05,6.003,
1998-06,5.768,
1998-07,6.173,
1998-08,6.723,
1998-09,5.376,
1998-10,5.326,
1998-11,5.726,
1998-12,6.380,
1999-01,8.847,
1999-02,8.623,
1999-03,8.516,
1999-04,8.570,
1999-05,11.132,
1999-06,10.869,
1999-07,10.711,
1999-08,10.744,
1999-09,10.757,
1999-10,10.609,
1999-11,10.678,
1999-12,12.822,
2000-01,11.550,
2000-02,11.403,
2000-03,10.922,
2000-04,11.123,
2000-05,11.544,
2000-06,12.400,
2000-07,11.432,
2000-08,12.535,
2000-09,13.483,
2000-10,12.722,
2000-11,13.113,
2000-12,17.681,
2001-01,14.358,
2001-02,14.163,
2001-03,13.744,
2001-04,14.654,
2001-05,16.132,
2001-06,15.591,
2001-07,15.534,
2001-08,15.009,
2001-09,14.790,
2001-10,13.817,
2001-11,13.062,
2001-12,14.313,
2002-01,12.628,
2002-02,12.478,
2002-03,12.241,
2002-04,12.223,
2002-05,13.261,
2002-06,13.353,
2002-07,12.669,
2002-08,13.419,
2002-09,13.535,
2002-10,11.453,
2002-11,10.912,
2002-12,12.091,
2003-01,11.274,
2003-02,11.854,
2003-03,12.666,
2003-04,12.557,
2003-05,13.462,
2003-06,13.295,
2003-07,13.555,
2003-08,12.074,
2003-09,10.832,
2003-10,9.262,
2003-11,10.119,
2003-12,11.066,
2004-01,12.642,
2004-02,13.203,
2004-03,12.491,
2004-04,11.729,
2004-05,12.728,
2004-06,12.844,
2004-07,12.587,
2004-08,11.923,
2004-09,11.482,
2004-10,9.933,
2004-11,8.649,
2004-12,9.115,
2005-01,10.544,
2005-02,10.401,
2005-03,10.159,
2005-04,9.154,
2005-05,10.080,
2005-06,10.757,
2005-07,12.999,
2005-08,12.593,
2005-09,12.352,
2005-10,11.354,
2005-11,11.447,
2005-12,10.489,
2006-01,13.533,
2006-02,10.652,
2006-03,12.066,
2006-04,12.381,
2006-05,15.268,
2006-06,17.229,
2006-07,16.465,
2006-08,16.483,
2006-09,16.745,
2006-10,17.416,
2006-11,16.766,
2006-12,14.362,
2007-01,14.903,
2007-02,16.956,
2007-03,17.479,
2007-04,19.417,
2007-05,23.848,
2007-06,24.483,
2007-07,21.761,
2007-08,25.197,
2007-09,24.156,
2007-10,23.181,
2007-11,27.659,
2007-12,29.714,
2008-01,27.835,
2008-02,25.753,
2008-03,24.458,
2008-04,24.707,
2008-05,28.530,
2008-06,29.283,
2008-07,28.825,
2008-08,30.550,
2008-09,30.041,
2008-10,29.338,
2008-11,28.526,
2008-12,28.666,
2009-01,27.077,
2009-02,25.685,
2009-03,24.128,
2009-04,23.373,
2009-05,26.231,
2009-06,28.947,
2009-07,23.568,
2009-08,20.355,
2009-09,17.280,
2009-10,15.592,
2009-11,15.805,
2009-12,13.607,
2010-01,15.909,
2010-02,14.148,
2010-03,14.373,
2010-04,13.618,
2010-05,15.873,
2010-06,14.239,
2010-07,15.880,
2010-08,17.162,
2010-09,17.046,
2010-10,16.774,
2010-11,16.227,
2010-12,17.017,
2011-01,16.450,
2011-02,18.005,
2011-03,18.784,
2011-04,18.617,
2011-05,20.453,
2011-06,24.208,
2011-07,22.552,
2011-08,23.274,
2011-09,23.614,
2011-10,22.955,
2011-11,22.694,
2011-12,22.429,
2012-01,26.806,
2012-02,28.906,
2012-03,28.372,
2012-04,29.124,
2012-05,32.443,
2012-06,35.206,
2012-07,30.481,
2012-08,28.935,
2012-09,30.190,
2012-10,28.409,
2012-11,29.574,
2012-12,33.160,
2013-01,33.134,
2013-02,32.882,
2013-03,35.345,
2013-04,36.071,
2013-05,38.768,
2013-06,39.277,
2013-07,39.231,
2013-08,38.719,
2013-09,37.047,
2013-10,37.132,
2013-11,40.006,
2013-12,36.118,
2014-01,37.397,
2014-02,36.594,
2014-03,36.437,
2014-04,37.575,
2014-05,41.148,
2014-06,40.606,
2014-07,42.688,
2014-08,42.986,
2014-09,39.486,
2014-10,39.413,
2014-11,40.069,
2014-12,37.001,Provisional value
