"",BBK01.OUB406,BBK01.OUB406_FLAGS
"",Balances and loans to foreign banks (MFIs) / long-term / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:47:00,
1999-01,13.552,
1999-02,14.044,
1999-03,13.464,
1999-04,13.309,
1999-05,13.315,
1999-06,12.979,
1999-07,12.124,
1999-08,11.994,
1999-09,11.866,
1999-10,11.384,
1999-11,9.113,
1999-12,9.695,
2000-01,9.879,
2000-02,10.220,
2000-03,10.074,
2000-04,10.099,
2000-05,13.176,
2000-06,13.226,
2000-07,13.736,
2000-08,13.495,
2000-09,14.497,
2000-10,14.538,
2000-11,15.085,
2000-12,15.255,
2001-01,15.012,
2001-02,16.490,
2001-03,15.982,
2001-04,16.337,
2001-05,16.718,
2001-06,17.181,
2001-07,17.551,
2001-08,19.564,
2001-09,20.314,
2001-10,20.577,
2001-11,20.283,
2001-12,21.133,
2002-01,20.848,
2002-02,21.565,
2002-03,22.007,
2002-04,22.121,
2002-05,22.022,
2002-06,21.816,
2002-07,22.907,
2002-08,24.657,
2002-09,24.663,
2002-10,24.588,
2002-11,24.834,
2002-12,23.041,
2003-01,24.445,
2003-02,25.305,
2003-03,24.848,
2003-04,25.018,
2003-05,25.253,
2003-06,25.538,
2003-07,25.614,
2003-08,26.211,
2003-09,27.172,
2003-10,28.957,
2003-11,27.484,
2003-12,28.081,
2004-01,28.362,
2004-02,27.403,
2004-03,29.734,
2004-04,30.269,
2004-05,26.682,
2004-06,25.803,
2004-07,25.660,
2004-08,25.515,
2004-09,25.403,
2004-10,25.234,
2004-11,24.929,
2004-12,23.930,
2005-01,25.103,
2005-02,25.160,
2005-03,26.079,
2005-04,28.685,
2005-05,30.144,
2005-06,32.930,
2005-07,33.207,
2005-08,32.298,
2005-09,32.937,
2005-10,33.964,
2005-11,33.878,
2005-12,34.730,
2006-01,31.896,
2006-02,31.363,
2006-03,31.490,
2006-04,31.576,
2006-05,30.980,
2006-06,32.160,
2006-07,32.375,
2006-08,32.533,
2006-09,32.838,
2006-10,32.125,
2006-11,31.845,
2006-12,34.817,
2007-01,36.282,
2007-02,36.376,
2007-03,35.392,
2007-04,35.449,
2007-05,36.417,
2007-06,37.183,
2007-07,37.844,
2007-08,40.328,
2007-09,41.901,
2007-10,43.135,
2007-11,45.411,
2007-12,46.875,
2008-01,46.565,
2008-02,46.288,
2008-03,46.193,
2008-04,48.002,
2008-05,48.772,
2008-06,47.755,
2008-07,49.467,
2008-08,50.915,
2008-09,51.984,
2008-10,53.423,
2008-11,56.416,
2008-12,54.110,
2009-01,57.879,
2009-02,58.930,
2009-03,58.028,
2009-04,57.529,
2009-05,56.637,
2009-06,57.657,
2009-07,57.840,
2009-08,55.336,
2009-09,56.057,
2009-10,54.625,
2009-11,48.197,
2009-12,49.604,
2010-01,49.055,
2010-02,49.712,
2010-03,50.879,
2010-04,52.594,
2010-05,55.210,
2010-06,56.002,
2010-07,55.348,
2010-08,55.402,
2010-09,54.820,
2010-10,54.273,
2010-11,56.226,
2010-12,57.049,
2011-01,56.670,
2011-02,58.357,
2011-03,59.327,
2011-04,59.384,
2011-05,61.155,
2011-06,61.221,
2011-07,61.757,
2011-08,61.994,
2011-09,63.671,
2011-10,65.049,
2011-11,64.197,
2011-12,62.310,
2012-01,61.579,
2012-02,61.004,
2012-03,59.898,
2012-04,60.256,
2012-05,62.874,
2012-06,63.117,
2012-07,63.731,
2012-08,63.734,
2012-09,63.758,
2012-10,63.101,
2012-11,61.598,
2012-12,64.020,
2013-01,60.507,
2013-02,61.412,
2013-03,62.098,
2013-04,62.051,
2013-05,63.437,
2013-06,62.521,
2013-07,61.260,
2013-08,61.310,
2013-09,59.858,
2013-10,59.843,
2013-11,60.021,
2013-12,61.255,
2014-01,62.231,
2014-02,61.313,
2014-03,61.562,
2014-04,61.999,
2014-05,65.892,
2014-06,66.059,
2014-07,68.300,
2014-08,69.486,
2014-09,70.745,
2014-10,71.800,
2014-11,68.811,
2014-12,73.564,Provisional value
