"",BBK01.AU1723,BBK01.AU1723_FLAGS
"","Credit institutions current account balances / Eurosystem (incl. minimum reserves) Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in Feb. 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 15:18:30,
1999-02,100.300,
1999-03,102.200,
1999-04,101.100,
1999-05,101.200,
1999-06,101.900,
1999-07,102.900,
1999-08,103.600,
1999-09,103.200,
1999-10,103.500,
1999-11,104.200,
1999-12,105.600,
2000-01,108.700,
2000-02,108.100,
2000-03,108.600,
2000-04,109.700,
2000-05,112.000,
2000-06,114.200,
2000-07,114.200,
2000-08,112.400,
2000-09,113.300,
2000-10,114.400,
2000-11,115.700,
2000-12,117.400,
2001-01,119.100,
2001-02,120.700,
2001-03,121.000,
2001-04,121.400,
2001-05,124.800,
2001-06,125.700,
2001-07,127.100,
2001-08,127.800,
2001-09,126.100,
2001-10,125.100,
2001-11,126.700,
2001-12,127.400,
2002-01,130.400,
2002-02,132.600,
2002-03,132.100,
2002-04,131.200,
2002-05,131.700,
2002-06,131.800,
2002-07,131.400,
2002-08,129.900,
2002-09,129.600,
2002-10,128.300,
2002-11,129.300,
2002-12,129.500,
2003-01,131.600,
2003-02,131.100,
2003-03,129.600,
2003-04,130.600,
2003-05,130.900,
2003-06,131.900,
2003-07,132.200,
2003-08,132.800,
2003-09,132.000,
2003-10,131.900,
2003-11,131.800,
2003-12,132.600,
2004-01,133.600,
2004-02,.,No value available
2004-03,134.100,
2004-04,135.300,
2004-05,135.000,
2004-06,137.100,
2004-07,138.800,
2004-08,139.100,
2004-09,139.300,
2004-10,139.300,
2004-11,138.400,
2004-12,138.500,
2005-01,139.100,
2005-02,140.000,
2005-03,141.300,
2005-04,143.300,
2005-05,144.000,
2005-06,145.500,
2005-07,147.900,
2005-08,149.800,
2005-09,150.200,
2005-10,151.400,
2005-11,150.200,
2005-12,153.000,
2006-01,154.100,
2006-02,155.400,
2006-03,158.300,
2006-04,159.500,
2006-05,161.200,
2006-06,163.300,
2006-07,166.300,
2006-08,167.100,
2006-09,166.400,
2006-10,167.000,
2006-11,167.000,
2006-12,173.200,
2007-01,175.300,
2007-02,176.500,
2007-03,180.600,
2007-04,182.600,
2007-05,183.200,
2007-06,186.200,
2007-07,189.600,
2007-08,192.000,
2007-09,192.700,
2007-10,193.400,
2007-11,194.400,
2007-12,196.800,
2008-01,200.900,
2008-02,202.400,
2008-03,205.300,
2008-04,207.500,
2008-05,208.600,
2008-06,208.100,
2008-07,212.700,
2008-08,214.800,
2008-09,214.000,
2008-10,216.800,
2008-11,218.600,
2008-12,218.700,
2009-01,221.500,
2009-02,222.100,
2009-03,218.600,
2009-04,221.600,
2009-05,220.800,
2009-06,217.900,
2009-07,219.200,
2009-08,216.900,
2009-09,216.900,
2009-10,214.700,
2009-11,212.800,
2009-12,211.400,
2010-01,211.200,
2010-02,210.900,
2010-03,211.800,
2010-04,212.500,
2010-05,212.400,
2010-06,212.500,
2010-07,214.400,
2010-08,215.700,
2010-09,215.300,
2010-10,213.100,
2010-11,215.200,
2010-12,212.500,
2011-01,212.400,
2011-02,213.600,
2011-03,212.900,
2011-04,210.500,
2011-05,209.500,
2011-06,209.000,
2011-07,210.900,
2011-08,211.500,
2011-09,209.500,
2011-10,208.700,
2011-11,208.900,
2011-12,212.200,
2012-01,212.300,
2012-02,108.100,
2012-03,108.900,
2012-04,109.600,
2012-05,110.500,
2012-06,110.800,
2012-07,111.500,
2012-08,510.200,
2012-09,540.000,
2012-10,538.100,
2012-11,529.200,
2012-12,509.900,
2013-01,489.000,
2013-02,466.300,
2013-03,403.000,
2013-04,346.000,
2013-05,322.200,
2013-06,300.300,
2013-07,286.500,
2013-08,269.600,
2013-09,274.500,
2013-10,268.400,
2013-11,244.900,
2013-12,220.200,
2014-01,248.100,
2014-02,216.000,
2014-03,201.100,
2014-04,195.200,
2014-05,191.200,
2014-06,192.300,
2014-07,214.300,
2014-08,210.200,
2014-09,210.100,
2014-10,192.600,
2014-11,188.300,
2014-12,185.400,
2015-01,236.300,
