"",BBNZ1.Q.DE.N.G.0103.A,BBNZ1.Q.DE.N.G.0103.A_FLAGS
"",Germany / National accounts / Use of GDP / Private consumption / At current prices,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:20:31,
1991-01,211.502,
1991-04,220.744,
1991-07,218.447,
1991-10,238.426,
1992-01,228.991,
1992-04,234.962,
1992-07,236.315,
1992-10,256.780,
1993-01,238.249,
1993-04,246.145,
1993-07,249.223,
1993-10,264.845,
1994-01,252.169,
1994-04,255.514,
1994-07,259.021,
1994-10,273.027,
1995-01,257.423,
1995-04,267.211,
1995-07,268.402,
1995-10,280.385,
1996-01,265.374,
1996-04,271.430,
1996-07,274.456,
1996-10,286.065,
1997-01,268.677,
1997-04,279.032,
1997-07,279.727,
1997-10,292.558,
1998-01,273.695,
1998-04,280.807,
1998-07,285.614,
1998-10,299.409,
1999-01,282.445,
1999-04,290.128,
1999-07,293.119,
1999-10,307.878,
2000-01,290.350,
2000-04,300.643,
2000-07,303.997,
2000-10,312.614,
2001-01,300.371,
2001-04,310.961,
2001-07,313.546,
2001-10,323.251,
2002-01,301.695,
2002-04,310.733,
2002-07,315.392,
2002-10,326.189,
2003-01,308.287,
2003-04,318.603,
2003-07,322.394,
2003-10,329.306,
2004-01,313.301,
2004-04,323.327,
2004-07,326.711,
2004-10,338.101,
2005-01,316.500,
2005-04,332.071,
2005-07,336.459,
2005-10,342.416,
2006-01,326.563,
2006-04,339.348,
2006-07,343.101,
2006-10,353.432,
2007-01,330.488,
2007-04,344.834,
2007-07,350.235,
2007-10,358.020,
2008-01,338.971,
2008-04,355.118,
2008-07,359.842,
2008-10,359.951,
2009-01,339.316,
2009-04,353.993,
2009-07,354.962,
2009-10,360.156,
2010-01,343.287,
2010-04,360.415,
2010-07,367.223,
2010-10,374.783,
2011-01,359.778,
2011-04,375.965,
2011-07,383.170,
2011-10,387.890,
2012-01,371.640,
2012-04,383.393,
2012-07,389.422,
2012-10,395.022,
2013-01,374.574,
2013-04,392.490,
2013-07,402.260,
2013-10,402.187,
2014-01,382.324,
2014-04,399.598,
2014-07,410.868,
2014-10,411.923,
