"",BBDE1.M.DE.Y.AEB1.N2C270000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C270000.F.V.I10.A_FLAGS
"",Orders received from the domestic market / At current prices / Germany / 27 Manufacture of electrical equipment / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:46,
1991-01,87.8,
1991-02,90.2,
1991-03,88.1,
1991-04,91.2,
1991-05,86.6,
1991-06,90.6,
1991-07,85.3,
1991-08,86.4,
1991-09,88.7,
1991-10,88.5,
1991-11,94.6,
1991-12,91.1,
1992-01,96.2,
1992-02,94.9,
1992-03,102.3,
1992-04,91.2,
1992-05,94.9,
1992-06,88.9,
1992-07,87.9,
1992-08,87.1,
1992-09,86.9,
1992-10,86.9,
1992-11,84.0,
1992-12,85.5,
1993-01,97.5,
1993-02,88.1,
1993-03,83.9,
1993-04,84.1,
1993-05,81.5,
1993-06,80.4,
1993-07,85.9,
1993-08,82.9,
1993-09,86.5,
1993-10,82.3,
1993-11,82.2,
1993-12,88.4,
1994-01,94.7,
1994-02,90.0,
1994-03,85.6,
1994-04,85.1,
1994-05,86.8,
1994-06,88.4,
1994-07,87.2,
1994-08,90.1,
1994-09,100.8,
1994-10,94.4,
1994-11,88.4,
1994-12,114.4,
1995-01,92.3,
1995-02,92.0,
1995-03,92.7,
1995-04,96.2,
1995-05,88.9,
1995-06,92.7,
1995-07,88.0,
1995-08,88.1,
1995-09,95.7,
1995-10,78.8,
1995-11,83.9,
1995-12,95.0,
1996-01,86.7,
1996-02,83.4,
1996-03,88.9,
1996-04,83.3,
1996-05,84.2,
1996-06,89.0,
1996-07,88.9,
1996-08,83.9,
1996-09,88.1,
1996-10,84.4,
1996-11,83.3,
1996-12,89.3,
1997-01,86.7,
1997-02,86.7,
1997-03,87.6,
1997-04,90.2,
1997-05,88.2,
1997-06,95.2,
1997-07,89.9,
1997-08,88.0,
1997-09,91.3,
1997-10,87.9,
1997-11,93.2,
1997-12,90.3,
1998-01,93.0,
1998-02,92.6,
1998-03,94.2,
1998-04,94.7,
1998-05,93.6,
1998-06,88.4,
1998-07,90.8,
1998-08,90.2,
1998-09,90.9,
1998-10,88.6,
1998-11,91.5,
1998-12,88.8,
1999-01,86.9,
1999-02,86.0,
1999-03,91.6,
1999-04,90.5,
1999-05,96.1,
1999-06,92.6,
1999-07,92.4,
1999-08,99.2,
1999-09,92.1,
1999-10,94.1,
1999-11,93.6,
1999-12,92.0,
2000-01,91.2,
2000-02,92.3,
2000-03,93.8,
2000-04,94.5,
2000-05,97.4,
2000-06,94.8,
2000-07,103.0,
2000-08,99.2,
2000-09,99.9,
2000-10,98.2,
2000-11,96.8,
2000-12,101.4,
2001-01,97.7,
2001-02,101.5,
2001-03,111.2,
2001-04,96.5,
2001-05,100.0,
2001-06,101.8,
2001-07,97.6,
2001-08,100.1,
2001-09,96.5,
2001-10,91.6,
2001-11,89.4,
2001-12,99.3,
2002-01,94.8,
2002-02,89.6,
2002-03,93.3,
2002-04,90.4,
2002-05,87.5,
2002-06,91.1,
2002-07,90.4,
2002-08,93.0,
2002-09,91.2,
2002-10,92.4,
2002-11,93.7,
2002-12,96.3,
2003-01,91.8,
2003-02,92.3,
2003-03,90.2,
2003-04,91.9,
2003-05,91.5,
2003-06,95.2,
2003-07,90.5,
2003-08,88.5,
2003-09,89.6,
2003-10,93.5,
2003-11,93.0,
2003-12,89.1,
2004-01,92.5,
2004-02,91.8,
2004-03,94.0,
2004-04,93.6,
2004-05,93.5,
2004-06,92.3,
2004-07,94.8,
2004-08,92.7,
2004-09,88.7,
2004-10,91.9,
2004-11,91.7,
2004-12,90.4,
2005-01,89.7,
2005-02,93.8,
2005-03,88.7,
2005-04,92.0,
2005-05,91.6,
2005-06,93.0,
2005-07,93.9,
2005-08,96.5,
2005-09,98.3,
2005-10,99.1,
2005-11,97.3,
2005-12,100.6,
2006-01,99.7,
2006-02,99.8,
2006-03,95.9,
2006-04,102.5,
2006-05,102.4,
2006-06,102.4,
2006-07,105.7,
2006-08,103.0,
2006-09,105.9,
2006-10,106.1,
2006-11,106.7,
2006-12,107.7,
2007-01,110.4,
2007-02,106.5,
2007-03,106.0,
2007-04,104.2,
2007-05,108.4,
2007-06,107.2,
2007-07,110.5,
2007-08,111.5,
2007-09,104.5,
2007-10,105.8,
2007-11,119.0,
2007-12,122.2,
2008-01,113.1,
2008-02,118.9,
2008-03,120.0,
2008-04,121.0,
2008-05,120.0,
2008-06,117.6,
2008-07,112.4,
2008-08,116.3,
2008-09,114.4,
2008-10,101.9,
2008-11,89.1,
2008-12,93.5,
2009-01,81.7,
2009-02,75.1,
2009-03,77.7,
2009-04,73.9,
2009-05,75.8,
2009-06,80.0,
2009-07,79.6,
2009-08,81.8,
2009-09,88.4,
2009-10,89.1,
2009-11,89.4,
2009-12,90.1,
2010-01,90.8,
2010-02,93.7,
2010-03,98.1,
2010-04,96.8,
2010-05,98.0,
2010-06,106.8,
2010-07,109.8,
2010-08,99.3,
2010-09,100.6,
2010-10,102.5,
2010-11,100.5,
2010-12,96.9,
2011-01,114.9,
2011-02,104.5,
2011-03,106.0,
2011-04,107.7,
2011-05,143.2,
2011-06,105.9,
2011-07,127.2,
2011-08,109.4,
2011-09,107.4,
2011-10,104.2,
2011-11,106.6,
2011-12,97.5,
2012-01,106.2,
2012-02,102.8,
2012-03,102.2,
2012-04,104.4,
2012-05,103.4,
2012-06,98.3,
2012-07,101.1,
2012-08,103.2,
2012-09,98.7,
2012-10,97.9,
2012-11,97.1,
2012-12,98.2,
2013-01,97.6,
2013-02,99.0,
2013-03,119.1,
2013-04,101.9,
2013-05,98.8,
2013-06,102.0,
2013-07,101.2,
2013-08,101.4,
2013-09,103.9,
2013-10,100.6,
2013-11,103.7,
2013-12,103.7,
2014-01,101.2,
2014-02,104.4,
2014-03,100.4,
2014-04,100.6,
2014-05,113.1,
2014-06,99.3,
2014-07,100.6,
2014-08,98.2,
2014-09,97.0,
2014-10,108.2,
2014-11,99.1,
2014-12,101.4,Provisional value
