"",BBK01.AY4963,BBK01.AY4963_FLAGS
"",Credit to general government / Euro area / All maturities / German contribution / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:21,
1995-01,83.93375,
1995-02,85.01031,
1995-03,85.45595,
1995-04,85.77753,
1995-05,86.97972,
1995-06,86.80878,
1995-07,88.50457,
1995-08,89.35633,
1995-09,90.24790,
1995-10,91.29676,
1995-11,91.88419,
1995-12,93.28686,
1996-01,94.71388,
1996-02,95.64356,
1996-03,96.35707,
1996-04,97.39242,
1996-05,97.55964,
1996-06,98.02723,
1996-07,98.29380,
1996-08,98.60887,
1996-09,99.34785,
1996-10,100.44710,
1996-11,101.74165,
1996-12,101.53727,
1997-01,102.60863,
1997-02,103.24980,
1997-03,104.32620,
1997-04,104.61685,
1997-05,105.26755,
1997-06,104.31182,
1997-07,107.17035,
1997-08,108.72160,
1997-09,108.78584,
1997-10,109.64825,
1997-11,110.32439,
1997-12,109.00357,
1998-01,110.06901,
1998-02,110.78827,
1998-03,111.87166,
1998-04,113.05826,
1998-05,113.31432,
1998-06,114.47809,
1998-07,114.46488,
1998-08,115.13441,
1998-09,114.69023,
1998-10,115.64372,
1998-11,116.15158,
1998-12,115.96677,
1999-01,115.73245,
1999-02,116.50799,
1999-03,116.62880,
1999-04,117.28206,
1999-05,119.63144,
1999-06,118.76005,
1999-07,118.65076,
1999-08,118.96921,
1999-09,121.42155,
1999-10,122.79616,
1999-11,122.74609,
1999-12,122.23782,
2000-01,123.27395,
2000-02,123.35587,
2000-03,122.39767,
2000-04,122.47424,
2000-05,121.89735,
2000-06,121.54018,
2000-07,120.63770,
2000-08,120.84210,
2000-09,119.84622,
2000-10,119.77765,
2000-11,119.38382,
2000-12,120.56759,
2001-01,118.52883,
2001-02,118.15176,
2001-03,118.31840,
2001-04,117.17212,
2001-05,117.34493,
2001-06,117.74811,
2001-07,118.73236,
2001-08,118.59360,
2001-09,117.42839,
2001-10,115.41828,
2001-11,116.38510,
2001-12,117.38877,
2002-01,116.43670,
2002-02,116.84413,
2002-03,116.78515,
2002-04,116.94729,
2002-05,117.12697,
2002-06,117.28037,
2002-07,118.58598,
2002-08,117.77550,
2002-09,119.16815,
2002-10,117.87009,
2002-11,118.14949,
2002-12,118.50268,
2003-01,118.77857,
2003-02,118.27816,
2003-03,118.22858,
2003-04,117.25028,
2003-05,116.27109,
2003-06,115.45137,
2003-07,116.00751,
2003-08,114.00417,
2003-09,115.98048,
2003-10,116.12834,
2003-11,117.40127,
2003-12,117.44062,
2004-01,116.14300,
2004-02,119.07196,
2004-03,121.77424,
2004-04,120.09128,
2004-05,119.49840,
2004-06,121.97654,
2004-07,122.79060,
2004-08,123.57354,
2004-09,123.88365,
2004-10,124.79517,
2004-11,123.68636,
2004-12,123.36172,
2005-01,123.39945,
2005-02,123.65380,
2005-03,125.00175,
2005-04,126.17996,
2005-05,124.57295,
2005-06,123.45809,
2005-07,122.73756,
2005-08,123.39571,
2005-09,122.49315,
2005-10,121.33248,
2005-11,121.54325,
2005-12,122.47140,
2006-01,121.59651,
2006-02,120.22726,
2006-03,120.43653,
2006-04,119.58333,
2006-05,120.11555,
2006-06,119.33820,
2006-07,118.25402,
2006-08,117.49863,
2006-09,116.90377,
2006-10,116.70757,
2006-11,117.73618,
2006-12,116.36190,
2007-01,116.11932,
2007-02,115.47798,
2007-03,114.76652,
2007-04,113.88178,
2007-05,113.90622,
2007-06,112.79653,
2007-07,112.00601,
2007-08,109.61727,
2007-09,108.80901,
2007-10,107.31952,
2007-11,106.19228,
2007-12,106.60395,
2008-01,104.84184,
2008-02,106.26489,
2008-03,106.36281,
2008-04,107.21617,
2008-05,106.08267,
2008-06,105.17248,
2008-07,103.80710,
2008-08,103.49660,
2008-09,101.23443,
2008-10,100.78954,
2008-11,100.00009,
2008-12,101.02008,
2009-01,100.63957,
2009-02,100.73846,
2009-03,100.09465,
2009-04,100.55290,
2009-05,100.62179,
2009-06,101.58404,
2009-07,103.27011,
2009-08,102.28608,
2009-09,103.32124,
2009-10,105.45283,
2009-11,104.28361,
2009-12,104.45731,
2010-01,104.93057,
2010-02,105.80569,
2010-03,107.03724,
2010-04,107.02973,
2010-05,110.04955,
2010-06,115.20656,
2010-07,114.08277,
2010-08,114.88271,
2010-09,116.54221,
2010-10,133.92065,
2010-11,135.09213,
2010-12,131.53367,
2011-01,131.80060,
2011-02,129.94463,
2011-03,128.20979,
2011-04,126.12867,
2011-05,124.70983,
2011-06,123.94681,
2011-07,123.13735,
2011-08,124.11942,
2011-09,124.85977,
2011-10,124.13477,
2011-11,124.09213,
2011-12,124.77590,
2012-01,125.32135,
2012-02,125.70625,
2012-03,126.24917,
2012-04,125.85111,
2012-05,124.79141,
2012-06,128.53973,
2012-07,126.69036,
2012-08,126.49729,
2012-09,127.43629,
2012-10,127.73233,
2012-11,127.62638,
2012-12,126.50367,
2013-01,125.41697,
2013-02,124.70696,
2013-03,124.62829,
2013-04,125.59116,
2013-05,124.14266,
2013-06,124.28050,
2013-07,124.70506,
2013-08,124.63222,
2013-09,123.67589,
2013-10,123.83769,
2013-11,123.45661,
2013-12,123.98781,
2014-01,123.74472,
2014-02,124.19777,
2014-03,124.03527,
2014-04,123.57428,
2014-05,124.32443,
2014-06,123.71915,
2014-07,123.66083,
2014-08,123.09075,
2014-09,123.72350,
2014-10,123.69886,
2014-11,123.62321,
2014-12,122.82410,Provisional value
2015-01,124.19552,
"",General: 1 Statistical changes have been eliminated.,
