"",BBK01.PQP358,BBK01.PQP358_FLAGS
"",Lending to domestic self-employed persons / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:00,
1985-10,0.625,
1986-01,0.673,
1986-04,0.684,
1986-07,0.625,
1986-10,0.641,
1987-01,0.689,
1987-04,0.681,
1987-07,0.688,
1987-10,0.726,
1988-01,0.719,
1988-04,0.727,
1988-07,0.674,
1988-10,0.712,
1989-01,0.687,
1989-04,0.691,
1989-07,0.695,
1989-10,0.719,
1990-01,0.921,
1990-04,0.960,
1990-07,0.963,
1990-10,1.005,
1991-01,1.000,
1991-04,1.093,
1991-07,1.088,
1991-10,1.247,
1992-01,1.262,
1992-04,1.325,
1992-07,1.331,
1992-10,3.235,
1993-01,3.080,
1993-04,3.148,
1993-07,3.240,
1993-10,3.269,
1994-01,3.491,
1994-04,3.568,
1994-07,4.165,
1994-10,4.430,
1995-01,4.375,
1995-04,4.387,
1995-07,4.428,
1995-10,4.471,
1996-01,4.421,
1996-04,4.464,
1996-07,4.552,
1996-10,4.752,
1997-01,4.704,
1997-04,5.025,
1997-07,4.836,
1997-10,4.905,
1998-01,4.893,
1998-04,4.953,
1998-07,4.968,
1998-10,5.084,
1999-01,4.388,
1999-04,4.635,
1999-07,4.734,
1999-10,4.818,
2000-01,5.178,
2000-04,5.212,
2000-07,5.414,
2000-10,5.570,
2001-01,5.652,
2001-04,6.612,
2001-07,6.571,
2001-10,6.533,
2002-01,6.578,
2002-04,9.272,
2002-07,8.875,
2002-10,8.879,
2003-01,8.915,
2003-04,8.458,
2003-07,8.387,
2003-10,8.257,
2004-01,7.942,
2004-04,8.060,
2004-07,8.101,
2004-10,8.072,
2005-01,8.143,
2005-04,8.075,
2005-07,8.257,
2005-10,42.583,
2006-01,41.919,
2006-04,40.143,
2006-07,39.291,
2006-10,38.215,
2007-01,36.748,
2007-04,35.541,
2007-07,35.347,
2007-10,35.641,
2008-01,34.776,
2008-04,34.247,
2008-07,33.564,
2008-10,32.795,
2009-01,32.046,
2009-04,31.735,
2009-07,30.712,
2009-10,30.075,
2010-01,28.908,
2010-04,29.346,
2010-07,28.417,
2010-10,28.026,
2011-01,27.661,
2011-04,27.618,
2011-07,27.778,
2011-10,27.318,
2012-01,27.084,
2012-04,27.078,
2012-07,26.719,
2012-10,26.635,
2013-01,26.414,
2013-04,26.454,
2013-07,27.037,
2013-10,27.222,
2014-01,27.064,
2014-04,26.952,
2014-07,27.014,
2014-10,26.674,
