"",BBFN1.M.DE.N.1.A.W00200.S1P.H0.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W00200.S1P.H0.T.N000.Z01.BGA.X001.D_FLAGS
"",Claims of enterprises on non-residents arising from trade credits / Total / Industrial countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:06:34,
1994-07,.,No value available
1994-08,.,No value available
1994-09,.,No value available
1994-10,.,No value available
1994-11,.,No value available
1994-12,.,No value available
1995-01,58.839,
1995-02,58.809,
1995-03,60.738,
1995-04,60.698,
1995-05,61.160,
1995-06,62.043,
1995-07,60.296,
1995-08,59.191,
1995-09,60.241,
1995-10,59.595,
1995-11,60.685,
1995-12,56.484,
1996-01,55.882,
1996-02,56.580,
1996-03,58.178,
1996-04,57.703,
1996-05,57.826,
1996-06,58.375,
1996-07,57.559,
1996-08,55.545,
1996-09,57.624,
1996-10,58.289,
1996-11,59.829,
1996-12,58.823,
1997-01,58.897,
1997-02,59.714,
1997-03,61.966,
1997-04,63.230,
1997-05,62.004,
1997-06,63.622,
1997-07,62.701,
1997-08,60.492,
1997-09,63.759,
1997-10,65.819,
1997-11,66.886,
1997-12,64.159,
1998-01,64.661,
1998-02,66.651,
1998-03,68.829,
1998-04,69.802,
1998-05,69.578,
1998-06,69.473,
1998-07,68.779,
1998-08,66.241,
1998-09,68.627,
1998-10,69.853,
1998-11,70.163,
1998-12,67.562,
1999-01,66.880,
1999-02,68.316,
1999-03,71.157,
1999-04,71.195,
1999-05,71.223,
1999-06,73.197,
1999-07,72.440,
1999-08,71.186,
1999-09,73.836,
1999-10,76.374,
1999-11,78.392,
1999-12,75.998,
2000-01,76.661,
2000-02,79.173,
2000-03,83.301,
2000-04,82.545,
2000-05,83.773,
2000-06,83.900,
2000-07,83.254,
2000-08,82.682,
2000-09,85.806,
2000-10,87.676,
2000-11,89.593,
2000-12,87.226,
2001-01,87.044,
2001-02,87.007,
2001-03,89.999,
2001-04,87.972,
2001-05,88.636,
2001-06,89.707,
2001-07,87.979,
2001-08,86.056,
2001-09,88.027,
2001-10,89.931,
2001-11,89.707,
2001-12,86.454,
2002-01,85.464,
2002-02,85.044,
2002-03,83.242,
2002-04,84.214,
2002-05,83.027,
2002-06,85.908,
2002-07,84.023,
2002-08,80.672,
2002-09,83.267,
2002-10,85.940,
2002-11,85.219,
2002-12,81.704,
2003-01,82.054,
2003-02,81.774,
2003-03,84.471,
2003-04,84.334,
2003-05,81.424,
2003-06,82.659,
2003-07,81.793,
2003-08,78.339,
2003-09,80.680,
2003-10,82.281,
2003-11,83.649,
2003-12,80.084,
2004-01,78.295,
2004-02,80.258,
2004-03,83.886,
2004-04,82.577,
2004-05,89.933,
2004-06,93.506,
2004-07,90.587,
2004-08,86.915,
2004-09,91.431,
2004-10,93.221,
2004-11,95.795,
2004-12,89.675,
2005-01,88.873,
2005-02,89.539,
2005-03,93.972,
2005-04,93.023,
2005-05,92.670,
2005-06,96.460,
2005-07,94.874,
2005-08,91.848,
2005-09,98.097,
2005-10,98.698,
2005-11,101.721,
2005-12,99.543,
2006-01,100.491,
2006-02,101.549,
2006-03,105.935,
2006-04,103.495,
2006-05,103.667,
2006-06,105.834,
2006-07,102.727,
2006-08,99.518,
2006-09,105.501,
2006-10,106.202,
2006-11,110.426,
2006-12,106.596,
2007-01,108.858,
2007-02,110.100,
2007-03,114.083,
2007-04,110.522,
2007-05,111.032,
2007-06,114.121,
2007-07,110.091,
2007-08,107.279,
2007-09,112.264,
2007-10,114.095,
2007-11,117.242,
2007-12,111.124,
2008-01,111.076,
2008-02,115.141,
2008-03,117.643,
2008-04,118.400,
2008-05,119.264,
2008-06,121.104,
2008-07,118.102,
2008-08,114.088,
2008-09,118.019,
2008-10,117.981,
2008-11,117.024,
2008-12,110.236,
2009-01,104.930,
2009-02,105.689,
2009-03,107.264,
2009-04,101.156,
2009-05,103.054,
2009-06,107.099,
2009-07,105.123,
2009-08,99.493,
2009-09,102.771,
2009-10,105.042,
2009-11,108.460,
2009-12,102.447,
2010-01,94.458,
2010-02,96.145,
2010-03,103.892,
2010-04,101.522,
2010-05,103.842,
2010-06,107.788,
2010-07,105.101,
2010-08,102.170,
2010-09,108.626,
2010-10,109.825,
2010-11,110.761,
2010-12,107.755,
2011-01,108.691,
2011-02,114.211,
2011-03,116.145,
2011-04,114.688,
2011-05,116.314,
2011-06,118.031,
2011-07,115.011,
2011-08,111.130,
2011-09,118.398,
2011-10,119.069,
2011-11,120.121,
2011-12,117.207,
2012-01,115.259,
2012-02,118.490,
2012-03,123.628,
2012-04,118.793,
2012-05,118.264,
2012-06,122.562,
2012-07,120.204,
2012-08,117.427,
2012-09,121.977,
2012-10,122.403,
2012-11,125.627,
2012-12,118.297,
2013-01,115.866,
2013-02,118.825,
2013-03,124.029,
2013-04,121.279,
2013-05,116.450,
2013-06,121.754,
2013-07,113.507,
2013-08,112.289,
2013-09,121.107,
2013-10,122.005,
2013-11,126.028,
2013-12,121.414,
2014-01,117.827,
2014-02,119.303,
2014-03,125.360,
2014-04,122.101,
2014-05,120.398,
2014-06,124.571,
2014-07,121.425,
2014-08,118.573,
2014-09,125.096,
2014-10,125.563,
2014-11,127.947,
2014-12,124.971,
"","General: Up to 1994, including the former Yugoslavia and South Africa; from May 2004, including Cyprus, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, the Slovak Republic and Slovenia; from January 2007, including Bulgaria and Romania.",
