"",BBK01.OEAH16M,BBK01.OEAH16M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:43,
2002-01,39.967,
2002-04,40.892,
2002-07,40.545,
2002-10,43.484,
2003-01,42.683,
2003-04,44.399,
2003-07,44.869,
2003-10,47.444,
2004-01,46.324,
2004-04,47.044,
2004-07,48.363,
2004-10,50.235,
2005-01,50.981,
2005-04,51.119,
2005-07,52.296,
2005-10,54.421,
2006-01,52.373,
2006-04,52.983,
2006-07,52.970,
2006-10,55.436,
2007-01,54.901,
2007-04,55.741,
2007-07,55.723,
2007-10,58.271,
2008-01,57.201,
2008-04,56.869,
2008-07,56.038,
2008-10,63.856,
2009-01,69.499,
2009-04,73.579,
2009-07,77.494,
2009-10,80.778,
2010-01,80.213,
2010-04,86.613,
2010-07,84.845,
2010-10,86.228,
2011-01,84.882,
2011-04,86.527,
2011-07,88.232,
2011-10,91.543,
2012-01,91.448,
2012-04,94.238,
2012-07,99.269,
2012-10,101.986,
2013-01,102.621,
2013-04,105.161,
2013-07,105.004,
2013-10,107.490,
2014-01,109.161,
2014-04,110.056,
2014-07,114.452,
