"",BBK01.OUB363,BBK01.OUB363_FLAGS
"",Loans to foreign non-banks for up to and including one year / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:15,
1999-01,40.786,
1999-02,37.792,
1999-03,40.059,
1999-04,41.011,
1999-05,42.795,
1999-06,37.392,
1999-07,42.956,
1999-08,39.104,
1999-09,41.626,
1999-10,44.454,
1999-11,44.731,
1999-12,39.616,
2000-01,43.939,
2000-02,45.923,
2000-03,49.460,
2000-04,54.961,
2000-05,50.583,
2000-06,38.728,
2000-07,39.361,
2000-08,45.458,
2000-09,46.831,
2000-10,47.452,
2000-11,49.618,
2000-12,51.581,
2001-01,61.010,
2001-02,63.905,
2001-03,77.895,
2001-04,85.124,
2001-05,85.858,
2001-06,78.175,
2001-07,73.924,
2001-08,75.104,
2001-09,78.268,
2001-10,81.234,
2001-11,90.630,
2001-12,80.363,
2002-01,83.601,
2002-02,85.068,
2002-03,94.211,
2002-04,89.712,
2002-05,93.946,
2002-06,88.443,
2002-07,82.880,
2002-08,81.791,
2002-09,91.107,
2002-10,90.844,
2002-11,93.689,
2002-12,77.933,
2003-01,78.646,
2003-02,95.268,
2003-03,96.649,
2003-04,110.255,
2003-05,111.659,
2003-06,100.065,
2003-07,93.493,
2003-08,90.645,
2003-09,98.883,
2003-10,94.714,
2003-11,107.976,
2003-12,97.997,
2004-01,106.879,
2004-02,115.055,
2004-03,122.271,
2004-04,123.902,
2004-05,112.337,
2004-06,113.348,
2004-07,115.721,
2004-08,121.596,
2004-09,128.440,
2004-10,123.812,
2004-11,140.850,
2004-12,121.489,
2005-01,132.603,
2005-02,135.154,
2005-03,120.658,
2005-04,146.981,
2005-05,134.556,
2005-06,120.712,
2005-07,120.217,
2005-08,120.969,
2005-09,119.722,
2005-10,121.414,
2005-11,128.781,
2005-12,111.595,
2006-01,123.414,
2006-02,115.452,
2006-03,112.138,
2006-04,124.140,
2006-05,121.301,
2006-06,115.098,
2006-07,120.087,
2006-08,122.878,
2006-09,122.122,
2006-10,121.836,
2006-11,123.786,
2006-12,115.635,
2007-01,133.712,
2007-02,140.104,
2007-03,139.524,
2007-04,145.448,
2007-05,150.212,
2007-06,148.583,
2007-07,141.946,
2007-08,142.901,
2007-09,138.821,
2007-10,128.552,
2007-11,146.262,
2007-12,121.359,
2008-01,144.122,
2008-02,154.351,
2008-03,153.815,
2008-04,151.495,
2008-05,156.715,
2008-06,131.432,
2008-07,132.274,
2008-08,140.313,
2008-09,140.333,
2008-10,142.027,
2008-11,124.255,
2008-12,94.642,
2009-01,100.018,
2009-02,88.018,
2009-03,85.999,
2009-04,96.972,
2009-05,93.693,
2009-06,93.635,
2009-07,91.790,
2009-08,84.079,
2009-09,78.459,
2009-10,77.940,
2009-11,74.811,
2009-12,70.433,
2010-01,72.992,
2010-02,73.067,
2010-03,70.729,
2010-04,92.096,
2010-05,103.380,
2010-06,80.006,
2010-07,80.930,
2010-08,82.368,
2010-09,66.832,
2010-10,65.683,
2010-11,77.036,
2010-12,64.877,
2011-01,63.812,
2011-02,69.743,
2011-03,64.152,
2011-04,82.707,
2011-05,88.419,
2011-06,78.645,
2011-07,78.964,
2011-08,86.513,
2011-09,85.500,
2011-10,73.087,
2011-11,73.534,
2011-12,63.427,
2012-01,63.784,
2012-02,62.062,
2012-03,77.255,
2012-04,82.055,
2012-05,79.643,
2012-06,70.040,
2012-07,73.579,
2012-08,75.467,
2012-09,73.900,
2012-10,76.407,
2012-11,86.324,
2012-12,68.539,
2013-01,75.221,
2013-02,73.027,
2013-03,76.697,
2013-04,79.399,
2013-05,79.268,
2013-06,74.464,
2013-07,73.414,
2013-08,71.387,
2013-09,63.301,
2013-10,64.150,
2013-11,68.088,
2013-12,60.881,
2014-01,67.480,
2014-02,69.162,
2014-03,63.615,
2014-04,73.635,
2014-05,70.390,
2014-06,71.009,
2014-07,77.074,
2014-08,74.107,
2014-09,69.088,
2014-10,69.068,
2014-11,74.290,
2014-12,58.465,Provisional value
