"",BBK01.CEF502,BBK01.CEF502_FLAGS
"",Equity and investment fund shares or units                                                     debtor: Total           creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:01,
1999-01,1068.8,
1999-04,1117.3,
1999-07,1093.7,
1999-10,1407.0,
2000-01,1503.8,
2000-04,1477.4,
2000-07,1507.6,
2000-10,1421.1,
2001-01,1372.9,
2001-04,1390.4,
2001-07,1225.7,
2001-10,1358.4,
2002-01,1402.8,
2002-04,1291.5,
2002-07,1119.5,
2002-10,1104.4,
2003-01,1043.5,
2003-04,1145.2,
2003-07,1160.6,
2003-10,1170.9,
2004-01,1195.6,
2004-04,1196.0,
2004-07,1177.3,
2004-10,1232.2,
2005-01,1276.6,
2005-04,1334.8,
2005-07,1417.5,
2005-10,1504.2,
2006-01,1463.9,
2006-04,1449.2,
2006-07,1534.2,
2006-10,1627.2,
2007-01,1606.7,
2007-04,1637.8,
2007-07,1624.7,
2007-10,1635.2,
2008-01,1581.3,
2008-04,1540.0,
2008-07,1509.6,
2008-10,1396.9,
2009-01,1367.9,
2009-04,1401.2,
2009-07,1448.8,
2009-10,1497.5,
2010-01,1537.8,
2010-04,1533.1,
2010-07,1578.0,
2010-10,1635.5,
2011-01,1655.6,
2011-04,1675.8,
2011-07,1590.4,
2011-10,1631.5,
2012-01,1726.5,
2012-04,1703.0,
2012-07,1788.5,
2012-10,1886.2,
2013-01,1959.4,
2013-04,1948.2,
2013-07,2015.1,
2013-10,2047.1,
2014-01,2103.5,
2014-04,2171.1,
2014-07,2217.9,
