"",BBK01.OUD227,BBK01.OUD227_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than one year up to and including two years / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:42,
1999-01,0.527,
1999-02,0.513,
1999-03,0.493,
1999-04,0.488,
1999-05,0.557,
1999-06,0.748,
1999-07,0.767,
1999-08,0.799,
1999-09,0.858,
1999-10,0.896,
1999-11,0.972,
1999-12,1.063,
2000-01,1.190,
2000-02,1.257,
2000-03,1.327,
2000-04,1.773,
2000-05,1.806,
2000-06,1.583,
2000-07,1.652,
2000-08,1.762,
2000-09,1.733,
2000-10,1.869,
2000-11,2.005,
2000-12,2.174,
2001-01,2.494,
2001-02,2.530,
2001-03,2.594,
2001-04,2.604,
2001-05,2.711,
2001-06,2.575,
2001-07,2.600,
2001-08,2.650,
2001-09,2.667,
2001-10,2.825,
2001-11,2.903,
2001-12,2.911,
2002-01,2.643,
2002-02,2.705,
2002-03,2.646,
2002-04,2.718,
2002-05,2.722,
2002-06,2.654,
2002-07,2.669,
2002-08,2.674,
2002-09,2.613,
2002-10,2.537,
2002-11,2.698,
2002-12,2.696,
2003-01,2.620,
2003-02,2.470,
2003-03,2.451,
2003-04,2.351,
2003-05,2.219,
2003-06,2.159,
2003-07,2.127,
2003-08,2.120,
2003-09,2.068,
2003-10,2.073,
2003-11,2.058,
2003-12,2.061,
2004-01,2.019,
2004-02,2.033,
2004-03,2.060,
2004-04,2.040,
2004-05,1.812,
2004-06,1.780,
2004-07,1.730,
2004-08,1.650,
2004-09,1.605,
2004-10,1.575,
2004-11,1.691,
2004-12,0.861,
2005-01,0.911,
2005-02,0.916,
2005-03,0.953,
2005-04,0.972,
2005-05,0.951,
2005-06,1.445,
2005-07,1.557,
2005-08,1.351,
2005-09,1.345,
2005-10,1.345,
2005-11,1.309,
2005-12,1.301,
2006-01,1.284,
2006-02,1.285,
2006-03,1.366,
2006-04,1.282,
2006-05,1.263,
2006-06,1.342,
2006-07,1.343,
2006-08,1.328,
2006-09,1.369,
2006-10,1.562,
2006-11,1.540,
2006-12,1.563,
2007-01,1.793,
2007-02,1.840,
2007-03,1.912,
2007-04,1.931,
2007-05,2.015,
2007-06,2.193,
2007-07,2.324,
2007-08,2.387,
2007-09,2.520,
2007-10,2.758,
2007-11,3.129,
2007-12,3.570,
2008-01,3.778,
2008-02,4.164,
2008-03,4.356,
2008-04,4.842,
2008-05,5.009,
2008-06,5.125,
2008-07,5.571,
2008-08,6.045,
2008-09,6.483,
2008-10,6.699,
2008-11,7.961,
2008-12,7.889,
2009-01,8.068,
2009-02,8.034,
2009-03,8.352,
2009-04,8.451,
2009-05,8.633,
2009-06,9.011,
2009-07,9.249,
2009-08,8.891,
2009-09,8.808,
2009-10,8.757,
2009-11,8.627,
2009-12,8.338,
2010-01,7.987,
2010-02,7.898,
2010-03,7.497,
2010-04,7.001,
2010-05,6.533,
2010-06,6.327,
2010-07,6.076,
2010-08,6.116,
2010-09,6.071,
2010-10,6.175,
2010-11,6.230,
2010-12,6.297,
2011-01,6.474,
2011-02,6.417,
2011-03,6.386,
2011-04,6.538,
2011-05,6.485,
2011-06,6.744,
2011-07,7.099,
2011-08,8.169,
2011-09,8.598,
2011-10,8.962,
2011-11,9.219,
2011-12,9.467,
2012-01,9.841,
2012-02,10.096,
2012-03,10.070,
2012-04,9.861,
2012-05,9.766,
2012-06,9.753,
2012-07,9.741,
2012-08,9.598,
2012-09,9.488,
2012-10,9.404,
2012-11,9.710,
2012-12,9.905,
2013-01,10.453,
2013-02,10.325,
2013-03,10.216,
2013-04,10.089,
2013-05,10.114,
2013-06,9.474,
2013-07,8.630,
2013-08,7.974,
2013-09,7.816,
2013-10,7.991,
2013-11,7.994,
2013-12,8.494,
2014-01,8.340,
2014-02,8.341,
2014-03,8.281,
2014-04,8.455,
2014-05,8.844,
2014-06,9.027,
2014-07,8.986,
2014-08,9.112,
2014-09,10.621,
2014-10,10.920,
2014-11,12.441,
2014-12,12.199,Provisional value
