"",BBK01.TU2054,BBK01.TU2054_FLAGS
"",Lending to banks (MFIs) / Total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:32,
1984-12,47.454,
1985-01,48.126,
1985-02,50.731,
1985-03,49.505,
1985-04,49.244,
1985-05,50.164,
1985-06,54.032,
1985-07,51.855,
1985-08,49.848,
1985-09,49.856,
1985-10,50.614,
1985-11,49.970,
1985-12,51.709,
1986-01,51.472,
1986-02,49.265,
1986-03,53.090,
1986-04,52.722,
1986-05,55.460,
1986-06,54.907,
1986-07,54.294,
1986-08,54.309,
1986-09,54.354,
1986-10,56.484,
1986-11,56.915,
1986-12,58.204,
1987-01,59.265,
1987-02,59.393,
1987-03,60.595,
1987-04,61.614,
1987-05,62.809,
1987-06,63.528,
1987-07,64.500,
1987-08,62.832,
1987-09,66.152,
1987-10,66.650,
1987-11,65.128,
1987-12,62.908,
1988-01,65.708,
1988-02,66.095,
1988-03,66.680,
1988-04,66.915,
1988-05,68.342,
1988-06,72.110,
1988-07,73.263,
1988-08,74.249,
1988-09,73.868,
1988-10,72.823,
1988-11,72.622,
1988-12,74.444,
1989-01,80.483,
1989-02,80.232,
1989-03,81.842,
1989-04,82.094,
1989-05,86.186,
1989-06,84.493,
1989-07,83.105,
1989-08,84.338,
1989-09,83.324,
1989-10,84.434,
1989-11,83.573,
1989-12,82.391,
1990-01,85.721,
1990-02,84.442,
1990-03,85.033,
1990-04,85.213,
1990-05,90.635,
1990-06,90.553,
1990-07,89.770,
1990-08,90.721,
1990-09,90.353,
1990-10,89.830,
1990-11,90.241,
1990-12,87.889,
1991-01,91.618,
1991-02,91.353,
1991-03,93.651,
1991-04,92.547,
1991-05,92.592,
1991-06,93.860,
1991-07,90.384,
1991-08,90.154,
1991-09,89.819,
1991-10,90.842,
1991-11,90.030,
1991-12,89.301,
1992-01,90.274,
1992-02,90.697,
1992-03,91.657,
1992-04,94.768,
1992-05,95.342,
1992-06,94.431,
1992-07,95.148,
1992-08,95.324,
1992-09,100.272,
1992-10,103.595,
1992-11,101.691,
1992-12,101.957,
1993-01,105.504,
1993-02,106.138,
1993-03,108.657,
1993-04,109.008,
1993-05,111.447,
1993-06,120.134,
1993-07,123.984,
1993-08,122.956,
1993-09,124.420,
1993-10,127.761,
1993-11,134.049,
1993-12,138.462,
1994-01,140.142,
1994-02,137.332,
1994-03,141.624,
1994-04,140.571,
1994-05,140.073,
1994-06,141.785,
1994-07,139.450,
1994-08,144.259,
1994-09,144.533,
1994-10,143.976,
1994-11,148.254,
1994-12,157.835,
1995-01,155.631,
1995-02,157.579,
1995-03,161.233,
1995-04,155.394,
1995-05,160.470,
1995-06,158.565,
1995-07,158.287,
1995-08,161.487,
1995-09,163.726,
1995-10,166.976,
1995-11,169.205,
1995-12,174.243,
1996-01,175.704,
1996-02,178.485,
1996-03,182.928,
1996-04,187.298,
1996-05,189.826,
1996-06,192.116,
1996-07,191.977,
1996-08,190.866,
1996-09,193.781,
1996-10,194.418,
1996-11,203.200,
1996-12,200.570,
1997-01,212.488,
1997-02,212.723,
1997-03,214.419,
1997-04,216.965,
1997-05,219.635,
1997-06,221.326,
1997-07,228.162,
1997-08,223.454,
1997-09,226.347,
1997-10,225.499,
1997-11,224.886,
1997-12,219.601,
1998-01,230.862,
1998-02,231.110,
1998-03,240.669,
1998-04,236.951,
1998-05,239.322,
1998-06,239.886,
1998-07,235.466,
1998-08,238.893,
1998-09,242.913,
1998-10,250.187,
1998-11,244.393,
1998-12,239.811,
1999-01,232.031,
1999-02,235.694,
1999-03,229.804,
1999-04,235.196,
1999-05,244.403,
1999-06,260.341,
1999-07,265.853,
1999-08,267.497,
1999-09,247.989,
1999-10,251.324,
1999-11,255.194,
1999-12,242.017,
2000-01,238.437,
2000-02,244.614,
2000-03,239.516,
2000-04,243.316,
2000-05,245.454,
2000-06,236.580,
2000-07,238.342,
2000-08,245.483,
2000-09,244.687,
2000-10,253.367,
2000-11,261.170,
2000-12,248.065,
2001-01,258.979,
2001-02,252.911,
2001-03,311.161,
2001-04,306.344,
2001-05,310.747,
2001-06,322.197,
2001-07,330.003,
2001-08,317.160,
2001-09,318.212,
2001-10,330.997,
2001-11,333.449,
2001-12,342.350,
2002-01,354.652,
2002-02,348.012,
2002-03,349.386,
2002-04,346.767,
2002-05,343.291,
2002-06,334.730,
2002-07,328.393,
2002-08,314.705,
2002-09,317.841,
2002-10,320.382,
2002-11,326.718,
2002-12,333.704,
2003-01,311.083,
2003-02,309.925,
2003-03,305.676,
2003-04,303.674,
2003-05,300.037,
2003-06,302.647,
2003-07,323.057,
2003-08,313.476,
2003-09,311.863,
2003-10,308.451,
2003-11,308.363,
2003-12,307.176,
2004-01,295.755,
2004-02,297.185,
2004-03,300.485,
2004-04,298.351,
2004-05,280.214,
2004-06,282.984,
2004-07,292.319,
2004-08,288.969,
2004-09,292.795,
2004-10,294.800,
2004-11,297.731,
2004-12,304.373,
2005-01,299.876,
2005-02,305.660,
2005-03,312.076,
2005-04,306.618,
2005-05,305.333,
2005-06,321.264,
2005-07,314.089,
2005-08,320.813,
2005-09,320.122,
2005-10,325.263,
