"",BBK01.OEAH89H,BBK01.OEAH89H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:15,
2002-01,13.542,
2002-04,13.220,
2002-07,13.341,
2002-10,15.068,
2003-01,14.175,
2003-04,14.375,
2003-07,14.448,
2003-10,14.099,
2004-01,14.044,
2004-04,14.107,
2004-07,13.489,
2004-10,13.071,
2005-01,13.256,
2005-04,13.662,
2005-07,14.041,
2005-10,14.088,
2006-01,13.850,
2006-04,13.434,
2006-07,13.529,
2006-10,13.659,
2007-01,14.107,
2007-04,14.152,
2007-07,14.036,
2007-10,12.859,
2008-01,11.598,
2008-04,11.501,
2008-07,10.635,
2008-10,10.163,
2009-01,10.315,
2009-04,5.654,
2009-07,6.062,
2009-10,5.401,
2010-01,4.816,
2010-04,4.916,
2010-07,4.854,
2010-10,5.060,
2011-01,4.870,
2011-04,5.310,
2011-07,11.149,
2011-10,11.131,
2012-01,10.082,
2012-04,9.700,
2012-07,10.181,
2012-10,9.876,
2013-01,9.905,
2013-04,10.385,
2013-07,9.772,
2013-10,10.340,
2014-01,10.076,
2014-04,10.188,
2014-07,11.022,
