"",BBK01.PQB355,BBK01.PQB355_FLAGS
"",Lending to domestic enterprises / Short-term / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:20,
1968-10,18.179,
1969-01,18.827,
1969-04,19.243,
1969-07,19.947,
1969-10,22.741,
1970-01,21.892,
1970-04,23.097,
1970-07,23.057,
1970-10,24.310,
1971-01,24.242,
1971-04,25.511,
1971-07,25.798,
1971-10,27.674,
1972-01,28.822,
1972-04,31.070,
1972-07,30.916,
1972-10,32.678,
1973-01,31.372,
1973-04,31.267,
1973-07,32.487,
1973-10,32.342,
1974-01,32.963,
1974-04,34.847,
1974-07,34.808,
1974-10,35.562,
1975-01,33.700,
1975-04,33.154,
1975-07,32.188,
1975-10,33.977,
1976-01,31.497,
1976-04,33.357,
1976-07,32.759,
1976-10,35.611,
1977-01,33.510,
1977-04,34.653,
1977-07,34.585,
1977-10,36.940,
1978-01,33.984,
1978-04,35.543,
1978-07,35.930,
1978-10,38.434,
1979-01,36.304,
1979-04,38.637,
1979-07,37.851,
1979-10,40.571,
1980-01,38.564,
1980-04,40.965,
1980-07,41.029,
1980-10,45.219,
1981-01,44.377,
1981-04,45.855,
1981-07,46.084,
1981-10,47.767,
1982-01,45.668,
1982-04,47.376,
1982-07,47.577,
1982-10,48.821,
1983-01,46.148,
1983-04,48.071,
1983-07,48.834,
1983-10,50.293,
1984-01,48.901,
1984-04,50.469,
1984-07,51.751,
1984-10,53.874,
1985-01,53.719,
1985-04,55.473,
1985-07,53.281,
1985-10,54.514,
1986-01,54.240,
1986-04,56.080,
1986-07,55.538,
1986-10,58.475,
1987-01,57.178,
1987-04,55.703,
1987-07,56.412,
1987-10,56.034,
1988-01,56.952,
1988-04,58.966,
1988-07,57.702,
1988-10,62.027,
1989-01,62.509,
1989-04,65.739,
1989-07,67.465,
1989-10,69.727,
1990-01,73.386,
1990-04,109.853,
1990-07,119.877,
1990-10,121.748,
1991-01,125.484,
1991-04,130.927,
1991-07,129.633,
1991-10,131.221,
1992-01,128.901,
1992-04,130.990,
1992-07,126.721,
1992-10,118.236,
1993-01,105.023,
1993-04,104.608,
1993-07,103.182,
1993-10,100.458,
1994-01,98.873,
1994-04,98.484,
1994-07,98.788,
1994-10,99.903,
1995-01,101.192,
1995-04,105.333,
1995-07,106.066,
1995-10,104.333,
1996-01,108.733,
1996-04,112.523,
1996-07,110.350,
1996-10,111.352,
1997-01,112.885,
1997-04,117.238,
1997-07,113.399,
1997-10,113.981,
1998-01,113.785,
1998-04,115.286,
1998-07,113.952,
1998-10,116.955,
1999-01,110.827,
1999-04,113.799,
1999-07,109.458,
1999-10,114.337,
2000-01,125.108,
2000-04,125.442,
2000-07,125.172,
2000-10,120.999,
2001-01,133.801,
2001-04,128.738,
2001-07,123.034,
2001-10,125.643,
2002-01,123.156,
2002-04,117.048,
2002-07,114.743,
2002-10,109.536,
2003-01,112.551,
2003-04,107.112,
2003-07,108.134,
2003-10,101.551,
2004-01,99.735,
2004-04,94.135,
2004-07,94.075,
2004-10,92.556,
2005-01,98.179,
2005-04,100.360,
2005-07,108.797,
2005-10,96.610,
2006-01,111.121,
2006-04,112.980,
2006-07,118.041,
2006-10,93.745,
2007-01,112.992,
2007-04,114.179,
2007-07,113.999,
2007-10,110.058,
2008-01,131.691,
2008-04,135.425,
2008-07,138.887,
2008-10,131.104,
2009-01,145.385,
2009-04,138.080,
2009-07,136.439,
2009-10,112.648,
2010-01,103.284,
2010-04,115.430,
2010-07,100.270,
2010-10,97.864,
2011-01,106.406,
2011-04,114.064,
2011-07,118.717,
2011-10,115.745,
2012-01,116.722,
2012-04,117.441,
2012-07,123.338,
2012-10,114.677,
2013-01,129.448,
2013-04,139.482,
2013-07,76.604,
2013-10,73.751,
2014-01,76.631,
2014-04,79.172,
2014-07,80.076,
2014-10,77.314,
